Name,Alexander,Jones,KH Odd Red Z Poly,HFK Polyomial,HOMFLY
8_18,1-5*t+10*t^2-13*t^3+10*t^4-5*t^5+t^6,t^(-4)-4*t^(-3)+ 6*t^(-2)-7*t^(-1)+ 9-7*t+ 6*t^2-4*t^3+ t^4,t^(-4) q^(-8) + 4 t^(-3) q^(-6) + 6 t^(-2) q^(-4) + 7 t^(-1) q^(-2) + 9 + 7 t q^(2) + 6 t^(2) q^(4) + 4 t^(3) q^(6) + t^(4) q^(8),1a^(-3)m^(-3)+ 5a^(-2)m^(-2)+ 10a^(-1)m^(-1)+ 13a^(0)m^(0)+ 10a^(1)m^(1)+ 5a^(2)m^(2)+ 1a^(3)m^(3),(-v^(-2)+3-v^2)+(v^(-2)-1+v^2)*z^2+(v^(-2)-3+v^2)*z^4-z^6
8_19,1-t+t^3-t^5+t^6,t^3+ t^5-t^8,q^(6) + t^(2) q^(10) + t^(5) q^(16) + t^(4) q^(12) T^(2) + t^(5) q^(14) T^(3),1a^(-3)m^(-6)+ 1a^(-2)m^(-5)+ 1a^(0)m^(-2)+ 1a^(2)m^(-1)+ 1a^(3)m^(0),(5*v^6-5*v^8+v^10)+(10*v^6-5*v^8)*z^2+(6*v^6-v^8)*z^4+v^6*z^6
8_20,1-2*t+3*t^2-2*t^3+t^4,-t^(-5)+ t^(-4)-t^(-3)+ 2*t^(-2)-t^(-1)+ 2-t,t^(-5) q^(-10) + t^(-4) q^(-8) + t^(-3) q^(-6) + 2 t^(-2) q^(-4) + t^(-1) q^(-2) + 2 + t q^(2),1a^(-2)m^(-2)+ 2a^(-1)m^(-1)+ 3a^(0)m^(0)+ 2a^(1)m^(1)+ 1a^(2)m^(2),(-2*v^(-4)+4*v^(-2)-1)+(-v^(-4)+4*v^(-2)-1)*z^2+(v^(-2))*z^4
8_21,1-4*t+5*t^2-4*t^3+t^4,2*t-2*t^2+ 3*t^3-3*t^4+ 2*t^5-2*t^6+ t^7,2 q^(2) + 2 t q^(4) + 3 t^(2) q^(6) + 3 t^(3) q^(8) + 2 t^(4) q^(10) + 2 t^(5) q^(12) + t^(6) q^(14),1a^(-2)m^(-3)+ 4a^(-1)m^(-2)+ 5a^(0)m^(-1)+ 4a^(1)m^(0)+ 1a^(2)m^(1),(3*v^2-3*v^4+v^6)+(2*v^2-3*v^4+v^6)*z^2-v^4*z^4
9_1,1-t+t^2-t^3+t^4-t^5+t^6-t^7+t^8,t^4+ t^6-t^7+ t^8-t^9+ t^10-t^11+ t^12-t^13,q^(8) + t^(2) q^(12) + t^(3) q^(14) + t^(4) q^(16) + t^(5) q^(18) + t^(6) q^(20) + t^(7) q^(22) + t^(8) q^(24) + t^(9) q^(26),1a^(-4)m^(-8)+ 1a^(-3)m^(-7)+ 1a^(-2)m^(-6)+ 1a^(-1)m^(-5)+ 1a^(0)m^(-4)+ 1a^(1)m^(-3)+ 1a^(2)m^(-2)+ 1a^(3)m^(-1)+ 1a^(4)m^(0),(5*v^8-4*v^10)+(20*v^8-10*v^10)*z^2+(21*v^8-6*v^10)*z^4+(8*v^8-v^10)*z^6+v^8*z^8
9_2,4-7*t+4*t^2,t-t^2+ 2*t^3-2*t^4+ 2*t^5-2*t^6+ 2*t^7-t^8+ t^9-t^10,q^(2) + t q^(4) + 2 t^(2) q^(6) + 2 t^(3) q^(8) + 2 t^(4) q^(10) + 2 t^(5) q^(12) + 2 t^(6) q^(14) + t^(7) q^(16) + t^(8) q^(18) + t^(9) q^(20),4a^(-1)m^(-2)+ 7a^(0)m^(-1)+ 4a^(1)m^(0),(v^2+v^8-v^10)+(v^2+v^4+v^6+v^8)*z^2
9_3,2-3*t+3*t^2-3*t^3+3*t^4-3*t^5+2*t^6,t^3-t^4+ 2*t^5-2*t^6+ 3*t^7-3*t^8+ 3*t^9-2*t^10+ t^11-t^12,q^(6) + t q^(8) + 2 t^(2) q^(10) + 2 t^(3) q^(12) + 3 t^(4) q^(14) + 3 t^(5) q^(16) + 3 t^(6) q^(18) + 2 t^(7) q^(20) + t^(8) q^(22) + t^(9) q^(24),2a^(-3)m^(-6)+ 3a^(-2)m^(-5)+ 3a^(-1)m^(-4)+ 3a^(0)m^(-3)+ 3a^(1)m^(-2)+ 3a^(2)m^(-1)+ 2a^(3)m^(0),(v^6+3*v^8-3*v^10)+(6*v^6+7*v^8-4*v^10)*z^2+(5*v^6+5*v^8-v^10)*z^4+(v^6+v^8)*z^6
9_4,3-5*t+5*t^2-5*t^3+3*t^4,t^2-t^3+ 2*t^4-3*t^5+ 4*t^6-3*t^7+ 3*t^8-2*t^9+ t^10-t^11,q^(4) + t q^(6) + 2 t^(2) q^(8) + 3 t^(3) q^(10) + 4 t^(4) q^(12) + 3 t^(5) q^(14) + 3 t^(6) q^(16) + 2 t^(7) q^(18) + t^(8) q^(20) + t^(9) q^(22),3a^(-2)m^(-4)+ 5a^(-1)m^(-3)+ 5a^(0)m^(-2)+ 5a^(1)m^(-1)+ 3a^(2)m^(0),(v^4+2*v^8-2*v^10)+(3*v^4+2*v^6+3*v^8-v^10)*z^2+(v^4+v^6+v^8)*z^4
9_5,6-11*t+6*t^2,t-2*t^2+ 3*t^3-3*t^4+ 4*t^5-3*t^6+ 3*t^7-2*t^8+ t^9-t^10,q^(2) + 2 t q^(4) + 3 t^(2) q^(6) + 3 t^(3) q^(8) + 4 t^(4) q^(10) + 3 t^(5) q^(12) + 3 t^(6) q^(14) + 2 t^(7) q^(16) + t^(8) q^(18) + t^(9) q^(20),6a^(-1)m^(-2)+ 11a^(0)m^(-1)+ 6a^(1)m^(0),(v^4+v^6-v^10)+(v^2+2*v^4+2*v^6+v^8)*z^2
9_6,2-4*t+5*t^2-5*t^3+5*t^4-4*t^5+2*t^6,t^3-t^4+ 3*t^5-3*t^6+ 4*t^7-5*t^8+ 4*t^9-3*t^10+ 2*t^11-t^12,q^(6) + t q^(8) + 3 t^(2) q^(10) + 3 t^(3) q^(12) + 4 t^(4) q^(14) + 5 t^(5) q^(16) + 4 t^(6) q^(18) + 3 t^(7) q^(20) + 2 t^(8) q^(22) + t^(9) q^(24),2a^(-3)m^(-6)+ 4a^(-2)m^(-5)+ 5a^(-1)m^(-4)+ 5a^(0)m^(-3)+ 5a^(1)m^(-2)+ 4a^(2)m^(-1)+ 2a^(3)m^(0),(3*v^6-v^8-v^10)+(7*v^6+3*v^8-3*v^10)*z^2+(5*v^6+4*v^8-v^10)*z^4+(v^6+v^8)*z^6
9_7,3-7*t+9*t^2-7*t^3+3*t^4,t^2-t^3+ 3*t^4-4*t^5+ 5*t^6-5*t^7+ 4*t^8-3*t^9+ 2*t^10-t^11,q^(4) + t q^(6) + 3 t^(2) q^(8) + 4 t^(3) q^(10) + 5 t^(4) q^(12) + 5 t^(5) q^(14) + 4 t^(6) q^(16) + 3 t^(7) q^(18) + 2 t^(8) q^(20) + t^(9) q^(22),3a^(-2)m^(-4)+ 7a^(-1)m^(-3)+ 9a^(0)m^(-2)+ 7a^(1)m^(-1)+ 3a^(2)m^(0),(2*v^4-v^6+v^8-v^10)+(3*v^4+v^6+2*v^8-v^10)*z^2+(v^4+v^6+v^8)*z^4
9_8,2-8*t+11*t^2-8*t^3+2*t^4,t^(-3)-2*t^(-2)+ 3*t^(-1)-4+ 5*t-5*t^2+ 5*t^3-3*t^4+ 2*t^5-t^6,t^(-4) q^(-6) + 2 t^(-3) q^(-4) + 3 t^(-2) q^(-2) + 4 t^(-1) + 5 q^(2) + 5 t q^(4) + 5 t^(2) q^(6) + 3 t^(3) q^(8) + 2 t^(4) q^(10) + t^(5) q^(12),2a^(-2)m^(-3)+ 8a^(-1)m^(-2)+ 11a^(0)m^(-1)+ 8a^(1)m^(0)+ 2a^(2)m^(1),(v^(-2)-1+2*v^4-v^6)+(v^(-2)-2-v^2+2*v^4)*z^2+(-1-v^2)*z^4
9_9,2-4*t+6*t^2-7*t^3+6*t^4-4*t^5+2*t^6,t^3-t^4+ 3*t^5-4*t^6+ 5*t^7-5*t^8+ 5*t^9-4*t^10+ 2*t^11-t^12,q^(6) + t q^(8) + 3 t^(2) q^(10) + 4 t^(3) q^(12) + 5 t^(4) q^(14) + 5 t^(5) q^(16) + 5 t^(6) q^(18) + 4 t^(7) q^(20) + 2 t^(8) q^(22) + t^(9) q^(24),2a^(-3)m^(-6)+ 4a^(-2)m^(-5)+ 6a^(-1)m^(-4)+ 7a^(0)m^(-3)+ 6a^(1)m^(-2)+ 4a^(2)m^(-1)+ 2a^(3)m^(0),(2*v^6+v^8-2*v^10)+(7*v^6+4*v^8-3*v^10)*z^2+(5*v^6+4*v^8-v^10)*z^4+(v^6+v^8)*z^6
9_10,4-8*t+9*t^2-8*t^3+4*t^4,t^2-2*t^3+ 4*t^4-5*t^5+ 6*t^6-5*t^7+ 5*t^8-3*t^9+ t^10-t^11,q^(4) + 2 t q^(6) + 4 t^(2) q^(8) + 5 t^(3) q^(10) + 6 t^(4) q^(12) + 5 t^(5) q^(14) + 5 t^(6) q^(16) + 3 t^(7) q^(18) + t^(8) q^(20) + t^(9) q^(22),4a^(-2)m^(-4)+ 8a^(-1)m^(-3)+ 9a^(0)m^(-2)+ 8a^(1)m^(-1)+ 4a^(2)m^(0),(2*v^6+v^8-2*v^10)+(2*v^4+5*v^6+2*v^8-v^10)*z^2+(v^4+2*v^6+v^8)*z^4
