Name,Alexander,Jones,KH Odd Red Z Poly,HFK Polyomial,HOMFLY
11n_35,2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6,3*t^2-6*t^3+ 11*t^4-14*t^5+ 15*t^6-15*t^7+ 12*t^8-8*t^9+ 4*t^10-t^11,3 q^(4) + 6 t q^(6) + 11 t^(2) q^(8) + 14 t^(3) q^(10) + 15 t^(4) q^(12) + 15 t^(5) q^(14) + 12 t^(6) q^(16) + 8 t^(7) q^(18) + 4 t^(8) q^(20) + t^(9) q^(22),2a^(-3)m^(-5)+ 10a^(-2)m^(-4)+ 20a^(-1)m^(-3)+ 25a^(0)m^(-2)+ 20a^(1)m^(-1)+ 10a^(2)m^(0)+ 2a^(3)m^(1),(5*v^4-7*v^6+4*v^8-v^10)+(8*v^4-12*v^6+7*v^8-v^10)*z^2+(3*v^4-8*v^6+3*v^8)*z^4-2*v^6*z^6
11n_36,1-4*t+8*t^2-13*t^3+15*t^4-13*t^5+8*t^6-4*t^7+t^8,t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 11*t-11*t^2+ 11*t^3-8*t^4+ 5*t^5-2*t^6,t^(-4) q^(-6) + 3 t^(-3) q^(-4) + 6 t^(-2) q^(-2) + 9 t^(-1) + 11 q^(2) + 11 t q^(4) + 11 t^(2) q^(6) + 8 t^(3) q^(8) + 5 t^(4) q^(10) + 2 t^(5) q^(12),1a^(-4)m^(-5)+ 4a^(-3)m^(-4)+ 8a^(-2)m^(-3)+ 13a^(-1)m^(-2)+ 15a^(0)m^(-1)+ 13a^(1)m^(0)+ 8a^(2)m^(1)+ 4a^(3)m^(2)+ 1a^(4)m^(3),(2-4*v^2+5*v^4-2*v^6)+(5-12*v^2+9*v^4-v^6)*z^2+(4-13*v^2+5*v^4)*z^4+(1-6*v^2+v^4)*z^6-v^2*z^8
11n_37,1-3*t+5*t^2-7*t^3+5*t^4-3*t^5+t^6,t^(-6)-2*t^(-5)+ 3*t^(-4)-4*t^(-3)+ 4*t^(-2)-4*t^(-1)+ 4-2*t+ t^2,t^(-6) q^(-12) + 2 t^(-5) q^(-10) + 3 t^(-4) q^(-8) + 4 t^(-3) q^(-6) + 4 t^(-2) q^(-4) + 4 t^(-1) q^(-2) + 4 + 2 t q^(2) + t^(2) q^(4),1a^(-3)m^(-3)+ 3a^(-2)m^(-2)+ 5a^(-1)m^(-1)+ 7a^(0)m^(0)+ 5a^(1)m^(1)+ 3a^(2)m^(2)+ 1a^(3)m^(3),(2*v^(-4)-4*v^(-2)+3)+(3*v^(-4)-8*v^(-2)+3)*z^2+(v^(-4)-5*v^(-2)+1)*z^4+(-v^(-2))*z^6
11n_38,1-t-t^2-t^3+t^4,t^(-5)-t^(-4)+ t^(-3)-t^(-2) + t^2,t^(-6) q^(-10) + t^(-5) q^(-8) + t^(-4) q^(-6) + t^(-3) q^(-4) + t^(2) q^(4) + t^(-2) q^(-4) T^(2) + t^(-1) q^(-2) T^(2) + 1 T^(2) + t q^(2) T^(2) + t^(-1) q^(-2) T^(3) + 1 T^(3),1a^(-2)m^(-3)+ 2a^(-1)m^(-2)+ 1a^(-1)m^(-1)+ 2a^(0)m^(-1)+ 3a^(0)m^(0)+ 2a^(1)m^(0)+ 1a^(1)m^(1)+ 1a^(2)m^(1),(2*v^(-4)-3*v^(-2)+1+v^2)+(v^(-4)-4*v^(-2))*z^2+(-v^(-2))*z^4
11n_39,2-6*t+9*t^2-6*t^3+2*t^4,-t^(-4)+ t^(-3)-t^(-1)+ 4-4*t+ 5*t^2-5*t^3+ 4*t^4-3*t^5+ t^6,t^(-5) q^(-8) + t^(-4) q^(-6) + t^(-3) q^(-4) + t^(-2) q^(-4) + t^(-2) q^(-2) + 2 t^(-1) q^(-2) + 4 + 4 t q^(2) + 5 t^(2) q^(4) + 5 t^(3) q^(6) + 4 t^(4) q^(8) + 3 t^(5) q^(10) + t^(6) q^(12) + t^(-1) q^(-2) T^(2) + 1 T^(2) + t q^(2) T^(2) + t^(2) q^(4) T^(2) + 1 T^(3) + t q^(2) T^(3),2a^(-2)m^(-2)+ 2a^(-1)m^(-2)+ 8a^(-1)m^(-1)+ 4a^(0)m^(-1)+ 13a^(0)m^(0)+ 2a^(1)m^(0)+ 8a^(1)m^(1)+ 2a^(2)m^(2),(-3*v^(-2)+8-5*v^2+v^4)+(-4*v^(-2)+13-9*v^2+2*v^4)*z^2+(-v^(-2)+7-5*v^2+v^4)*z^4+(1-v^2)*z^6
11n_40,2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6,-2+ 6*t-9*t^2+ 13*t^3-13*t^4+ 13*t^5-11*t^6+ 7*t^7-4*t^8+ t^9,2 t^(-1) + 6 q^(2) + 9 t q^(4) + 13 t^(2) q^(6) + 13 t^(3) q^(8) + 13 t^(4) q^(10) + 11 t^(5) q^(12) + 7 t^(6) q^(14) + 4 t^(7) q^(16) + t^(8) q^(18),2a^(-3)m^(-4)+ 8a^(-2)m^(-3)+ 18a^(-1)m^(-2)+ 23a^(0)m^(-1)+ 18a^(1)m^(0)+ 8a^(2)m^(1)+ 2a^(3)m^(2),(-2*v^2+8*v^4-6*v^6+v^8)+(-4*v^2+15*v^4-8*v^6+v^8)*z^2+(-2*v^2+9*v^4-3*v^6)*z^4+2*v^4*z^6
11n_41,1-4*t+8*t^2-9*t^3+9*t^4-9*t^5+8*t^6-4*t^7+t^8,-t^(-1)+ 3-5*t+ 8*t^2-8*t^3+ 9*t^4-8*t^5+ 6*t^6-4*t^7+ t^8,t^(-3) q^(-2) + 3 t^(-2) + 5 t^(-1) q^(2) + 8 q^(4) + 8 t q^(6) + 9 t^(2) q^(8) + 8 t^(3) q^(10) + 6 t^(4) q^(12) + 4 t^(5) q^(14) + t^(6) q^(16),1a^(-4)m^(-6)+ 4a^(-3)m^(-5)+ 8a^(-2)m^(-4)+ 9a^(-1)m^(-3)+ 9a^(0)m^(-2)+ 9a^(1)m^(-1)+ 8a^(2)m^(0)+ 4a^(3)m^(1)+ 1a^(4)m^(2),(-v^2+6*v^4-5*v^6+v^8)+(-4*v^2+14*v^4-8*v^6+v^8)*z^2+(-4*v^2+13*v^4-5*v^6)*z^4+(-v^2+6*v^4-v^6)*z^6+v^4*z^8
11n_42,1,t^(-6)-2*t^(-5)+ 2*t^(-4)-2*t^(-3)+ t^(-2)+ 2*t-2*t^2+ 2*t^3-t^4,t^(-6) q^(-12) + 2 t^(-5) q^(-10) + 2 t^(-4) q^(-8) + 2 t^(-3) q^(-6) + t^(-2) q^(-4) + 1 + t + 2 t^(2) q^(2) + 2 t^(3) q^(4) + 2 t^(4) q^(6) + t^(5) q^(8) + t^(-2) q^(-6) T^(2) + 2 t^(-1) q^(-4) T^(2) + 2 q^(-2) T^(2) + 2 t T^(2) + t^(2) q^(2) T^(2) + t^(-1) q^(-4) T^(3) + 2 q^(-2) T^(3) + t T^(3),1a^(-2)m^(-2)+ 1a^(-2)m^(-1)+ 4a^(-1)m^(-1)+ 4a^(-1)m^(0)+ 7a^(0)m^(0)+ 6a^(0)m^(1)+ 4a^(1)m^(1)+ 4a^(1)m^(2)+ 1a^(2)m^(2)+ 1a^(2)m^(3),(2*v^(-4)-6*v^(-2)+7-2*v^2)+(3*v^(-4)-11*v^(-2)+11-3*v^2)*z^2+(v^(-4)-6*v^(-2)+6-v^2)*z^4+(-v^(-2)+1)*z^6
11n_43,2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6,3*t^2-6*t^3+ 11*t^4-14*t^5+ 15*t^6-15*t^7+ 12*t^8-8*t^9+ 4*t^10-t^11,3 q^(4) + 6 t q^(6) + 11 t^(2) q^(8) + 14 t^(3) q^(10) + 15 t^(4) q^(12) + 15 t^(5) q^(14) + 12 t^(6) q^(16) + 8 t^(7) q^(18) + 4 t^(8) q^(20) + t^(9) q^(22),2a^(-3)m^(-5)+ 10a^(-2)m^(-4)+ 20a^(-1)m^(-3)+ 25a^(0)m^(-2)+ 20a^(1)m^(-1)+ 10a^(2)m^(0)+ 2a^(3)m^(1),(5*v^4-7*v^6+4*v^8-v^10)+(8*v^4-12*v^6+7*v^8-v^10)*z^2+(3*v^4-8*v^6+3*v^8)*z^4-2*v^6*z^6
11n_44,1-4*t+8*t^2-13*t^3+15*t^4-13*t^5+8*t^6-4*t^7+t^8,t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 11*t-11*t^2+ 11*t^3-8*t^4+ 5*t^5-2*t^6,t^(-4) q^(-6) + 3 t^(-3) q^(-4) + 6 t^(-2) q^(-2) + 9 t^(-1) + 11 q^(2) + 11 t q^(4) + 11 t^(2) q^(6) + 8 t^(3) q^(8) + 5 t^(4) q^(10) + 2 t^(5) q^(12),1a^(-4)m^(-5)+ 4a^(-3)m^(-4)+ 8a^(-2)m^(-3)+ 13a^(-1)m^(-2)+ 15a^(0)m^(-1)+ 13a^(1)m^(0)+ 8a^(2)m^(1)+ 4a^(3)m^(2)+ 1a^(4)m^(3),(2-4*v^2+5*v^4-2*v^6)+(5-12*v^2+9*v^4-v^6)*z^2+(4-13*v^2+5*v^4)*z^4+(1-6*v^2+v^4)*z^6-v^2*z^8
11n_45,2-6*t+9*t^2-6*t^3+2*t^4,-t^(-4)+ t^(-3)-t^(-1)+ 4-4*t+ 5*t^2-5*t^3+ 4*t^4-3*t^5+ t^6,t^(-5) q^(-8) + t^(-4) q^(-6) + t^(-3) q^(-4) + t^(-2) q^(-4) + t^(-2) q^(-2) + 2 t^(-1) q^(-2) + 4 + 4 t q^(2) + 5 t^(2) q^(4) + 5 t^(3) q^(6) + 4 t^(4) q^(8) + 3 t^(5) q^(10) + t^(6) q^(12) + t^(-1) q^(-2) T^(2) + 1 T^(2) + t q^(2) T^(2) + t^(2) q^(4) T^(2) + 1 T^(3) + t q^(2) T^(3),1a^(-3)m^(-4)+ 1a^(-3)m^(-3)+ 2a^(-2)m^(-3)+ 4a^(-2)m^(-2)+ 1a^(-1)m^(-2)+ 7a^(-1)m^(-1)+ 9a^(0)m^(0)+ 1a^(1)m^(0)+ 7a^(1)m^(1)+ 2a^(2)m^(1)+ 4a^(2)m^(2)+ 1a^(3)m^(2)+ 1a^(3)m^(3),(-3*v^(-2)+8-5*v^2+v^4)+(-4*v^(-2)+13-9*v^2+2*v^4)*z^2+(-v^(-2)+7-5*v^2+v^4)*z^4+(1-v^2)*z^6
11n_46,2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6,-2+ 6*t-9*t^2+ 13*t^3-13*t^4+ 13*t^5-11*t^6+ 7*t^7-4*t^8+ t^9,2 t^(-1) + 6 q^(2) + 9 t q^(4) + 13 t^(2) q^(6) + 13 t^(3) q^(8) + 13 t^(4) q^(10) + 11 t^(5) q^(12) + 7 t^(6) q^(14) + 4 t^(7) q^(16) + t^(8) q^(18),2a^(-3)m^(-4)+ 8a^(-2)m^(-3)+ 18a^(-1)m^(-2)+ 23a^(0)m^(-1)+ 18a^(1)m^(0)+ 8a^(2)m^(1)+ 2a^(3)m^(2),(-2*v^2+8*v^4-6*v^6+v^8)+(-4*v^2+15*v^4-8*v^6+v^8)*z^2+(-2*v^2+9*v^4-3*v^6)*z^4+2*v^4*z^6
11n_47,1-4*t+8*t^2-9*t^3+9*t^4-9*t^5+8*t^6-4*t^7+t^8,-t^(-1)+ 3-5*t+ 8*t^2-8*t^3+ 9*t^4-8*t^5+ 6*t^6-4*t^7+ t^8,t^(-3) q^(-2) + 3 t^(-2) + 5 t^(-1) q^(2) + 8 q^(4) + 8 t q^(6) + 9 t^(2) q^(8) + 8 t^(3) q^(10) + 6 t^(4) q^(12) + 4 t^(5) q^(14) + t^(6) q^(16),1a^(-4)m^(-6)+ 4a^(-3)m^(-5)+ 8a^(-2)m^(-4)+ 9a^(-1)m^(-3)+ 9a^(0)m^(-2)+ 9a^(1)m^(-1)+ 8a^(2)m^(0)+ 4a^(3)m^(1)+ 1a^(4)m^(2),(-v^2+6*v^4-5*v^6+v^8)+(-4*v^2+14*v^4-8*v^6+v^8)*z^2+(-4*v^2+13*v^4-5*v^6)*z^4+(-v^2+6*v^4-v^6)*z^6+v^4*z^8
11n_48,1-3*t+6*t^2-9*t^3+6*t^4-3*t^5+t^6,t^(-6)-2*t^(-5)+ 3*t^(-4)-4*t^(-3)+ 5*t^(-2)-5*t^(-1)+ 4-3*t+ 2*t^2,t^(-6) q^(-12) + 2 t^(-5) q^(-10) + 3 t^(-4) q^(-8) + 4 t^(-3) q^(-6) + 5 t^(-2) q^(-4) + 5 t^(-1) q^(-2) + 4 + 3 t q^(2) + 2 t^(2) q^(4),1a^(-3)m^(-3)+ 3a^(-2)m^(-2)+ 6a^(-1)m^(-1)+ 9a^(0)m^(0)+ 6a^(1)m^(1)+ 3a^(2)m^(2)+ 1a^(3)m^(3),(2*v^(-4)-3*v^(-2)+1+v^2)+(3*v^(-4)-8*v^(-2)+2)*z^2+(v^(-4)-5*v^(-2)+1)*z^4+(-v^(-2))*z^6
11n_49,1-3*t^2+t^4,t^(-5)-t^(-4)+ t^(-3)-t^(-2)+ 1-t+ t^2-t^3+ t^4,t^(-6) q^(-10) + t^(-5) q^(-8) + t^(-4) q^(-6) + t^(-3) q^(-4) + 1 + t q^(2) + t^(2) q^(4) + t^(3) q^(6) + t^(4) q^(8) + t^(-2) q^(-4) T^(2) + t^(-1) q^(-2) T^(2) + 1 T^(2) + t q^(2) T^(2) + t^(-1) q^(-2) T^(3) + 1 T^(3),1a^(-2)m^(-3)+ 2a^(-1)m^(-2)+ 2a^(-1)m^(-1)+ 2a^(0)m^(-1)+ 5a^(0)m^(0)+ 2a^(1)m^(0)+ 2a^(1)m^(1)+ 1a^(2)m^(1),(2*v^(-4)-3*v^(-2)+2-v^2+v^4)+(v^(-4)-4*v^(-2)-v^2)*z^2+(-v^(-2))*z^4
11n_50,2-6*t+9*t^2-6*t^3+2*t^4,-t^(-7)+ 2*t^(-6)-3*t^(-5)+ 4*t^(-4)-4*t^(-3)+ 4*t^(-2)-3*t^(-1)+ 3-t,t^(-7) q^(-14) + 2 t^(-6) q^(-12) + 3 t^(-5) q^(-10) + 4 t^(-4) q^(-8) + 4 t^(-3) q^(-6) + 4 t^(-2) q^(-4) + 3 t^(-1) q^(-2) + 3 + t q^(2),2a^(-2)m^(-2)+ 6a^(-1)m^(-1)+ 9a^(0)m^(0)+ 6a^(1)m^(1)+ 2a^(2)m^(2),(-v^(-6)+v^(-4)+v^(-2))+(-v^(-6)+2*v^(-4)+2*v^(-2)-1)*z^2+(v^(-4)+v^(-2))*z^4
11n_51,1-4*t+6*t^2-7*t^3+6*t^4-4*t^5+t^6,t^(-2)-2*t^(-1)+ 3-4*t+ 5*t^2-4*t^3+ 4*t^4-3*t^5+ 2*t^6-t^7,t^(-2) q^(-4) + 2 t^(-1) q^(-2) + 3 + 4 t q^(2) + 5 t^(2) q^(4) + 4 t^(3) q^(6) + 4 t^(4) q^(8) + 3 t^(5) q^(10) + 2 t^(6) q^(12) + t^(7) q^(14),1a^(-3)m^(-3)+ 4a^(-2)m^(-2)+ 6a^(-1)m^(-1)+ 7a^(0)m^(0)+ 6a^(1)m^(1)+ 4a^(2)m^(2)+ 1a^(3)m^(3),(2-4*v^2+5*v^4-2*v^6)+(3-8*v^2+7*v^4-v^6)*z^2+(1-5*v^2+2*v^4)*z^4-v^2*z^6
11n_52,1-6*t+14*t^2-17*t^3+14*t^4-6*t^5+t^6,2*t^(-1)-4+ 7*t-9*t^2+ 10*t^3-10*t^4+ 8*t^5-5*t^6+ 3*t^7-t^8,2 t^(-2) q^(-2) + 4 t^(-1) + 7 q^(2) + 9 t q^(4) + 10 t^(2) q^(6) + 10 t^(3) q^(8) + 8 t^(4) q^(10) + 5 t^(5) q^(12) + 3 t^(6) q^(14) + t^(7) q^(16),1a^(-3)m^(-4)+ 6a^(-2)m^(-3)+ 14a^(-1)m^(-2)+ 17a^(0)m^(-1)+ 14a^(1)m^(0)+ 6a^(2)m^(1)+ 1a^(3)m^(2),(3-5*v^2+4*v^4-v^6)+(2-8*v^2+7*v^4-2*v^6)*z^2+(-3*v^2+4*v^4-v^6)*z^4+v^4*z^6
11n_53,1-4*t+8*t^2-11*t^3+8*t^4-4*t^5+t^6,t^(-6)-2*t^(-5)+ 3*t^(-4)-5*t^(-3)+ 6*t^(-2)-6*t^(-1)+ 6-4*t+ 3*t^2-t^3,t^(-6) q^(-12) + 2 t^(-5) q^(-10) + 3 t^(-4) q^(-8) + 5 t^(-3) q^(-6) + 6 t^(-2) q^(-4) + 6 t^(-1) q^(-2) + 6 + 4 t q^(2) + 3 t^(2) q^(4) + t^(3) q^(6),1a^(-3)m^(-3)+ 4a^(-2)m^(-2)+ 8a^(-1)m^(-1)+ 11a^(0)m^(0)+ 8a^(1)m^(1)+ 4a^(2)m^(2)+ 1a^(3)m^(3),(2*v^(-4)-5*v^(-2)+5-v^2)+(3*v^(-4)-9*v^(-2)+6-v^2)*z^2+(v^(-4)-5*v^(-2)+2)*z^4+(-v^(-2))*z^6
11n_54,1-4*t+10*t^2-13*t^3+10*t^4-4*t^5+t^6,-1+ 3*t-4*t^2+ 7*t^3-7*t^4+ 7*t^5-6*t^6+ 4*t^7-3*t^8+ t^9,t^(-1) + 3 q^(2) + 4 t q^(4) + 7 t^(2) q^(6) + 7 t^(3) q^(8) + 7 t^(4) q^(10) + 6 t^(5) q^(12) + 4 t^(6) q^(14) + 3 t^(7) q^(16) + t^(8) q^(18),1a^(-3)m^(-4)+ 4a^(-2)m^(-3)+ 10a^(-1)m^(-2)+ 13a^(0)m^(-1)+ 10a^(1)m^(0)+ 4a^(2)m^(1)+ 1a^(3)m^(2),(-v^2+6*v^4-5*v^6+v^8)+(-2*v^2+10*v^4-6*v^6+v^8)*z^2+(-v^2+5*v^4-2*v^6)*z^4+v^4*z^6
11n_55,1-6*t+14*t^2-19*t^3+14*t^4-6*t^5+t^6,-2*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 10-10*t+ 10*t^2-8*t^3+ 5*t^4-3*t^5+ t^6,2 t^(-3) q^(-6) + 5 t^(-2) q^(-4) + 7 t^(-1) q^(-2) + 10 + 10 t q^(2) + 10 t^(2) q^(4) + 8 t^(3) q^(6) + 5 t^(4) q^(8) + 3 t^(5) q^(10) + t^(6) q^(12),1a^(-3)m^(-3)+ 6a^(-2)m^(-2)+ 14a^(-1)m^(-1)+ 19a^(0)m^(0)+ 14a^(1)m^(1)+ 6a^(2)m^(2)+ 1a^(3)m^(3),(-2*v^(-2)+6-4*v^2+v^4)+(-2*v^(-2)+8-7*v^2+2*v^4)*z^2+(3-4*v^2+v^4)*z^4-v^2*z^6
11n_56,1-4*t+8*t^2-9*t^3+8*t^4-4*t^5+t^6,-t^(-4)+ 2*t^(-3)-3*t^(-2)+ 5*t^(-1)-5+ 6*t-5*t^2+ 4*t^3-3*t^4+ t^5,t^(-5) q^(-8) + 2 t^(-4) q^(-6) + 3 t^(-3) q^(-4) + 5 t^(-2) q^(-2) + 5 t^(-1) + 6 q^(2) + 5 t q^(4) + 4 t^(2) q^(6) + 3 t^(3) q^(8) + t^(4) q^(10),1a^(-3)m^(-4)+ 4a^(-2)m^(-3)+ 8a^(-1)m^(-2)+ 9a^(0)m^(-1)+ 8a^(1)m^(0)+ 4a^(2)m^(1)+ 1a^(3)m^(2),(-2*v^(-2)+6-4*v^2+v^4)+(-3*v^(-2)+9-6*v^2+v^4)*z^2+(-v^(-2)+5-2*v^2)*z^4+z^6
11n_57,1-3*t+2*t^2+t^3-3*t^4+t^5+2*t^6-3*t^7+t^8,t-t^2+ 2*t^3-t^4+ t^5-t^6,t^(-2) q^(2) + t^(-1) q^(4) + 2 q^(6) + t q^(8) + t^(2) q^(10) + t^(3) q^(12) + t^(2) q^(8) T^(2) + t^(3) q^(10) T^(2) + t^(4) q^(12) T^(2) + t^(5) q^(14) T^(2) + t^(6) q^(16) T^(2) + t^(3) q^(10) T^(3) + t^(5) q^(14) T^(3),1a^(-4)m^(-7)+ 3a^(-3)m^(-6)+ 2a^(-2)m^(-5)+ 1a^(-1)m^(-3)+ 3a^(0)m^(-2)+ 1a^(1)m^(-1)+ 2a^(2)m^(-1)+ 3a^(3)m^(0)+ 1a^(4)m^(1),(5*v^4-7*v^6+4*v^8-v^10)+(10*v^4-16*v^6+9*v^8-v^10)*z^2+(6*v^4-16*v^6+6*v^8)*z^4+(v^4-7*v^6+v^8)*z^6-v^6*z^8
11n_58,1-4*t+8*t^2-9*t^3+8*t^4-4*t^5+t^6,t^(-5)-3*t^(-4)+ 4*t^(-3)-5*t^(-2)+ 6*t^(-1)-5+ 5*t-3*t^2+ 2*t^3-t^4,t^(-4) q^(-10) + 3 t^(-3) q^(-8) + 4 t^(-2) q^(-6) + 5 t^(-1) q^(-4) + 6 q^(-2) + 5 t + 5 t^(2) q^(2) + 3 t^(3) q^(4) + 2 t^(4) q^(6) + t^(5) q^(8),1a^(-3)m^(-2)+ 4a^(-2)m^(-1)+ 8a^(-1)m^(0)+ 9a^(0)m^(1)+ 8a^(1)m^(2)+ 4a^(2)m^(3)+ 1a^(3)m^(4),(v^(-4)-4*v^(-2)+6-2*v^2)+(v^(-4)-6*v^(-2)+9-3*v^2)*z^2+(-2*v^(-2)+5-v^2)*z^4+z^6
11n_59,1-6*t+12*t^2-15*t^3+12*t^4-6*t^5+t^6,2*t^2-3*t^3+ 6*t^4-8*t^5+ 9*t^6-9*t^7+ 7*t^8-5*t^9+ 3*t^10-t^11,2 q^(4) + 3 t q^(6) + 6 t^(2) q^(8) + 8 t^(3) q^(10) + 9 t^(4) q^(12) + 9 t^(5) q^(14) + 7 t^(6) q^(16) + 5 t^(7) q^(18) + 3 t^(8) q^(20) + t^(9) q^(22),1a^(-3)m^(-5)+ 6a^(-2)m^(-4)+ 12a^(-1)m^(-3)+ 15a^(0)m^(-2)+ 12a^(1)m^(-1)+ 6a^(2)m^(0)+ 1a^(3)m^(1),(4*v^4-5*v^6+3*v^8-v^10)+(6*v^4-7*v^6+5*v^8-v^10)*z^2+(2*v^4-4*v^6+2*v^8)*z^4-v^6*z^6
11n_60,1-3*t+4*t^2-5*t^3+5*t^4-5*t^5+4*t^6-3*t^7+t^8,t^(-3)-2*t^(-2)+ 3*t^(-1)-4+ 5*t-5*t^2+ 5*t^3-3*t^4+ 2*t^5-t^6,t^(-4) q^(-6) + 2 t^(-3) q^(-4) + 3 t^(-2) q^(-2) + 4 t^(-1) + 5 q^(2) + 5 t q^(4) + 5 t^(2) q^(6) + 3 t^(3) q^(8) + 2 t^(4) q^(10) + t^(5) q^(12),1a^(-4)m^(-5)+ 3a^(-3)m^(-4)+ 4a^(-2)m^(-3)+ 5a^(-1)m^(-2)+ 5a^(0)m^(-1)+ 5a^(1)m^(0)+ 4a^(2)m^(1)+ 3a^(3)m^(2)+ 1a^(4)m^(3),(3-6*v^2+6*v^4-2*v^6)+(7-17*v^2+11*v^4-v^6)*z^2+(5-17*v^2+6*v^4)*z^4+(1-7*v^2+v^4)*z^6-v^2*z^8
11n_61,1-3*t+4*t^2-t^3-t^4-t^5+4*t^6-3*t^7+t^8,-t^(-1)+ 2-2*t+ 3*t^2-2*t^3+ 3*t^4-2*t^5+ t^6-t^7,t^(-3) q^(-2) + 2 t^(-2) + 2 t^(-1) q^(2) + 3 q^(4) + 2 t q^(6) + 3 t^(2) q^(8) + 2 t^(3) q^(10) + t^(4) q^(12) + t^(5) q^(14) + t q^(4) T^(2) + t^(2) q^(6) T^(2) + t^(4) q^(10) T^(2),1a^(-4)m^(-6)+ 3a^(-3)m^(-5)+ 4a^(-2)m^(-4)+ 2a^(-1)m^(-3)+ 1a^(-1)m^(-2)+ 1a^(0)m^(-1)+ 2a^(1)m^(-1)+ 1a^(1)m^(0)+ 4a^(2)m^(0)+ 3a^(3)m^(1)+ 1a^(4)m^(2),(-2*v^2+8*v^4-6*v^6+v^8)+(-6*v^2+19*v^4-10*v^6+v^8)*z^2+(-5*v^2+17*v^4-6*v^6)*z^4+(-v^2+7*v^4-v^6)*z^6+v^4*z^8
11n_62,2-8*t+13*t^2-8*t^3+2*t^4,t^(-4)-2*t^(-3)+ 3*t^(-2)-5*t^(-1)+ 6-5*t+ 5*t^2-3*t^3+ 2*t^4-t^5,t^(-4) q^(-8) + 2 t^(-3) q^(-6) + 3 t^(-2) q^(-4) + 5 t^(-1) q^(-2) + 6 + 5 t q^(2) + 5 t^(2) q^(4) + 3 t^(3) q^(6) + 2 t^(4) q^(8) + t^(5) q^(10),2a^(-2)m^(-2)+ 8a^(-1)m^(-1)+ 13a^(0)m^(0)+ 8a^(1)m^(1)+ 2a^(2)m^(2),(v^(-4)-2*v^(-2)+1+2*v^2-v^4)+(-2*v^(-2)+1+2*v^2-v^4)*z^2+(1+v^2)*z^4
11n_63,2-10*t+15*t^2-10*t^3+2*t^4,2*t-3*t^2+ 5*t^3-6*t^4+ 6*t^5-6*t^6+ 5*t^7-3*t^8+ 2*t^9-t^10,2 q^(2) + 3 t q^(4) + 5 t^(2) q^(6) + 6 t^(3) q^(8) + 6 t^(4) q^(10) + 6 t^(5) q^(12) + 5 t^(6) q^(14) + 3 t^(7) q^(16) + 2 t^(8) q^(18) + t^(9) q^(20),2a^(-2)m^(-3)+ 10a^(-1)m^(-2)+ 15a^(0)m^(-1)+ 10a^(1)m^(0)+ 2a^(2)m^(1),(2*v^2-v^4-v^6+2*v^8-v^10)+(2*v^2-v^4-v^6+2*v^8)*z^2+(-v^4-v^6)*z^4
11n_64,2-5*t+3*t^2-t^3+3*t^4-5*t^5+2*t^6,t^(-2)-t^(-1)+ 2-3*t+ 3*t^2-3*t^3+ 3*t^4-2*t^5+ 2*t^6-t^7,t^(-4) q^(-4) + t^(-3) q^(-2) + 2 t^(-2) + 3 t^(-1) q^(2) + 3 q^(4) + 3 t q^(6) + 3 t^(2) q^(8) + 2 t^(3) q^(10) + 2 t^(4) q^(12) + t^(5) q^(14),2a^(-3)m^(-5)+ 5a^(-2)m^(-4)+ 3a^(-1)m^(-3)+ 1a^(0)m^(-2)+ 3a^(1)m^(-1)+ 5a^(2)m^(0)+ 2a^(3)m^(1),(3-4*v^2+v^4+2*v^6-v^8)+(4-7*v^2-2*v^4+4*v^6)*z^2+(1-5*v^2-4*v^4+v^6)*z^4+(-v^2-v^4)*z^6
11n_65,3-8*t+11*t^2-8*t^3+3*t^4,-t^(-7)+ 2*t^(-6)-4*t^(-5)+ 5*t^(-4)-5*t^(-3)+ 6*t^(-2)-4*t^(-1)+ 4-2*t,t^(-7) q^(-14) + 2 t^(-6) q^(-12) + 4 t^(-5) q^(-10) + 5 t^(-4) q^(-8) + 5 t^(-3) q^(-6) + 6 t^(-2) q^(-4) + 4 t^(-1) q^(-2) + 4 + 2 t q^(2),3a^(-2)m^(-2)+ 8a^(-1)m^(-1)+ 11a^(0)m^(0)+ 8a^(1)m^(1)+ 3a^(2)m^(2),(-v^(-6)-v^(-4)+5*v^(-2)-2)+(-v^(-6)+v^(-4)+6*v^(-2)-2)*z^2+(v^(-4)+2*v^(-2))*z^4
