knot_id,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4_1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0
5_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0
6_1,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
6_2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,2,-2,1,0,0,0,0,0,0,0,0,0,0,0
6_3,0,0,0,0,0,0,0,0,0,0,-1,2,-2,3,-2,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,-1,1,-1,0,0,0,0,0,0
7_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,2,-1,1,-1,0,0,0,0,0,0,0,0
7_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,3,-2,1,-1,0,0,0,0,0,0,0
7_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,3,-2,3,-2,1,-1,0,0,0,0,0,0,0,0
7_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-3,3,-3,2,-1,0,0,0,0,0,0,0
7_6,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,3,-3,4,-3,2,-1,0,0,0,0,0,0,0,0,0,0
7_7,0,0,0,0,0,0,0,0,0,1,-2,3,-4,4,-3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
8_1,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,2,-2,1,-1,1,0,0,0,0,0,0,0,0,0,0
8_2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,3,-3,2,-2,1,0,0,0,0,0,0,0,0
8_3,0,0,0,0,0,0,0,0,0,1,-1,2,-3,3,-3,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
8_4,0,0,0,0,0,0,0,0,1,-2,3,-3,3,-3,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8_5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-3,3,-4,3,-2,1,0,0,0,0,0,0,0,0
8_6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-4,4,-4,3,-2,1,0,0,0,0,0,0,0,0,0
8_7,0,0,0,0,0,0,0,-1,2,-3,4,-4,4,-2,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_8,0,0,0,0,0,0,0,0,-1,2,-3,4,-4,5,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
8_9,0,0,0,0,0,0,0,0,0,1,-2,3,-4,5,-4,3,-2,1,0,0,0,0,0,0,0,0,0,0,0,0
8_10,0,0,0,0,0,0,0,-1,2,-4,5,-4,5,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_11,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-4,5,-5,3,-2,1,0,0,0,0,0,0,0,0,0
8_12,0,0,0,0,0,0,0,0,0,1,-2,4,-5,5,-5,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,0
8_13,0,0,0,0,0,0,0,0,-1,2,-3,5,-5,5,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
8_14,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-5,6,-5,4,-3,1,0,0,0,0,0,0,0,0,0
8_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-5,6,-6,4,-3,1,0,0,0,0,0,0
8_16,0,0,0,0,0,0,0,-1,3,-5,6,-6,6,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_17,0,0,0,0,0,0,0,0,0,1,-3,5,-6,7,-6,5,-3,1,0,0,0,0,0,0,0,0,0,0,0,0
8_18,0,0,0,0,0,0,0,0,0,1,-4,6,-7,9,-7,6,-4,1,0,0,0,0,0,0,0,0,0,0,0,0
8_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0
8_20,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,3,-3,2,-2,1,0,0,0,0,0,0,0,0,0
9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,-1,1,-1,1,-1,0,0,0
9_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,2,-2,2,-1,1,-1,0,0,0,0,0,0
9_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,3,-3,3,-2,1,-1,0,0,0,0
9_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-3,4,-3,3,-2,1,-1,0,0,0,0,0
9_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,3,-3,4,-3,3,-2,1,-1,0,0,0,0,0,0
9_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-3,4,-5,4,-3,2,-1,0,0,0,0
9_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-4,5,-5,4,-3,2,-1,0,0,0,0,0
9_8,0,0,0,0,0,0,0,0,0,0,1,-2,3,-4,5,-5,5,-3,2,-1,0,0,0,0,0,0,0,0,0,0
9_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-4,5,-5,5,-4,2,-1,0,0,0,0
9_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-5,6,-5,5,-3,1,-1,0,0,0,0,0
9_11,0,0,0,0,-1,2,-4,5,-5,6,-4,3,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_12,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-5,6,-6,5,-3,2,-1,0,0,0,0,0,0,0,0
9_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-5,7,-6,5,-4,2,-1,0,0,0,0,0
9_14,0,0,0,0,0,0,0,1,-2,3,-5,6,-6,6,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9_15,0,0,0,0,0,-1,2,-4,6,-6,7,-6,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,4,-5,6,-7,6,-5,3,-1,0,0,0,0
9_17,0,0,0,0,0,0,0,0,0,0,1,-2,4,-5,6,-7,6,-4,3,-1,0,0,0,0,0,0,0,0,0,0
9_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-6,7,-7,6,-4,2,-1,0,0,0,0,0
9_19,0,0,0,0,0,0,0,0,0,1,-2,4,-6,7,-7,6,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0
9_20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-5,7,-7,6,-5,3,-1,0,0,0,0,0,0,0
9_21,0,0,0,0,0,-1,2,-4,6,-7,8,-6,5,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_22,0,0,0,0,0,0,0,0,0,0,1,-2,4,-6,7,-7,7,-5,3,-1,0,0,0,0,0,0,0,0,0,0
9_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-6,8,-8,6,-5,3,-1,0,0,0,0,0
9_24,0,0,0,0,0,0,0,0,0,1,-3,5,-7,8,-7,7,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0
9_25,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,8,-8,7,-5,3,-1,0,0,0,0,0,0,0,0
9_26,0,0,0,0,0,0,1,-3,5,-7,8,-8,7,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_27,0,0,0,0,0,0,0,0,0,1,-3,5,-7,9,-8,7,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0
9_28,0,0,0,0,0,0,0,0,0,0,0,-1,3,-5,8,-8,9,-8,5,-3,1,0,0,0,0,0,0,0,0,0
9_29,0,0,0,0,0,0,0,-1,3,-6,8,-8,9,-7,5,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9_30,0,0,0,0,0,0,0,0,-1,3,-5,8,-9,9,-8,6,-3,1,0,0,0,0,0,0,0,0,0,0,0,0
9_31,0,0,0,0,0,0,0,0,0,0,0,-1,3,-5,8,-9,10,-8,6,-4,1,0,0,0,0,0,0,0,0,0
9_32,0,0,0,0,0,0,1,-3,6,-9,10,-10,9,-6,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_33,0,0,0,0,0,0,0,0,-1,3,-6,9,-10,11,-9,7,-4,1,0,0,0,0,0,0,0,0,0,0,0,0
9_34,0,0,0,0,0,0,0,0,-1,4,-7,10,-12,12,-10,8,-4,1,0,0,0,0,0,0,0,0,0,0,0,0
9_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,3,-4,5,-3,4,-3,1,-1,0,0,0,0,0,0
9_36,0,0,0,0,-1,2,-4,6,-6,6,-5,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_37,0,0,0,0,0,0,0,0,0,1,-2,5,-7,7,-8,7,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0
9_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-8,10,-10,8,-6,3,-1,0,0,0,0,0
9_39,0,0,0,0,0,-1,3,-6,8,-9,10,-8,6,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_40,0,0,0,0,0,0,0,0,0,0,0,-1,5,-8,11,-13,13,-11,8,-4,1,0,0,0,0,0,0,0,0,0
9_41,0,0,0,0,0,0,0,1,-3,5,-7,8,-8,8,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9_42,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9_43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,2,-2,2,-1,0,0,0,0,0,0,0,0,0
9_44,0,0,0,0,0,0,0,0,0,0,0,1,-2,3,-3,3,-2,2,-1,0,0,0,0,0,0,0,0,0,0,0
9_45,0,0,0,0,0,-1,2,-3,4,-4,4,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_46,0,0,0,0,0,0,0,1,-1,1,-2,1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_47,0,0,0,0,0,0,0,0,0,0,0,-1,3,-3,5,-5,4,-4,2,0,0,0,0,0,0,0,0,0,0,0
9_48,0,0,0,0,0,0,0,-2,3,-4,6,-4,4,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-4,5,-4,3,-2,0,0,0,0,0,0,0
10_1,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,2,-2,2,-2,1,-1,1,0,0,0,0,0,0,0,0
10_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,3,-3,3,-3,2,-2,1,0,0,0,0,0
10_3,0,0,0,0,0,0,0,0,0,1,-1,2,-3,4,-4,3,-3,2,-1,1,0,0,0,0,0,0,0,0,0,0
10_4,0,0,0,0,0,0,0,0,1,-2,3,-3,4,-4,3,-3,2,-1,1,0,0,0,0,0,0,0,0,0,0,0
10_5,0,0,0,0,-1,2,-3,4,-5,5,-4,4,-2,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-4,5,-6,6,-5,3,-2,1,0,0,0,0,0,0
10_7,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-5,7,-7,6,-5,3,-2,1,0,0,0,0,0,0,0
10_8,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-3,4,-4,4,-4,3,-2,1,0,0,0,0,0,0,0,0
10_9,0,0,0,0,0,0,0,0,0,0,1,-2,3,-4,6,-6,6,-5,3,-2,1,0,0,0,0,0,0,0,0,0
10_10,0,0,0,0,0,0,-1,2,-3,5,-6,7,-7,6,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
10_11,0,0,0,0,0,0,0,0,0,0,1,-1,3,-5,6,-7,7,-6,4,-2,1,0,0,0,0,0,0,0,0,0
10_12,0,0,0,0,0,-1,2,-4,6,-7,8,-7,6,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_13,0,0,0,0,0,0,0,0,0,1,-2,5,-7,8,-9,8,-6,4,-2,1,0,0,0,0,0,0,0,0,0,0
10_14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-6,9,-9,9,-8,5,-3,1,0,0,0,0,0,0
10_15,0,0,0,0,0,0,0,-1,2,-4,6,-6,7,-6,5,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0
10_16,0,0,0,0,0,0,0,0,0,0,1,-2,4,-5,7,-8,7,-6,4,-2,1,0,0,0,0,0,0,0,0,0
10_17,0,0,0,0,0,0,0,0,-1,2,-3,5,-6,7,-6,5,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0
10_18,0,0,0,0,0,0,0,0,0,0,1,-2,4,-6,8,-9,9,-7,5,-3,1,0,0,0,0,0,0,0,0,0
10_19,0,0,0,0,0,0,0,0,0,-1,2,-3,6,-7,8,-8,7,-5,3,-1,0,0,0,0,0,0,0,0,0,0
10_20,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-4,5,-6,5,-4,3,-2,1,0,0,0,0,0,0,0
10_21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-5,7,-7,7,-6,3,-2,1,0,0,0,0,0,0
10_22,0,0,0,0,0,0,0,0,0,1,-2,4,-6,8,-8,7,-6,4,-2,1,0,0,0,0,0,0,0,0,0,0
10_23,0,0,0,0,0,-1,2,-4,7,-9,10,-9,8,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_24,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,9,-9,8,-7,4,-2,1,0,0,0,0,0,0,0
10_25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,10,-11,10,-9,6,-3,1,0,0,0,0,0,0
10_26,0,0,0,0,0,0,0,0,0,1,-3,6,-8,10,-10,9,-7,4,-2,1,0,0,0,0,0,0,0,0,0,0
10_27,0,0,0,0,0,-1,3,-6,9,-11,12,-11,9,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_28,0,0,0,0,0,0,-1,2,-4,6,-7,9,-8,7,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
10_29,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,9,-11,10,-8,6,-3,1,0,0,0,0,0,0,0,0,0
10_30,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-8,11,-11,10,-8,5,-3,1,0,0,0,0,0,0,0
10_31,0,0,0,0,0,0,0,0,-1,2,-4,7,-8,10,-9,7,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0
10_32,0,0,0,0,0,0,0,0,0,1,-3,6,-9,11,-11,11,-8,5,-3,1,0,0,0,0,0,0,0,0,0,0
10_33,0,0,0,0,0,0,0,0,-1,3,-5,8,-10,11,-10,8,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0
10_34,0,0,0,0,0,0,-1,2,-3,4,-5,6,-5,5,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
10_35,0,0,0,0,0,0,0,1,-2,4,-6,7,-8,8,-6,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,0
10_36,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-6,8,-8,8,-6,4,-3,1,0,0,0,0,0,0,0
10_37,0,0,0,0,0,0,0,0,-1,2,-4,7,-8,9,-8,7,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0
10_38,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,9,-10,9,-7,5,-3,1,0,0,0,0,0,0,0
10_39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,9,-10,10,-8,5,-3,1,0,0,0,0,0,0
10_40,0,0,0,0,0,-1,3,-6,9,-12,13,-11,10,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_41,0,0,0,0,0,0,0,0,0,0,1,-3,6,-8,11,-12,11,-9,6,-3,1,0,0,0,0,0,0,0,0,0
10_42,0,0,0,0,0,0,0,0,-1,3,-6,10,-12,14,-13,10,-7,4,-1,0,0,0,0,0,0,0,0,0,0,0
10_43,0,0,0,0,0,0,0,0,-1,3,-6,9,-11,13,-11,9,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0
10_44,0,0,0,0,0,0,0,0,0,0,1,-3,6,-9,12,-13,13,-10,7,-4,1,0,0,0,0,0,0,0,0,0
10_45,0,0,0,0,0,0,0,0,-1,4,-7,11,-14,15,-14,11,-7,4,-1,0,0,0,0,0,0,0,0,0,0,0
10_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-3,4,-5,4,-4,3,-2,1,0,0,0,0,0
10_47,0,0,0,0,-1,2,-4,5,-6,7,-5,5,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_48,0,0,0,0,0,0,0,0,-1,2,-4,6,-7,9,-7,6,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0
10_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-6,9,-10,9,-8,5,-3,1,0,0,0
10_50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-6,8,-9,8,-7,4,-2,1,0,0,0,0,0,0
10_51,0,0,0,0,0,-1,2,-5,8,-10,12,-10,9,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_52,0,0,0,0,0,0,0,0,0,-1,2,-4,7,-8,10,-9,8,-6,3,-1,0,0,0,0,0,0,0,0,0,0
10_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-9,12,-12,11,-9,5,-3,1,0,0,0,0
10_54,0,0,0,0,0,0,0,-1,2,-4,6,-7,8,-6,6,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0
10_55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,10,-10,9,-8,5,-3,1,0,0,0,0
10_56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,10,-11,10,-9,6,-3,1,0,0,0,0,0,0
10_57,0,0,0,0,0,-1,3,-7,10,-12,14,-12,10,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_58,0,0,0,0,0,0,0,0,0,1,-2,5,-8,10,-11,10,-8,6,-3,1,0,0,0,0,0,0,0,0,0,0
10_59,0,0,0,0,0,0,0,0,0,0,1,-3,6,-9,12,-12,12,-10,6,-3,1,0,0,0,0,0,0,0,0,0
10_60,0,0,0,0,0,0,0,1,-3,6,-10,13,-14,14,-11,8,-4,1,0,0,0,0,0,0,0,0,0,0,0,0
10_61,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-4,4,-5,5,-4,3,-2,1,0,0,0,0,0,0,0,0
10_62,0,0,0,0,-1,2,-4,6,-7,7,-6,6,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,9,-9,9,-7,4,-3,1,0,0,0,0
10_64,0,0,0,0,0,0,0,0,0,0,1,-2,4,-6,8,-8,8,-7,4,-2,1,0,0,0,0,0,0,0,0,0
10_65,0,0,0,0,0,-1,2,-5,8,-9,11,-10,8,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-8,11,-13,12,-10,7,-4,1,0,0,0
10_67,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-8,10,-10,10,-8,5,-3,1,0,0,0,0,0,0,0
10_68,0,0,0,0,0,0,-1,2,-4,7,-8,9,-9,8,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
10_69,0,0,0,0,0,-1,3,-7,11,-13,15,-14,11,-7,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_70,0,0,0,0,0,0,1,-3,6,-9,11,-11,10,-8,5,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10_71,0,0,0,0,0,0,0,0,-1,3,-6,10,-12,13,-12,10,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0
10_72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-8,11,-12,12,-10,7,-4,1,0,0,0,0,0,0
10_73,0,0,0,0,0,-1,3,-6,10,-13,14,-13,11,-7,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_74,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-8,11,-10,9,-8,4,-2,1,0,0,0,0,0,0,0
10_75,0,0,0,0,0,0,0,1,-3,6,-10,12,-13,14,-10,7,-4,1,0,0,0,0,0,0,0,0,0,0,0,0
10_76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,4,-6,8,-10,9,-8,6,-3,1,0,0,0,0,0,0
10_77,0,0,0,0,0,-1,3,-6,8,-10,11,-9,8,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-8,11,-11,11,-9,5,-3,1,0,0,0,0,0,0
10_79,0,0,0,0,0,0,0,0,-1,2,-5,8,-9,11,-9,8,-5,2,-1,0,0,0,0,0,0,0,0,0,0,0
10_80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-8,11,-12,11,-10,6,-3,1,0,0,0
10_81,0,0,0,0,0,0,0,0,-1,3,-7,11,-13,15,-13,11,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0
10_82,0,0,0,0,0,0,0,0,0,0,1,-3,5,-7,10,-10,10,-8,5,-3,1,0,0,0,0,0,0,0,0,0
10_83,0,0,0,0,0,-1,3,-6,10,-13,14,-13,11,-7,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_84,0,0,0,0,0,0,0,0,0,0,0,-1,3,-6,11,-13,15,-14,11,-8,4,-1,0,0,0,0,0,0,0,0
10_85,0,0,0,0,-1,3,-5,7,-9,9,-8,7,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_86,0,0,0,0,0,0,0,0,0,1,-4,8,-11,14,-14,13,-10,6,-3,1,0,0,0,0,0,0,0,0,0,0
10_87,0,0,0,0,0,0,0,0,0,1,-3,6,-10,13,-13,13,-10,7,-4,1,0,0,0,0,0,0,0,0,0,0
10_88,0,0,0,0,0,0,0,0,-1,4,-8,13,-16,17,-16,13,-8,4,-1,0,0,0,0,0,0,0,0,0,0,0
10_89,0,0,0,0,0,-1,3,-7,12,-15,17,-16,13,-9,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_90,0,0,0,0,0,0,0,0,0,1,-3,7,-10,12,-13,12,-9,6,-3,1,0,0,0,0,0,0,0,0,0,0
10_91,0,0,0,0,0,0,0,0,-1,3,-6,9,-11,13,-11,9,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0
10_92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-10,14,-15,14,-12,8,-4,1,0,0,0,0,0,0
10_93,0,0,0,0,0,0,0,-1,3,-6,9,-10,11,-10,8,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
10_94,0,0,0,0,0,0,0,0,0,0,1,-3,6,-8,11,-12,11,-9,6,-3,1,0,0,0,0,0,0,0,0,0
10_95,0,0,0,0,0,-1,3,-7,11,-14,16,-14,12,-8,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_96,0,0,0,0,0,0,0,1,-3,7,-11,14,-16,15,-12,9,-4,1,0,0,0,0,0,0,0,0,0,0,0,0
10_97,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-11,14,-14,14,-11,7,-4,1,0,0,0,0,0,0,0
10_98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-9,13,-14,12,-11,7,-3,1,0,0,0,0,0,0
10_99,0,0,0,0,0,0,0,0,-1,3,-7,10,-12,15,-12,10,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0
10_100,0,0,0,0,-1,3,-6,8,-10,11,-9,8,-5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-10,14,-14,13,-11,7,-4,1,0,0,0,0
10_102,0,0,0,0,0,0,0,0,0,1,-3,6,-9,12,-12,11,-9,6,-3,1,0,0,0,0,0,0,0,0,0,0
10_103,0,0,0,0,0,-1,3,-6,9,-12,13,-11,10,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_104,0,0,0,0,0,0,0,0,-1,3,-6,10,-12,13,-12,10,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0
10_105,0,0,0,0,0,0,0,0,0,0,1,-3,7,-11,14,-15,15,-12,8,-4,1,0,0,0,0,0,0,0,0,0
10_106,0,0,0,0,0,0,0,0,0,0,1,-3,6,-9,12,-12,12,-10,6,-3,1,0,0,0,0,0,0,0,0,0
10_107,0,0,0,0,0,0,0,0,-1,3,-7,12,-14,16,-15,12,-8,4,-1,0,0,0,0,0,0,0,0,0,0,0
10_108,0,0,0,0,0,0,0,0,0,-1,3,-5,8,-9,10,-10,8,-5,3,-1,0,0,0,0,0,0,0,0,0,0
10_109,0,0,0,0,0,0,0,0,-1,3,-7,11,-13,15,-13,11,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0
10_110,0,0,0,0,0,0,0,0,0,0,1,-3,7,-10,13,-14,13,-11,7,-3,1,0,0,0,0,0,0,0,0,0
10_111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-9,12,-13,12,-10,6,-3,1,0,0,0,0,0,0
10_112,0,0,0,0,0,0,1,-4,7,-11,14,-14,14,-10,7,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10_113,0,0,0,0,0,0,0,0,0,0,0,-1,4,-8,14,-17,19,-18,14,-10,5,-1,0,0,0,0,0,0,0,0
10_114,0,0,0,0,0,0,0,1,-4,7,-11,15,-15,15,-12,8,-4,1,0,0,0,0,0,0,0,0,0,0,0,0
10_115,0,0,0,0,0,0,0,0,-1,4,-9,14,-17,19,-17,14,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0
10_116,0,0,0,0,0,0,1,-4,8,-12,15,-16,15,-11,8,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10_117,0,0,0,0,0,-1,4,-9,13,-16,18,-16,13,-8,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
