knot_id,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
12a_13,0,0,0,0,0,0,-1,4,-10,19,-29,37,-40,39,-32,23,-13,5,-1,0,0,0,0,0,0,0,0,0,0,0
12a_14,0,0,0,0,1,-4,10,-19,29,-37,40,-38,32,-22,13,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_15,0,0,0,0,0,0,-1,4,-10,19,-29,37,-40,39,-32,23,-13,5,-1,0,0,0,0,0,0,0,0,0,0,0
12a_16,0,0,0,0,0,0,0,1,-4,9,-16,24,-29,32,-30,24,-17,10,-4,1,0,0,0,0,0,0,0,0,0,0
12a_17,0,0,0,0,0,0,0,0,0,-1,4,-9,17,-25,32,-35,34,-28,20,-12,5,-1,0,0,0,0,0,0,0,0
12a_18,0,0,0,0,0,0,0,0,1,-3,7,-12,17,-21,23,-22,19,-13,8,-4,1,0,0,0,0,0,0,0,0,0
12a_19,0,0,0,0,1,-4,9,-16,23,-28,30,-28,23,-15,9,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_20,0,0,0,0,0,0,-1,4,-9,16,-23,28,-30,29,-23,16,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0
12a_21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,8,-14,22,-28,31,-30,25,-18,11,-5,1,0,0,0,0
12a_22,0,0,0,0,0,1,-3,6,-11,16,-20,23,-22,19,-14,9,-4,1,0,0,0,0,0,0,0,0,0,0,0,0
12a_23,0,0,0,0,0,0,0,1,-3,8,-15,22,-28,30,-28,24,-16,9,-4,1,0,0,0,0,0,0,0,0,0,0
12a_24,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-12,18,-22,25,-24,20,-15,9,-4,1,0,0,0,0,0,0
12a_25,0,0,0,0,0,0,0,1,-3,7,-13,20,-26,29,-28,24,-17,11,-5,1,0,0,0,0,0,0,0,0,0,0
12a_26,0,0,-1,3,-7,12,-17,21,-22,21,-17,12,-7,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_27,0,0,0,-1,3,-7,13,-20,26,-29,29,-24,18,-11,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_28,0,0,0,0,0,0,0,0,0,0,1,-3,7,-13,20,-25,28,-26,22,-16,9,-4,1,0,0,0,0,0,0,0
12a_29,0,0,0,0,1,-4,9,-17,26,-32,35,-33,27,-19,11,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_30,0,0,0,0,0,0,-1,3,-7,14,-21,27,-30,29,-24,18,-10,4,-1,0,0,0,0,0,0,0,0,0,0,0
12a_31,0,0,0,0,0,0,0,0,0,0,1,-3,7,-12,17,-20,22,-20,16,-11,6,-3,1,0,0,0,0,0,0,0
12a_32,0,0,0,0,0,-1,3,-6,11,-16,20,-22,21,-17,13,-8,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_33,0,0,0,0,0,0,-1,3,-7,14,-21,27,-30,29,-24,18,-10,4,-1,0,0,0,0,0,0,0,0,0,0,0
12a_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-8,12,-15,17,-17,15,-11,7,-4,1,0,0,0
12a_35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,8,-14,21,-26,28,-26,22,-15,8,-4,1,0,0,0,0
12a_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-11,17,-22,25,-24,21,-16,9,-4,1,0,0,0
12a_37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-9,14,-18,21,-20,17,-13,8,-4,1,0,0,0,0
12a_38,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,4,-6,8,-9,10,-9,8,-6,4,-3,1,0,0,0,0,0
12a_39,0,0,0,0,0,-1,3,-8,15,-22,28,-29,28,-23,16,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_40,0,0,0,0,0,0,0,0,0,0,1,-4,10,-18,26,-31,34,-31,25,-17,9,-4,1,0,0,0,0,0,0,0
12a_41,0,0,-1,4,-10,17,-24,28,-29,27,-20,14,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_42,0,0,0,-1,3,-7,11,-15,19,-20,19,-15,11,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,9,-15,24,-30,32,-31,25,-18,10,-4,1,0
12a_44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,9,-17,26,-32,35,-33,27,-19,10,-4,1,0,0,0,0
12a_45,0,0,0,0,0,-1,3,-8,15,-22,27,-28,27,-21,15,-8,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_46,0,0,0,0,0,0,-1,3,-8,14,-19,24,-25,24,-19,13,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0
12a_47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,8,-15,23,-28,31,-29,24,-17,9,-4,1,0,0,0,0
12a_48,0,0,0,0,0,0,0,1,-4,11,-21,31,-39,42,-39,33,-22,12,-5,1,0,0,0,0,0,0,0,0,0,0
12a_49,0,0,0,-1,4,-11,19,-28,35,-36,35,-28,19,-10,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_50,0,0,0,0,0,-1,3,-8,13,-18,23,-23,22,-17,12,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_51,0,0,0,0,0,0,-1,3,-8,14,-21,28,-29,29,-24,17,-10,4,-1,0,0,0,0,0,0,0,0,0,0,0
12a_52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-8,12,-15,16,-16,13,-10,6,-3,1
12a_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,9,-15,22,-26,28,-26,20,-14,7,-3,1,0
12a_54,0,0,0,0,0,0,0,0,-1,3,-7,13,-19,25,-26,25,-21,15,-9,4,-1,0,0,0,0,0,0,0,0,0
12a_55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-10,17,-22,24,-24,20,-15,9,-4,1,0
12a_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-7,10,-12,13,-12,10,-8,5,-3,1,0,0
12a_57,0,0,0,0,0,0,-1,4,-9,16,-22,26,-28,26,-20,14,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0
12a_58,0,0,0,0,0,0,0,1,-4,9,-17,25,-30,33,-30,25,-17,9,-4,1,0,0,0,0,0,0,0,0,0,0
12a_59,0,0,0,0,0,0,0,0,0,0,1,-5,13,-23,33,-39,42,-38,30,-20,10,-4,1,0,0,0,0,0,0,0
12a_60,0,0,0,0,0,0,0,1,-4,11,-21,31,-39,42,-39,33,-22,12,-5,1,0,0,0,0,0,0,0,0,0,0
12a_61,0,0,0,0,0,0,0,0,0,-1,3,-7,14,-20,26,-28,27,-23,16,-9,4,-1,0,0,0,0,0,0,0,0
12a_62,0,0,0,0,0,0,0,0,-1,3,-6,11,-15,19,-20,18,-15,11,-6,3,-1,0,0,0,0,0,0,0,0,0
12a_63,0,0,0,0,0,0,0,0,0,0,1,-5,13,-23,33,-39,42,-38,30,-20,10,-4,1,0,0,0,0,0,0,0
12a_64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,9,-17,26,-32,35,-33,27,-19,10,-4,1,0,0,0,0
12a_65,0,0,0,0,0,-1,3,-8,15,-22,27,-28,27,-21,15,-8,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_66,0,0,0,0,0,0,0,0,-1,4,-11,21,-29,36,-38,35,-28,19,-10,4,-1,0,0,0,0,0,0,0,0,0
12a_67,0,0,0,0,0,-1,4,-10,19,-27,33,-35,32,-26,18,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_68,0,0,0,0,0,0,-1,4,-9,16,-22,27,-29,27,-22,15,-8,4,-1,0,0,0,0,0,0,0,0,0,0,0
12a_69,0,0,0,0,1,-4,10,-19,28,-35,38,-36,30,-20,12,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_70,0,0,-1,4,-10,19,-28,34,-37,35,-28,20,-11,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_71,0,0,0,0,0,0,0,0,0,-1,4,-9,17,-24,30,-33,31,-25,18,-10,4,-1,0,0,0,0,0,0,0,0
12a_72,0,0,0,0,0,0,0,0,-1,4,-9,17,-24,29,-31,29,-23,16,-9,4,-1,0,0,0,0,0,0,0,0,0
12a_73,0,0,0,0,0,0,0,0,0,0,1,-4,10,-18,26,-31,34,-31,25,-17,9,-4,1,0,0,0,0,0,0,0
12a_74,0,0,0,0,1,-5,12,-22,32,-38,41,-38,30,-20,11,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,8,-15,23,-29,33,-31,26,-19,11,-5,1,0,0,0,0
12a_76,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-12,17,-20,22,-20,17,-12,7,-4,1,0,0,0,0,0
12a_77,0,0,0,0,0,0,0,1,-4,10,-18,26,-33,36,-33,28,-19,11,-5,1,0,0,0,0,0,0,0,0,0,0
12a_78,0,0,-1,3,-7,12,-18,22,-23,22,-17,13,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_79,0,0,0,0,0,0,0,0,-1,4,-9,17,-24,30,-32,29,-24,17,-9,4,-1,0,0,0,0,0,0,0,0,0
12a_80,0,0,0,0,0,0,0,0,-1,4,-9,16,-22,26,-27,25,-19,13,-7,3,-1,0,0,0,0,0,0,0,0,0
12a_81,0,0,0,0,0,0,0,0,0,-1,4,-8,14,-19,23,-25,23,-18,13,-7,3,-1,0,0,0,0,0,0,0,0
12a_82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,9,-15,23,-28,30,-29,23,-16,9,-4,1,0
12a_83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,10,-17,25,-30,33,-30,24,-17,9,-4,1,0,0,0,0
12a_84,0,0,0,0,0,-1,4,-10,17,-24,30,-31,29,-23,16,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_85,0,0,-1,3,-8,13,-18,22,-22,21,-16,11,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_86,0,0,0,-1,3,-8,13,-19,25,-26,26,-21,15,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_87,0,0,0,0,0,-1,3,-8,14,-20,26,-27,26,-21,15,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_88,0,0,0,0,0,0,0,0,0,0,1,-5,14,-25,36,-44,47,-43,35,-23,12,-5,1,0,0,0,0,0,0,0
12a_89,0,0,0,-1,3,-8,14,-20,25,-26,25,-20,14,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_90,0,0,0,0,0,0,0,0,0,0,1,-4,10,-18,27,-33,36,-33,27,-19,10,-4,1,0,0,0,0,0,0,0
12a_91,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,-11,20,-27,33,-35,32,-26,17,-9,4,-1,0,0,0,0,0
12a_92,0,0,0,0,0,-1,4,-10,17,-24,29,-30,28,-21,15,-8,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-9,14,-17,18,-18,15,-11,6,-3,1
12a_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,8,-13,20,-24,26,-24,19,-14,7,-3,1,0
12a_95,0,0,0,0,0,0,0,0,0,0,0,-1,4,-9,17,-23,29,-31,28,-23,16,-9,4,-1,0,0,0,0,0,0
12a_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-8,13,-16,18,-17,14,-11,6,-3,1,0
12a_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-11,16,-18,20,-18,14,-11,6,-3,1,0,0
12a_98,0,0,0,0,0,0,0,0,0,-1,4,-9,16,-22,28,-30,28,-23,16,-9,4,-1,0,0,0,0,0,0,0,0
12a_99,0,0,0,0,0,0,0,1,-5,11,-19,27,-32,35,-31,25,-17,9,-4,1,0,0,0,0,0,0,0,0,0,0
12a_100,0,0,0,0,0,0,-1,4,-11,19,-27,34,-35,34,-27,18,-10,4,-1,0,0,0,0,0,0,0,0,0,0,0
12a_101,0,0,0,0,0,0,0,0,-1,4,-11,20,-28,35,-36,34,-27,18,-10,4,-1,0,0,0,0,0,0,0,0,0
12a_102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,12,-20,30,-36,38,-36,28,-19,10,-4,1,0
12a_103,0,0,0,0,0,0,0,0,0,0,1,-3,9,-17,25,-32,35,-33,28,-19,11,-5,1,0,0,0,0,0,0,0
12a_104,0,0,0,-1,4,-9,14,-20,24,-25,24,-18,13,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-11,16,-18,20,-19,15,-11,6,-3,1,0,0,0
12a_106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-12,18,-21,23,-21,17,-12,6,-3,1,0,0,0,0
12a_107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,12,-20,30,-36,38,-36,28,-19,10,-4,1,0
12a_108,0,0,0,0,0,0,0,0,0,0,1,-5,12,-21,30,-35,38,-34,27,-18,9,-4,1,0,0,0,0,0,0,0
12a_109,0,0,0,0,0,0,-1,3,-7,12,-17,22,-23,22,-18,13,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0
12a_110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,8,-14,21,-26,29,-27,22,-16,9,-4,1,0,0,0,0
12a_111,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,-11,20,-27,33,-35,32,-26,17,-9,4,-1,0,0,0,0,0
12a_112,0,0,0,0,0,-1,4,-9,15,-21,25,-26,24,-18,13,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_113,0,0,0,0,0,0,0,0,0,0,1,-4,11,-19,27,-33,35,-32,26,-17,9,-4,1,0,0,0,0,0,0,0
12a_114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,9,-16,24,-30,32,-30,25,-17,9,-4,1,0,0,0,0
12a_115,0,0,0,0,0,0,0,0,-1,4,-11,20,-28,35,-36,34,-27,18,-10,4,-1,0,0,0,0,0,0,0,0,0
12a_116,0,0,0,0,0,-1,3,-8,15,-21,26,-27,25,-20,14,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,9,-16,24,-30,32,-30,25,-17,9,-4,1,0,0,0,0
12a_118,0,0,0,0,0,0,-1,3,-7,12,-16,20,-21,20,-16,11,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0
12a_119,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-9,17,-22,28,-30,27,-23,15,-8,4,-1,0,0,0,0,0
12a_120,0,0,0,0,0,0,0,0,0,0,1,-5,12,-21,30,-35,38,-34,27,-18,9,-4,1,0,0,0,0,0,0,0
12a_121,0,0,0,0,0,0,-1,3,-6,11,-16,20,-22,21,-17,13,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0
12a_122,0,0,0,0,0,-1,3,-8,15,-21,26,-27,25,-20,14,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_123,0,0,0,1,-3,7,-13,18,-22,23,-21,18,-12,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_124,0,0,0,0,1,-3,7,-13,18,-22,24,-22,18,-12,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_125,0,0,0,0,0,0,0,1,-3,8,-15,22,-27,29,-27,22,-15,8,-3,1,0,0,0,0,0,0,0,0,0,0
12a_126,0,0,0,0,0,0,0,1,-4,10,-19,28,-34,37,-34,28,-19,10,-4,1,0,0,0,0,0,0,0,0,0,0
12a_127,0,0,0,0,0,0,0,0,0,0,1,-2,6,-11,17,-23,25,-24,21,-15,9,-4,1,0,0,0,0,0,0,0
12a_128,0,0,0,0,0,0,0,0,0,1,-2,5,-8,11,-14,15,-14,12,-9,6,-3,1,0,0,0,0,0,0,0,0
12a_129,0,0,0,0,0,0,0,0,0,-1,3,-7,13,-18,23,-24,23,-19,13,-7,3,-1,0,0,0,0,0,0,0,0
12a_130,0,0,0,0,0,0,0,0,-1,3,-7,13,-18,23,-24,22,-18,13,-7,3,-1,0,0,0,0,0,0,0,0,0
12a_131,0,0,0,0,0,-1,4,-10,19,-28,34,-36,34,-27,19,-10,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_132,0,0,0,0,0,0,0,1,-4,10,-19,28,-34,37,-34,28,-19,10,-4,1,0,0,0,0,0,0,0,0,0,0
12a_133,0,0,0,0,0,-1,4,-10,19,-28,34,-36,34,-27,19,-10,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_134,0,0,0,0,0,0,-1,3,-8,16,-24,32,-35,34,-29,21,-12,5,-1,0,0,0,0,0,0,0,0,0,0,0
12a_135,0,0,0,0,0,-1,3,-7,13,-19,25,-27,26,-22,16,-10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_136,0,0,0,0,0,-1,4,-10,19,-27,33,-35,32,-26,18,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_137,0,0,0,0,0,-1,4,-9,17,-25,31,-34,32,-26,19,-11,5,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_138,0,0,0,0,0,0,0,0,0,-1,4,-9,17,-25,32,-35,34,-28,20,-12,5,-1,0,0,0,0,0,0,0,0
12a_139,0,0,0,0,0,0,0,1,-4,10,-19,29,-37,41,-39,33,-23,14,-6,1,0,0,0,0,0,0,0,0,0,0
12a_140,0,0,0,0,0,0,0,0,-1,4,-9,16,-22,27,-28,26,-21,14,-8,4,-1,0,0,0,0,0,0,0,0,0
12a_141,0,0,0,0,0,0,0,0,-1,4,-8,14,-20,24,-25,23,-18,13,-7,3,-1,0,0,0,0,0,0,0,0,0
12a_142,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-8,15,-21,27,-29,27,-23,16,-9,4,-1,0,0,0,0,0
12a_143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-6,9,-11,12,-12,10,-8,5,-3,1
12a_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,8,-13,19,-22,24,-22,17,-12,6,-3,1,0
12a_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,8,-13,21,-26,28,-27,22,-16,9,-4,1,0
12a_146,0,-1,2,-4,5,-6,7,-7,7,-5,5,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_147,0,0,-1,2,-5,8,-12,16,-16,16,-13,10,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_148,0,0,-1,3,-8,14,-20,24,-25,24,-18,13,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_149,0,0,0,0,0,0,0,0,0,0,1,-4,9,-16,24,-29,32,-29,24,-17,9,-4,1,0,0,0,0,0,0,0
12a_150,0,0,0,-1,2,-6,11,-17,23,-24,25,-21,15,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_151,0,0,0,0,0,0,0,0,0,0,0,-1,4,-8,14,-18,22,-23,20,-16,11,-6,3,-1,0,0,0,0,0,0
12a_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-10,14,-16,17,-15,12,-9,5,-3,1,0,0
12a_153,0,0,0,-1,2,-5,8,-11,15,-16,16,-13,10,-6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,11,-20,30,-36,39,-36,29,-20,10,-4,1,0,0,0,0
12a_155,0,0,0,0,0,0,0,0,0,-1,4,-8,15,-21,25,-27,25,-20,14,-7,3,-1,0,0,0,0,0,0,0,0
12a_156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-12,18,-20,22,-20,16,-12,6,-3,1,0,0
12a_157,0,0,0,0,0,0,0,0,-1,4,-10,18,-24,29,-30,27,-21,14,-7,3,-1,0,0,0,0,0,0,0,0,0
12a_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-9,14,-16,18,-17,14,-11,6,-3,1,0,0,0
12a_159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,9,-14,20,-23,25,-22,17,-12,6,-3,1,0,0,0,0
12a_160,0,0,-1,3,-6,9,-13,15,-15,14,-10,8,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_161,0,0,0,-1,3,-7,12,-18,22,-23,23,-18,13,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_162,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,11,-20,30,-36,39,-36,29,-20,10,-4,1,0,0,0,0
12a_163,0,0,0,0,0,0,0,0,0,0,0,-1,4,-10,20,-28,35,-37,34,-28,19,-10,4,-1,0,0,0,0,0,0
12a_164,0,0,0,0,0,0,0,0,0,0,1,-4,9,-16,22,-25,28,-24,19,-13,6,-3,1,0,0,0,0,0,0,0
12a_165,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-9,12,-14,16,-14,12,-9,5,-3,1,0,0,0,0,0,0
12a_166,0,0,0,0,0,0,0,0,0,0,1,-4,9,-16,22,-25,28,-24,19,-13,6,-3,1,0,0,0,0,0,0,0
12a_167,0,0,-1,4,-9,15,-21,23,-24,22,-15,11,-5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_168,0,0,0,-1,3,-6,9,-12,14,-15,14,-10,8,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_169,0,0,0,0,-1,2,-3,4,-5,6,-6,6,-5,5,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_170,0,0,0,0,0,0,0,0,0,0,1,-3,8,-14,21,-26,28,-27,22,-15,9,-4,1,0,0,0,0,0,0,0
12a_171,0,0,0,0,0,0,0,0,-1,4,-9,17,-24,29,-31,29,-23,16,-9,4,-1,0,0,0,0,0,0,0,0,0
12a_172,0,0,0,1,-3,6,-11,15,-18,20,-18,15,-11,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_173,0,0,0,0,0,0,0,1,-3,7,-13,19,-24,27,-25,21,-15,9,-4,1,0,0,0,0,0,0,0,0,0,0
12a_174,0,0,0,0,0,-1,3,-7,13,-19,24,-26,25,-20,15,-9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_175,0,0,0,0,1,-4,9,-16,23,-27,29,-27,21,-14,8,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_176,0,0,0,0,0,0,1,-3,7,-12,16,-19,20,-18,15,-10,6,-3,1,0,0,0,0,0,0,0,0,0,0,0
12a_177,0,0,0,0,1,-3,7,-14,20,-25,28,-25,21,-15,8,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_178,0,0,0,0,0,0,1,-3,7,-12,17,-20,21,-20,16,-11,7,-3,1,0,0,0,0,0,0,0,0,0,0,0
12a_179,0,0,0,0,0,0,0,0,0,-1,3,-6,11,-15,19,-21,20,-16,12,-7,3,-1,0,0,0,0,0,0,0,0
12a_180,0,0,0,0,0,0,0,0,-1,4,-9,16,-22,26,-27,25,-19,13,-7,3,-1,0,0,0,0,0,0,0,0,0
12a_181,0,0,0,0,0,0,0,1,-3,8,-14,20,-25,26,-24,20,-13,7,-3,1,0,0,0,0,0,0,0,0,0,0
12a_182,0,0,0,0,0,-1,3,-8,15,-21,26,-27,25,-20,14,-7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_183,0,0,0,0,0,0,0,1,-2,5,-9,13,-17,19,-18,15,-11,7,-3,1,0,0,0,0,0,0,0,0,0,0
12a_184,0,0,0,0,0,0,0,1,-4,10,-19,28,-35,39,-36,30,-21,12,-5,1,0,0,0,0,0,0,0,0,0,0
12a_185,0,0,0,0,0,0,0,0,0,-1,4,-10,19,-28,36,-39,38,-31,22,-13,5,-1,0,0,0,0,0,0,0,0
12a_186,0,0,-1,3,-8,15,-22,28,-30,29,-24,17,-10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_187,0,0,0,-1,3,-8,15,-22,29,-32,31,-26,19,-11,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_188,0,0,0,0,0,0,-1,3,-8,16,-24,32,-35,34,-29,21,-12,5,-1,0,0,0,0,0,0,0,0,0,0,0
12a_189,0,0,0,0,0,0,-1,4,-10,18,-26,33,-35,34,-28,19,-11,5,-1,0,0,0,0,0,0,0,0,0,0,0
12a_190,0,0,-1,4,-10,18,-26,32,-34,32,-26,18,-10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_191,0,0,0,0,1,-5,12,-22,32,-39,42,-39,32,-21,12,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_192,0,0,0,-1,3,-7,13,-19,25,-28,27,-23,17,-10,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_193,0,0,0,1,-3,6,-10,13,-15,16,-14,11,-8,5,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_194,0,0,0,0,1,-3,7,-13,19,-24,26,-24,20,-14,8,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_195,0,0,0,1,-3,7,-13,18,-21,22,-20,16,-11,6,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_196,0,0,0,0,1,-3,7,-12,16,-19,20,-18,14,-9,5,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_197,0,0,0,0,0,1,-2,4,-6,7,-9,10,-9,8,-6,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,0
12a_198,0,0,0,0,0,0,0,1,-3,8,-15,23,-30,33,-32,27,-19,12,-5,1,0,0,0,0,0,0,0,0,0,0
12a_199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,9,-17,27,-35,39,-38,32,-23,14,-6,1,0,0,0,0
12a_200,0,0,0,0,1,-4,10,-18,26,-32,34,-32,26,-17,10,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12a_201,0,0,0,0,0,1,-3,7,-12,17,-22,24,-23,20,-14,9,-4,1,0,0,0,0,0,0,0,0,0,0,0,0
12a_202,0,0,0,0,0,0,-1,5,-12,22,-32,39,-42,40,-32,22,-12,5,-1,0,0,0,0,0,0,0,0,0,0,0
12a_203,0,0,0,0,0,-1,4,-9,16,-22,27,-29,26,-21,15,-8,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
12a_204,0,0,0,0,0,0,-1,4,-8,14,-20,25,-27,25,-21,15,-8,4,-1,0,0,0,0,0,0,0,0,0,0,0
12a_205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-10,15,-19,21,-21,18,-13,8,-4,1,0,0,0
12a_206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-8,12,-15,16,-15,13,-9,5,-3,1,0,0,0,0
