Name,Fibered,Crossing Number,Unknotting Number,Genus-3D,Crosscap Number,Bridge Index,Braid Index,Braid Length,Signature,Thurston-Bennequin Number,Arc Index,Stick Number,Tunnel Number,Jones (vector),Genus-4D,Genus-4D (Top.),Determinant,Rasmussen s,Ozsvath-Szabo tau,Arf Invariant,Turaev Genus,Clasp Number,L-space,Epsilon,Quasialternating,Almost Alternating,Adequate,Unknotting Number-Algebraic,Ropelength
11n_101,N,11,1,2,4,3,5,12,2,[-8][-3],11,[9;10],2,{-6; 3; -1; 2; -4; 6; -6; 7; -5; 4; -3; 1},1,1,39,-2,-1,0,1,,No,-1,,Y,,1,86.168467
11n_102,Y,11,[1;2],2,2,3,5,12,2,[-9][-1],10,[9;10],1,{-8; 1; 1; -1; 1; -1; -1; 1; -1; 2; -1; 1},1,1,3,-2,-1,1,1,,No,-1,,Y,,1,82.393866
11n_103,Y,11,2,3,[2;4],3,4,13,4,[-12][1],11,[9;11],2,{-9; 0; -2; 5; -8; 10; -11; 11; -8; 6; -3; 1},2,2,65,-4,-2,0,1,,No,-1,,Y,,2,90.46558
11n_104,Y,11,3,4,2,3,4,11,-6,[3][-13],10,[9;10],1,{1; 10; 1; -1; 2; -1; 1; 0; -1; 0; -1; 1},3,3,3,6,3,1,1,,No,1,,Y,,3,83.999092
11n_105,Y,11,2,3,[2;5],3,4,11,-4,[3][-14],11,[9;11],2,{2; 11; 2; -4; 8; -10; 12; -12; 9; -7; 4; -1},2,2,69,4,2,1,1,,No,1,,Y,,2,89.872326
11n_106,Y,11,2,3,3,3,4,11,2,[-6][-4],10,[9;10],2,{-4; 4; -2; 3; -3; 5; -4; 4; -3; 2; -1},1,1,27,-2,-1,1,1,,No,-1,,Y,,1,85.046127
11n_107,Y,11,2,4,3,3,4,11,-4,[0][-10],10,[9;10],2,{-1; 7; -1; 2; -2; 4; -3; 3; -3; 2; -1},2,2,21,4,2,1,1,,No,1,N,Y,,2,85.169824
11n_108,Y,11,2,3,[2;5],3,4,11,4,[-14][3],11,[9;11],2,{-11; -2; -1; 3; -7; 10; -12; 13; -11; 9; -5; 2},2,2,73,-4,-2,0,1,,No,-1,,Y,,2,89.945624
11n_109,Y,11,2,3,4,3,4,11,4,[-14][3],11,[9;11],2,{-11; -2; -1; 2; -5; 8; -9; 10; -9; 7; -4; 2},2,2,57,-4,-2,0,1,,No,-1,,Y,,2,89.084462
11n_110,Y,11,1,3,4,3,4,11,0,[-3][-7],10,[9;10],2,{-2; 6; 2; -4; 6; -7; 7; -6; 5; -3; 1},1,1,41,0,0,0,1,,No,0,,Y,,1,85.941428
11n_111,Y,11,1,3,3,3,4,11,-2,[-1][-9],10,[9;10],1,{-2; 7; 1; -1; 1; 0; -1; 2; -2; 2; -2; 1},1,1,7,2,1,0,1,,No,1,,Y,,1,83.01035
11n_112,Y,11,[1;2],3,4,3,4,11,-2,[-1][-10],11,[9;10],,{-1; 8; 1; -3; 6; -8; 10; -9; 8; -6; 3; -1},1,1,55,2,1,0,1,,No,1,,Y,,1,88.191359
11n_113,Y,11,2,2,3,3,5,12,2,[-12][1],11,[9;10],,{-10; -1; -1; 2; -4; 5; -5; 6; -5; 4; -2; 1},1,1,35,-2,-1,1,1,,No,-1,,Y,,2,86.448085
11n_114,N,11,1,2,4,3,5,12,0,[-5][-6],11,[9;10],2,{-4; 5; 1; -3; 6; -8; 9; -9; 8; -5; 3; -1},1,1,53,0,0,1,1,,No,0,,Y,,1,87.041783
11n_115,Y,11,[1;2],3,[2;5],3,5,12,0,[-6][-5],11,[9;11],,{-5; 4; -1; 4; -7; 11; -13; 13; -12; 9; -5; 2},1,1,77,0,0,1,1,,No,0,,Y,,1,89.908655
11n_116,Y,11,[1;2],2,3,3,5,12,0,[-7][-3],10,[9;10],2,{-6; 3; 1; -1; 1; -1; 0; 0; 0; 1; -1; 1},0,0,1,0,0,0,1,,No,0,,Y,,1,81.487368
11n_117,N,11,2,2,3,3,5,12,-2,[-3][-7],10,[9;10],,{-3; 5; 1; -2; 4; -5; 6; -6; 5; -4; 2},1,1,35,2,1,1,1,,No,1,,Y,,2,85.26986
11n_118,Y,11,2,3,3,3,4,11,-4,[3][-12],9,[9;10],,{2; 9; 2; -2; 3; -4; 4; -3; 2; -1},2,2,21,4,2,1,[1;2],,No,1,,,,2,79.849472
11n_119,Y,11,[1;2],3,[2;5],3,4,11,0,[-7][-4],11,[9;11],,{-6; 3; 1; -3; 6; -9; 11; -12; 11; -8; 6; -2},1,1,69,0,0,1,1,,No,0,,Y,,1,91.055761
11n_120,Y,11,[1;2],4,4,3,4,11,-2,[-3][-8],11,[9;10],2,{-3; 6; 1; -3; 5; -6; 8; -8; 7; -5; 3; -1},1,1,47,2,1,0,1,,No,1,,Y,,1,88.320559
11n_121,Y,11,2,3,4,3,4,12,4,[-12][1],11,[9;10],,{-9; 0; -1; 2; -5; 7; -7; 8; -6; 5; -3; 1},2,2,45,-4,-2,1,1,,No,-1,,Y,,2,86.26135
11n_122,N,11,[1;2],2,3,3,4,11,2,[-11][1],10,[9;10],2,{-9; -1; 1; -2; 3; -4; 4; -5; 4; -2; 2},1,1,27,-2,-1,1,1,,No,-1,,Y,,1,84.155025
11n_123,N,11,1,2,4,3,5,12,0,[-7][-4],11,[9;10],,{-6; 3; 1; -3; 6; -8; 9; -10; 9; -6; 4; -1},1,1,57,0,0,0,1,,No,0,,Y,,1,88.376211
11n_124,Y,11,1,3,4,3,5,12,-2,[-3][-8],11,[9;10],2,{-3; 6; 1; -3; 6; -8; 10; -10; 9; -7; 4; -1},1,1,59,2,1,1,1,,No,1,,Y,,1,88.519487
11n_125,Y,11,1,3,[2;5],3,4,11,-2,[-1][-10],11,[9;10],,{-1; 8; 1; -3; 7; -9; 11; -11; 9; -7; 4; -1},1,1,63,2,1,0,1,,No,1,,Y,,1,88.36146
11n_126,N,11,3,3,4,3,4,13,-6,[5][-15],10,[9;11],2,{3; 11; 1; -2; 4; -3; 5; -5; 3; -3; 1},3,3,27,6,3,1,1,,No,1,,Y,,3,85.779121
11n_127,Y,11,2,3,[2;4],3,4,11,2,[-11][0],11,[9;11],,{-9; 0; 1; -3; 5; -8; 9; -9; 9; -6; 4; -1},1,1,55,-2,-1,0,1,,No,-1,,Y,,2,87.80068
11n_128,Y,11,[1;2],3,4,3,4,11,-2,[-4][-7],11,[9;10],2,{-4; 5; -1; 3; -4; 6; -7; 7; -6; 5; -3; 1},1,1,43,2,1,1,1,,No,1,,Y,,1,87.994282
11n_129,Y,11,[1;2],3,3,3,4,11,2,[-10][-1],11,[9;11],2,{-8; 1; -1; 2; -4; 6; -7; 8; -6; 5; -3; 1},1,1,43,-2,-1,1,1,,No,-1,,Y,,1,86.60321
11n_130,Y,11,1,3,4,3,4,11,0,[-7][-4],11,[9;10],2,{-6; 3; 1; -3; 5; -7; 9; -9; 8; -6; 4; -1},1,1,53,0,0,1,1,,No,0,,Y,,1,87.883337
11n_131,Y,11,1,3,[2;5],3,4,12,2,[-9][-2],11,[9;10],2,{-7; 2; 1; -4; 7; -10; 12; -11; 10; -7; 4; -1},1,1,67,-2,-1,1,1,,No,-1,,Y,,1,87.877291
11n_132,N,11,2,2,3,3,4,11,0,[-8][-2],10,[9;10],2,{-7; 1; -1; 2; -3; 4; -4; 4; -3; 3; -1},0,0,25,0,0,0,1,,No,0,,Y,,2,83.463995
11n_133,Y,11,3,4,4,3,4,11,-4,[0][-10],10,[9;10],2,{-1; 7; -1; 3; -3; 4; -4; 4; -3; 2; -1},2,2,25,4,2,0,1,,No,1,,Y,,3,86.94005
11n_134,N,11,1,2,4,3,4,11,2,[-11][1],10,[9;10],2,{-9; -1; 1; -3; 5; -7; 8; -8; 7; -5; 3},1,1,47,-2,-1,0,1,,No,-1,,Y,,1,85.246473
11n_135,Y,11,2,3,2,3,4,11,-4,[1][-11],10,[9;10],1,{0; 9; 1; -1; 2; -1; 1; -1; 0; 0; -1; 1},2,2,5,4,2,1,1,,No,1,,Y,,2,83.051366
11n_136,N,11,3,3,[2;4],3,4,13,-6,[5][-16],11,[9;12],,{3; 12; 1; -2; 6; -8; 10; -11; 10; -8; 5; -2},3,3,63,6,3,0,1,,No,1,,Y,,3,90.308437
11n_137,Y,11,[2;3],3,4,3,4,13,4,[-12][1],11,[9;11],2,{-9; 0; -2; 4; -7; 9; -9; 10; -7; 5; -3; 1},2,2,57,-4,-2,0,1,,No,-1,,Y,,2,89.55249
11n_138,N,11,[1;2],2,3,3,4,11,-2,[-5][-5],10,[9;10],2,{-5; 3; 1; -1; 2; -3; 2; -2; 2; -1; 1},1,1,15,0,0,0,1,,No,0,,Y,,1,84.740783
11n_139,N,11,2,1,3,3,5,12,0,[-1][-9],10,[9;10],2,{0; 8; 1; 0; 1; -1; 1; -2; 1; -1; 1},0,0,9,0,0,0,1,,No,0,N,Y,,1,80.218405
11n_140,N,11,2,2,4,3,5,14,2,[-10][-1],11,[9;10],2,{-8; 1; -2; 3; -5; 8; -8; 9; -7; 5; -3; 1},1,1,51,-2,-1,1,1,,No,-1,,Y,,2,88.523139
11n_141,N,11,[2;3],1,3,3,5,14,0,[-7][-3],10,[9;10],2,{-6; 2; 1; -1; 2; -3; 3; -4; 3; -2; 2},1,1,21,0,0,1,1,,No,0,,Y,,1,83.260716
11n_142,Y,11,[1;2],2,4,3,5,12,0,[-7][-3],10,[9;11],,{-6; 2; 1; -2; 4; -5; 5; -6; 5; -3; 2},1,1,33,0,0,0,1,,No,0,,Y,,1,85.760025
11n_143,Y,11,1,3,3,3,4,11,0,[-3][-7],10,[9;10],1,{-3; 6; 1; -1; 0; 1; -1; 2; -2; 2; -2; 1},1,1,9,0,0,0,1,,No,0,,Y,,1,84.467092
11n_144,Y,11,2,3,[2;4],3,4,11,-4,[3][-14],11,[9;11],,{2; 11; 2; -4; 8; -10; 11; -11; 9; -6; 3; -1},2,2,65,4,2,0,1,,No,1,,Y,,2,89.90071
11n_145,Y,11,1,3,3,3,4,11,0,[-4][-6],10,[9;10],1,{-4; 5; -1; 1; 0; 0; 2; -2; 2; -2; 2; -1},1,1,9,0,0,0,1,,No,0,,Y,,1,83.881997
11n_146,Y,11,2,3,[2;5],3,4,11,-2,[0][-11],11,[9;10],,{0; 9; -1; 4; -7; 10; -10; 11; -9; 6; -4; 1},1,1,63,2,1,0,1,,No,1,,Y,,2,88.893951
11n_147,Y,11,2,4,4,3,4,11,-4,[0][-10],10,[9;10],2,{-1; 7; -1; 3; -4; 6; -6; 6; -5; 4; -2},2,2,37,4,2,1,1,,No,1,,Y,,2,87.054191
11n_148,Y,11,3,4,[2;5],3,4,11,-2,[-3][-8],11,[9;11],2,{-3; 6; 1; -4; 7; -10; 13; -12; 12; -9; 5; -2},1,1,75,2,1,1,1,,No,1,,Y,,3,93.66944
11n_149,Y,11,2,4,4,3,4,11,-4,[0][-11],11,[9;10],,{-1; 8; -1; 3; -3; 5; -5; 5; -5; 3; -2; 1},2,2,33,4,2,0,1,,No,1,,Y,,2,85.941637
11n_150,N,11,2,3,[2;4],3,5,12,-2,[-2][-9],11,[9;11],,{-2; 7; -1; 4; -7; 11; -12; 13; -12; 8; -5; 2},1,1,75,2,1,1,1,,No,1,,Y,,2,89.967187
11n_151,N,11,1,2,4,3,4,13,-2,[-1][-10],11,[9;11],2,{-2; 8; 1; -1; 1; 1; -3; 4; -5; 5; -4; 3; -1},1,1,23,2,1,0,1,,No,1,,Y,,1,89.067258
11n_152,N,11,1,3,4,3,4,11,-2,[-1][-10],11,[9;10],,{-2; 8; 1; -1; 1; 1; -3; 4; -5; 5; -4; 3; -1},1,1,23,2,1,0,1,,No,1,,Y,,1,90.016767
11n_153,Y,11,1,4,[2;4],3,4,11,0,[-6][-5],11,[9;10],,{-5; 4; -1; 3; -5; 8; -9; 10; -9; 6; -4; 2},1,1,57,0,0,0,1,,No,0,,Y,,1,90.124906
11n_154,Y,11,1,3,[2;5],3,4,11,-2,[-1][-10],11,[9;10],2,{-1; 8; 2; -5; 9; -12; 14; -13; 11; -8; 4; -1},1,1,79,2,1,0,1,,No,1,,Y,,1,90.845094
11n_155,N,11,2,3,4,3,5,12,-2,[-4][-7],11,[9;11],,{-4; 5; -1; 3; -4; 7; -8; 8; -8; 6; -4; 2},1,1,51,2,1,1,1,,No,1,,Y,,2,90.351324
11n_156,Y,11,1,3,[2;5],3,4,11,0,[-4][-7],11,[9;10],,{-3; 6; -2; 6; -9; 12; -13; 13; -10; 7; -4; 1},1,1,77,0,0,1,1,,No,0,,Y,,1,91.057363
11n_157,Y,11,2,3,[2;4],3,4,11,0,[-7][-4],11,[9;10],2,{-6; 3; 1; -4; 7; -9; 11; -11; 10; -7; 4; -1},1,1,65,0,0,0,1,,No,0,,Y,,2,89.092171
11n_158,Y,11,2,4,4,3,4,11,-4,[0][-11],11,[9;10],,{-1; 8; -1; 3; -4; 7; -7; 7; -7; 5; -3; 1},2,2,45,4,2,1,1,,No,1,,Y,,2,88.724839
11n_159,Y,11,1,3,[2;4],3,4,11,2,[-11][0],11,[9;10],2,{-9; 0; 1; -4; 7; -10; 12; -12; 11; -8; 5; -1},1,1,71,-2,-1,0,1,,No,-1,,Y,,1,89.231061
11n_160,Y,11,[1;2],3,[2;4],3,4,11,-2,[-1][-10],11,[9;10],2,{-1; 8; 2; -5; 8; -10; 12; -11; 9; -6; 3; -1},1,1,67,2,1,1,1,,No,1,,Y,,1,89.468537
11n_161,N,11,[1;2],3,[2;4],3,5,14,-2,[-2][-9],11,[9;10],,{-2; 7; -1; 3; -5; 9; -10; 11; -10; 7; -5; 2},1,1,63,2,1,0,1,,No,1,,Y,,1,89.43692
11n_162,N,11,2,2,4,3,5,14,-2,[1][-12],11,[9;11],2,{1; 10; 2; -4; 7; -8; 9; -9; 7; -5; 3; -1},1,1,55,2,1,0,1,,No,1,,Y,,2,90.505719
11n_163,Y,11,2,3,[2;5],3,4,13,-2,[-2][-9],11,[9;11],,{-2; 7; -1; 5; -9; 13; -15; 16; -14; 10; -6; 2},1,1,91,2,1,1,1,,No,1,,Y,,2,90.25329
11n_164,Y,11,2,3,4,3,4,13,-4,[1][-11],10,[9;10],2,{0; 8; 1; -3; 6; -6; 8; -8; 6; -5; 2},2,2,45,4,2,1,1,,No,1,,Y,,2,87.290442
11n_165,Y,11,2,3,[2;5],3,5,12,0,[-5][-6],11,[9;10],2,{-4; 5; 2; -6; 10; -13; 15; -14; 12; -8; 4; -1},1,1,85,0,0,1,1,,No,0,,Y,,2,90.744267
11n_166,Y,11,[1;2],4,[2;4],3,4,11,-2,[-3][-8],11,[9;10],2,{-3; 6; 1; -3; 6; -8; 10; -10; 9; -7; 4; -1},1,1,59,2,1,1,1,,No,1,,Y,,1,89.195402
11n_167,Y,11,2,3,[2;4],3,4,11,-2,[-1][-10],11,[9;11],2,{-1; 8; 1; -4; 7; -9; 12; -10; 9; -7; 3; -1},1,1,63,2,1,0,1,,No,1,,Y,,2,88.053227
11n_168,Y,11,2,3,[2;4],3,5,12,-2,[-3][-8],11,[9;11],,{-3; 6; 1; -4; 7; -10; 13; -12; 12; -9; 5; -2},1,1,75,2,1,1,1,,No,1,,Y,,2,90.765811
11n_169,N,11,[3;4],3,3,3,4,13,-6,[5][-16],11,[9;10],,{3; 12; 1; -2; 4; -4; 6; -6; 5; -4; 2; -1},3,3,35,6,3,1,1,,No,1,,Y,,3,85.059468
11n_170,N,11,2,2,4,3,5,14,2,[-10][-1],11,[9;10],,{-8; 1; -2; 4; -7; 10; -10; 11; -9; 6; -3; 1},1,1,63,-2,-1,0,1,,No,-1,,Y,,2,89.215536
11n_171,N,11,[2;3],2,[2;4],3,5,14,-4,[3][-14],11,[9;10],,{2; 11; 1; -3; 7; -9; 11; -11; 10; -7; 4; -2},2,2,65,4,2,0,1,,No,1,,Y,,2,88.912185
11n_172,Y,11,[1;2],3,4,3,4,11,0,[-8][-3],11,[9;10],2,{-7; 2; -1; 3; -5; 7; -8; 8; -7; 6; -3; 1},0,0,49,0,0,0,1,,No,0,,Y,,1,88.461413
11n_173,Y,11,[2;3],4,4,3,4,11,-4,[0][-10],10,[9;10],,{-1; 7; -1; 3; -5; 7; -7; 8; -6; 5; -3},2,2,45,4,2,1,1,,No,1,,Y,,2,88.204309
11n_174,N,11,2,3,[2;5],3,4,11,-4,[3][-14],11,[9;10],2,{2; 11; 3; -7; 12; -15; 17; -16; 13; -9; 4; -1},2,2,97,4,2,0,1,,No,1,,Y,,2,91.378485
11n_175,N,11,2,3,4,3,5,14,-4,[1][-12],11,[9;11],2,{0; 9; 1; -3; 6; -8; 11; -11; 10; -8; 5; -2},2,2,65,4,2,0,1,,No,1,,Y,,2,90.272835
11n_176,Y,11,1,3,[2;4],3,4,11,2,[-11][0],11,[9;10],2,{-9; 0; 1; -3; 6; -9; 10; -11; 10; -7; 5; -1},1,1,63,-2,-1,0,1,,No,-1,,Y,,1,88.520978
11n_177,Y,11,[1;2],4,[2;5],3,4,11,-2,[-3][-8],11,[9;10],2,{-3; 6; 1; -4; 8; -11; 14; -14; 13; -10; 6; -2},1,1,83,2,1,1,1,,No,1,,Y,,1,91.90962
11n_178,N,11,2,3,[2;5],3,4,11,-2,[0][-11],11,[9;10],,{0; 9; -2; 7; -11; 15; -16; 16; -13; 9; -5; 1},1,1,95,2,1,0,1,,No,1,,Y,,2,91.039689
11n_179,Y,11,[1;2],3,[2;4],3,4,13,0,[-5][-6],11,[9;11],,{-4; 5; 1; -4; 8; -11; 13; -13; 12; -8; 5; -2},1,1,77,0,0,1,1,,No,0,,Y,,1,89.198363
11n_180,N,11,[3;4],3,4,3,4,13,-6,[5][-16],11,[9;11],,{3; 12; 1; -2; 5; -7; 9; -9; 9; -7; 4; -2},3,3,55,6,3,0,1,,No,1,,Y,,3,89.323093
11n_181,N,11,[2;3],2,3,3,5,14,-4,[3][-14],11,[9;10],,{2; 11; 1; -2; 4; -6; 8; -7; 7; -5; 3; -2},2,2,45,4,2,1,1,,No,1,,Y,,2,87.890128
11n_182,Y,11,[1;2],4,[2;5],3,4,11,0,[-5][-6],11,[9;11],,{-4; 5; 3; -7; 11; -15; 16; -15; 13; -8; 4; -1},1,1,93,0,0,1,1,,No,0,,Y,,1,92.195209
11n_183,Y,11,3,3,3,3,4,11,-4,[5][-15],10,[9;11],2,{3; 12; 1; 0; -1; 3; -3; 4; -4; 3; -3; 1},3,2,21,6,3,1,1,,No,1,,Y,,2,86.871662
11n_184,N,11,1,3,[2;5],3,4,11,-2,[0][-11],11,[9;10],2,{0; 9; -2; 7; -10; 14; -15; 14; -12; 8; -4; 1},1,1,87,2,1,0,1,,No,1,,Y,,1,91.34595
11n_185,N,11,2,3,[2;5],3,4,11,-4,[3][-14],11,[9;11],2,{2; 11; 3; -7; 13; -16; 18; -18; 14; -10; 5; -1},2,2,105,4,2,0,1,,No,1,,Y,,2,92.595647
12a_1,Y,12,1,4,5,3,5,,0,[-8][-6],14,,2,{-7; 5; -1; 4; -9; 17; -25; 31; -34; 32; -26; 19; -10; 4; -1},1,1,213,0,0,1,0,,No,0,Y,N,Y,1,107.17451
12a_2,Y,12,1,4,4,3,5,,-2,[-5][-9],14,,2,{-5; 7; 1; -3; 7; -13; 19; -24; 27; -25; 22; -16; 9; -4; 1},1,1,171,2,1,1,0,,No,1,Y,N,Y,1,105.82171
12a_3,N,12,2,3,5,3,6,,0,[-7][-7],14,,1,{-6; 6; 1; -3; 7; -13; 19; -24; 27; -25; 21; -15; 9; -4; 1},0,0,169,0,0,0,0,,No,0,Y,N,Y,2,107.51164
12a_4,Y,12,2,4,6,3,5,,0,[-7][-7],14,,2,{-6; 6; 1; -4; 10; -18; 27; -33; 35; -33; 27; -18; 10; -4; 1},1,1,221,0,0,1,0,,No,0,Y,N,Y,1,110.04769
12a_5,N,12,2,3,6,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -3; 8; -15; 23; -29; 32; -30; 25; -18; 10; -4; 1},1,1,199,2,1,0,0,,No,1,Y,N,Y,1,106.30156
12a_6,Y,12,1,4,5,3,5,,-2,[-4][-10],14,,2,{-4; 8; -1; 4; -9; 17; -24; 30; -32; 30; -25; 17; -9; 4; -1},1,1,203,2,1,1,0,,No,1,Y,N,Y,1,107.37657
12a_7,Y,12,2,4,6,3,5,,2,[-11][-3],14,,2,{-9; 3; 1; -4; 10; -19; 29; -37; 40; -38; 32; -22; 13; -5; 1},1,1,251,-2,-1,1,0,,No,-1,Y,N,Y,1,107.46051
12a_8,Y,12,1,4,5,3,5,,0,[-7][-7],14,,2,{-6; 6; 1; -4; 9; -16; 23; -27; 29; -26; 21; -14; 7; -3; 1},1,1,181,0,0,1,0,,No,0,Y,N,Y,1,108.94524
12a_9,N,12,2,3,4,3,6,,-2,[-5][-9],14,,1,{-5; 7; 1; -3; 6; -10; 14; -16; 18; -17; 14; -10; 6; -3; 1},1,1,119,2,1,0,0,,No,1,Y,N,Y,2,106.27815
12a_10,N,12,2,3,6,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -3; 8; -15; 23; -30; 33; -31; 27; -19; 11; -5; 1},1,1,207,2,1,0,0,,No,1,Y,N,Y,2,106.99421
12a_11,Y,12,2,4,5,3,5,,4,[-14][0],14,,2,{-11; 1; -1; 3; -7; 13; -19; 24; -26; 24; -20; 15; -8; 4; -1},2,2,165,-4,-2,1,0,,No,-1,Y,N,Y,2,105.65835
12a_12,N,12,2,3,5,3,6,,2,[-12][-2],14,,1,{-10; 2; -1; 3; -7; 13; -19; 24; -26; 25; -21; 15; -8; 4; -1},1,1,167,-2,-1,0,0,,No,-1,Y,N,Y,1,106.86368
12a_13,Y,12,2,4,5,3,5,,0,[-8][-6],14,,2,{-7; 5; -1; 4; -10; 19; -29; 37; -40; 39; -32; 23; -13; 5; -1},1,1,253,0,0,1,0,,No,0,Y,N,Y,1,111.0108
12a_14,Y,12,2,4,6,3,5,,2,[-11][-3],14,,2,{-9; 3; 1; -4; 10; -19; 29; -37; 40; -38; 32; -22; 13; -5; 1},1,1,251,-2,-1,1,0,,No,-1,Y,N,Y,1,107.44013
12a_15,Y,12,2,4,5,3,5,,0,[-8][-6],14,,2,{-7; 5; -1; 4; -10; 19; -29; 37; -40; 39; -32; 23; -13; 5; -1},1,1,253,0,0,1,0,,No,0,Y,N,Y,1,107.26349
12a_16,Y,12,2,4,5,3,5,,0,[-7][-7],14,,1,{-6; 6; 1; -4; 9; -16; 24; -29; 32; -30; 24; -17; 10; -4; 1},1,1,201,0,0,0,0,,No,0,Y,N,Y,1,107.85385
12a_17,Y,12,2,4,5,3,5,,-2,[-4][-10],14,,1,{-4; 8; -1; 4; -9; 17; -25; 32; -35; 34; -28; 20; -12; 5; -1},1,1,223,2,1,0,0,,No,1,Y,N,Y,1,106.86001
12a_18,Y,12,2,4,4,3,5,,-2,[-5][-9],14,,1,{-5; 7; 1; -3; 7; -12; 17; -21; 23; -22; 19; -13; 8; -4; 1},1,1,151,2,1,0,0,,No,1,Y,N,Y,1,106.92779
12a_19,Y,12,1,4,5,3,5,,2,[-11][-3],14,,1,{-9; 3; 1; -4; 9; -16; 23; -28; 30; -28; 23; -15; 9; -4; 1},1,1,191,-2,-1,0,0,,No,-1,Y,N,Y,1,106.93868
12a_20,Y,12,1,4,5,3,5,,0,[-8][-6],14,,1,{-7; 5; -1; 4; -9; 16; -23; 28; -30; 29; -23; 16; -9; 4; -1},1,1,193,0,0,0,0,,No,0,Y,N,Y,1,107.43357
12a_21,N,12,2,3,6,3,5,,-4,[1][-15],14,,1,{0; 12; 1; -3; 8; -14; 22; -28; 31; -30; 25; -18; 11; -5; 1},2,2,197,4,2,1,0,,No,1,Y,N,Y,2,108.08538
12a_22,N,12,1,3,4,3,6,,0,[-9][-5],14,,1,{-8; 4; 1; -3; 6; -11; 16; -20; 23; -22; 19; -14; 9; -4; 1},1,1,149,0,0,1,0,,No,0,Y,N,Y,1,110.86432
12a_23,N,12,2,3,5,3,6,,0,[-7][-7],14,,2,{-6; 6; 1; -3; 8; -15; 22; -28; 30; -28; 24; -16; 9; -4; 1},1,1,189,0,0,1,0,,No,0,Y,N,Y,1,105.92565
12a_24,Y,12,2,4,4,3,5,,-4,[-1][-13],14,,1,{-2; 10; 1; -3; 7; -12; 18; -22; 25; -24; 20; -15; 9; -4; 1},2,2,161,4,2,0,0,,No,1,Y,N,Y,2,109.42288
12a_25,N,12,1,3,6,3,6,,0,[-7][-7],14,,1,{-6; 6; 1; -3; 7; -13; 20; -26; 29; -28; 24; -17; 11; -5; 1},1,1,185,0,0,0,0,,No,0,Y,N,Y,1,107.93284
12a_26,Y,12,2,4,5,3,5,,4,[-14][0],14,,1,{-11; 1; -1; 3; -7; 12; -17; 21; -22; 21; -17; 12; -7; 4; -1},2,2,145,-4,-2,0,0,,No,-1,Y,N,Y,2,107.0821
12a_27,N,12,1,3,5,3,6,,2,[-12][-2],14,,1,{-10; 2; -1; 3; -7; 13; -20; 26; -29; 29; -24; 18; -11; 5; -1},1,1,187,-2,-1,1,0,,No,-1,Y,N,Y,1,107.12274
12a_28,N,12,1,3,6,3,6,,-2,[-3][-11],14,,1,{-3; 9; 1; -3; 7; -13; 20; -25; 28; -26; 22; -16; 9; -4; 1},1,1,175,2,1,0,0,,No,1,Y,N,Y,1,107.14154
12a_29,Y,12,2,4,6,4,5,,2,[-11][-3],14,,2,{-9; 3; 1; -4; 9; -17; 26; -32; 35; -33; 27; -19; 11; -4; 1},1,1,219,-2,-1,1,0,,No,-1,Y,N,Y,2,107.61776
12a_30,Y,12,2,4,5,4,5,,0,[-8][-6],14,,2,{-7; 5; -1; 3; -7; 14; -21; 27; -30; 29; -24; 18; -10; 4; -1},1,1,189,0,0,1,0,,No,0,Y,N,Y,2,106.50496
12a_31,N,12,1,3,4,3,6,,-2,[-3][-11],14,,1,{-3; 9; 1; -3; 7; -12; 17; -20; 22; -20; 16; -11; 6; -3; 1},1,1,139,2,1,1,0,,No,1,Y,N,Y,1,105.38169
12a_32,N,12,2,3,5,3,6,,2,[-10][-4],14,,1,{-8; 4; -1; 3; -6; 11; -16; 20; -22; 21; -17; 13; -8; 4; -1},1,1,143,-2,-1,0,0,,No,-1,Y,N,Y,2,105.84731
12a_33,Y,12,2,4,5,4,5,,0,[-8][-6],14,,2,{-7; 5; -1; 3; -7; 14; -21; 27; -30; 29; -24; 18; -10; 4; -1},1,1,189,0,0,1,0,,No,0,Y,N,Y,2,108.42741
12a_34,N,12,3,4,4,3,4,,-6,[3][-17],14,,1,{1; 13; 1; -2; 5; -8; 12; -15; 17; -17; 15; -11; 7; -4; 1},3,3,115,6,3,1,0,,No,1,Y,N,Y,3,105.14705
12a_35,N,12,[2;3],3,5,3,5,,-4,[1][-15],14,,1,{0; 12; 1; -3; 8; -14; 21; -26; 28; -26; 22; -15; 8; -4; 1},2,2,177,4,2,0,0,,No,1,Y,N,Y,2,107.09567
12a_36,N,12,3,4,4,4,5,,-6,[3][-17],14,,2,{1; 13; 1; -2; 6; -11; 17; -22; 25; -24; 21; -16; 9; -4; 1},3,3,159,6,3,0,0,,No,1,Y,N,Y,3,107.09295
12a_37,N,12,[2;3],3,5,3,5,,-4,[1][-15],14,,1,{0; 12; 1; -2; 5; -9; 14; -18; 21; -20; 17; -13; 8; -4; 1},2,2,133,4,2,1,0,,No,1,Y,N,Y,2,107.29519
12a_38,N,12,2,2,4,2,6,,-2,[-1][-13],14,,1,{-1; 11; 1; -2; 4; -6; 8; -9; 10; -9; 8; -6; 4; -3; 1},1,1,71,2,1,0,0,,No,1,Y,N,Y,1,105.914
