Name,Fibered,Crossing Number,Unknotting Number,Genus-3D,Crosscap Number,Bridge Index,Braid Index,Braid Length,Signature,Thurston-Bennequin Number,Arc Index,Stick Number,Tunnel Number,Jones (vector),Genus-4D,Genus-4D (Top.),Determinant,Rasmussen s,Ozsvath-Szabo tau,Arf Invariant,Turaev Genus,Clasp Number,L-space,Epsilon,Quasialternating,Almost Alternating,Adequate,Unknotting Number-Algebraic,Ropelength
12n_162,Y,12,[1;2],3,4,3,5,,0,[-4][-8],12,[9;11],1,{-3; 7; -1; 3; -5; 8; -9; 10; -9; 7; -5; 3; -1},1,1,61,0,0,1,1,,No,0,,,,1,98.9616
12n_163,Y,12,3,4,4,3,5,,-6,[3][-15],12,[9;12],1,{1; 11; 1; -2; 4; -5; 7; -7; 7; -6; 4; -3; 1},3,3,47,6,3,0,1,,No,1,,,,3,101.172
12n_164,Y,12,2,3,[2;4],3,5,,0,[-4][-8],12,,1,{-3; 7; -2; 5; -8; 12; -13; 14; -12; 9; -6; 3; -1},1,1,85,0,0,1,1,,No,0,,,,2,101.53214
12n_165,Y,12,1,3,[2;4],3,5,,-2,[-1][-11],12,[9;12],1,{-1; 9; 1; -3; 6; -8; 11; -11; 10; -8; 5; -3; 1},1,1,67,2,1,1,1,,No,1,,,,1,98.64842
12n_166,N,12,4,4,3,3,4,,-8,[7][-19],12,,1,{4; 14; 1; -1; 3; -4; 6; -6; 6; -6; 4; -3; 1},4,4,41,8,4,0,1,,No,1,,,,4,94.62063
12n_167,N,12,[1;3],3,[2;4],3,4,,2,[-8][-4],12,,1,{-6; 4; -2; 4; -7; 10; -10; 11; -9; 7; -4; 2; -1},1,1,67,-2,-1,1,1,,No,-1,,,,1,99.22782
12n_168,Y,12,2,3,3,3,4,,-4,[3][-15],12,[9;11],1,{2; 12; 1; -1; 3; -4; 6; -6; 5; -5; 3; -2; 1},2,2,37,4,2,1,1,,No,1,,,,2,94.20152
12n_169,N,12,[3;4],3,3,3,5,,-6,[5][-17],12,,1,{3; 13; 1; -2; 4; -5; 8; -8; 8; -7; 4; -3; 1},3,3,51,6,3,1,1,,No,1,,,,3,95.2668
12n_170,N,12,[1;2],2,4,3,5,,0,[-6][-6],12,[9;12],1,{-5; 5; -2; 4; -7; 11; -12; 14; -12; 9; -6; 3; -1},0,0,81,0,0,0,1,,No,0,,,,1,98.54677
12n_171,N,12,2,2,3,3,5,,-2,[1][-13],12,[9;11],1,{1; 11; 1; -2; 4; -4; 6; -6; 5; -5; 3; -2; 1},1,1,39,2,1,0,1,,No,1,,,,2,94.36919
12n_172,Y,12,3,4,4,3,5,,-6,[3][-14],11,[9;11],1,{1; 10; 1; -2; 3; -3; 4; -3; 3; -2; 1; -1},3,3,23,6,3,0,1,,No,1,,,,3,93.93012
12n_173,Y,12,2,4,[2;5],3,5,,-2,[-4][-8],12,,2,{-4; 6; -1; 4; -8; 14; -18; 20; -20; 17; -12; 7; -2},1,1,123,2,1,1,1,,No,1,,,,2,101.22619
12n_174,Y,12,2,4,[2;5],3,5,,0,[-5][-7],12,,2,{-4; 6; 3; -9; 16; -23; 27; -27; 25; -18; 11; -5; 1},1,1,165,0,0,1,1,,No,0,,,,2,100.82174
12n_175,Y,12,2,4,[2;4],3,5,,-2,[0][-12],12,[9;12],2,{-1; 10; -1; 3; -3; 4; -2; 0; 1; -3; 4; -4; 3; -1},2,1,3,4,2,1,1,,No,1,,,,1,102.08303
12n_176,N,12,[1;2],2,[2;4],3,5,,-2,[1][-12],11,[9;11],2,{1; 10; 3; -5; 8; -10; 10; -10; 8; -5; 3; -1},1,1,63,2,1,0,1,,No,1,,,,1,96.65199
12n_177,N,12,3,3,[2;4],3,5,,-6,[5][-17],12,[9;12],2,{3; 13; 1; -2; 6; -9; 12; -13; 13; -11; 7; -4; 1},3,3,79,6,3,0,1,,No,1,,,,3,97.37291
12n_178,Y,12,[1;2],3,[2;5],3,5,,0,[-6][-6],12,,2,{-5; 5; -2; 5; -9; 14; -16; 17; -15; 12; -7; 3; -1},1,1,101,0,0,1,1,,No,0,,,,1,97.9689
12n_179,Y,12,2,3,4,3,5,,-4,[1][-13],12,,2,{0; 11; 1; -2; 4; -4; 4; -3; 2; 0; -2; 2; -2; 1},2,2,13,4,2,1,1,,No,1,,,,2,98.13614
12n_180,N,12,[1;2],3,[2;5],3,4,,0,[-7][-5],12,[9;11],2,{-6; 4; 1; -4; 8; -12; 15; -16; 16; -12; 8; -4; 1},1,1,97,0,0,0,1,,No,0,,,,1,101.82379
12n_181,N,12,[1;2],3,[2;4],3,4,,-2,[-4][-8],12,[9;11],2,{-4; 6; -1; 3; -6; 10; -12; 14; -13; 11; -8; 4; -1},1,1,83,2,1,1,1,,No,1,,,,1,96.84666
12n_182,Y,12,[1;2],4,[2;4],3,5,,-2,[-4][-8],12,[9;12],2,{-4; 6; -1; 3; -6; 9; -10; 12; -11; 9; -6; 3; -1},1,1,71,2,1,0,1,,No,1,,,,1,98.09301
12n_183,Y,12,2,3,[2;5],3,5,,-4,[3][-15],12,,2,{2; 12; 2; -5; 10; -14; 18; -18; 16; -13; 8; -4; 1},2,2,109,4,2,1,1,,No,1,,,,2,99.81232
12n_184,Y,12,[1;2],3,[2;4],3,5,,2,[-8][-4],12,,2,{-7; 4; -1; 1; 0; -2; 5; -6; 8; -8; 7; -5; 3; -1},1,1,43,-2,-1,1,1,,No,-1,,,,1,99.87515
12n_185,Y,12,3,4,4,3,4,,-6,[3][-15],12,[9;12],2,{1; 11; 1; -2; 5; -6; 8; -9; 8; -7; 5; -3; 1},3,3,55,6,3,0,1,,No,1,,,,3,97.52952
12n_186,Y,12,[2;3],4,[2;4],3,4,,4,[-12][0],12,,2,{-9; 1; -2; 5; -9; 12; -14; 15; -12; 10; -6; 3; -1},2,2,89,-4,-2,0,1,,No,-1,,,,2,98.69297
12n_187,Y,12,4,4,4,3,4,,-6,[7][-19],12,[9;12],2,{4; 15; 1; 0; 0; 3; -5; 7; -9; 8; -7; 5; -3; 1},4,3,47,8,4,0,1,,No,1,,,,3,99.48324
12n_188,Y,12,2,4,4,3,4,,-4,[0][-12],12,[9;10],2,{-1; 9; -1; 3; -5; 8; -9; 11; -10; 8; -6; 3; -1},2,2,65,4,2,0,1,,No,1,,,,2,96.11136
12n_189,Y,12,[1;2],4,[2;4],3,4,,-2,[-3][-9],12,[9;11],2,{-3; 7; 1; -3; 6; -9; 12; -13; 13; -10; 7; -4; 1},1,1,79,2,1,0,1,,No,1,,,,1,99.59304
12n_190,Y,12,[2;3],4,4,3,3,,4,[-14][2],12,[9;11],2,{-11; -1; -1; 2; -5; 8; -10; 11; -10; 9; -5; 3; -1},2,2,65,-4,-2,0,1,,No,-1,,,,2,97.09574
12n_191,Y,12,3,4,[2;4],3,3,,-6,[5][-17],12,,2,{3; 13; 2; -3; 7; -10; 12; -13; 12; -10; 6; -3; 1},3,3,79,6,3,0,1,,No,1,,,,3,97.21542
12n_192,Y,12,[1;3],4,4,3,4,,2,[-10][-2],12,,2,{-8; 3; -1; 2; -4; 5; -5; 5; -3; 2; 1; -1; 1; -1},1,1,23,-2,-1,0,1,,No,-1,,,,1,98.05559
12n_193,N,12,[2;3],3,3,3,4,,2,[-12][0],12,[9;12],2,{-10; 0; -1; 2; -5; 7; -8; 10; -9; 8; -5; 3; -1},1,1,59,-2,-1,1,1,,No,-1,,,,1,96.96541
12n_194,N,12,2,3,[2;4],3,4,,-4,[3][-15],12,[9;12],2,{2; 12; 2; -4; 8; -11; 14; -14; 12; -10; 6; -3; 1},2,2,85,4,2,1,1,,No,1,,,,2,98.22601
12n_195,N,12,[1;2],3,3,3,5,,2,[-8][-4],12,,2,{-7; 4; -1; 1; -1; 0; 2; -2; 4; -4; 4; -3; 2; -1},1,1,19,-2,-1,1,1,,No,-1,,,,1,99.63839
12n_196,N,12,[2;3],3,3,3,5,,-4,[-1][-10],11,[9;11],2,{-2; 7; 1; -2; 4; -5; 6; -6; 5; -4; 3; -1},2,2,37,4,2,1,1,,No,1,,,,2,91.42801
12n_197,N,12,[1;2],3,[2;5],3,5,,-2,[-2][-10],12,,2,{-2; 8; -1; 4; -8; 13; -16; 18; -17; 14; -9; 5; -2},1,1,107,2,1,1,1,,No,1,,,,1,98.45354
12n_198,Y,12,1,3,4,3,5,,-2,[-5][-6],11,[9;11],1,{-5; 4; 1; -2; 3; -4; 4; -4; 4; -2; 2; -1},1,1,27,0,0,1,1,,No,0,,,,1,94.33321
12n_199,Y,12,2,3,3,3,4,,2,[-12][1],11,[9;11],1,{-10; -3; -1; 1; -2; 2; -1; 2; -1; 1},2,1,11,-4,-2,1,1,,No,-1,,,,1,90.23825
12n_200,N,12,2,2,3,3,5,,0,[-10][-1],11,[9;11],1,{-9; -4; -1; 1; -2; 2; -1; 2},1,1,9,-2,-1,0,1,,No,-1,,,,1 or 2,91.16085
12n_201,N,12,2,3,[2;4],3,5,,-4,[1][-13],12,[9;12],2,{0; 10; 1; -3; 7; -11; 16; -17; 17; -15; 10; -6; 2},2,2,105,4,2,0,1,,No,1,,,,2,99.67667
12n_202,N,12,[2;3],3,[2;5],3,5,,2,[-10][-2],12,,2,{-8; 2; -3; 7; -13; 19; -21; 23; -20; 15; -9; 4; -1},1,1,135,-2,-1,0,1,,No,-1,,,,2,100.29294
12n_203,N,12,[3;4],3,4,3,5,,-6,[5][-17],12,,2,{3; 14; 1; -2; 4; -4; 5; -3; 2; -1; -2; 2; -2; 1},3,3,15,6,3,0,1,,No,1,,,,3,103.36765
12n_204,Y,12,[2;3],3,[2;5],3,5,,-4,[1][-13],12,[9;12],,{0; 10; 1; -4; 8; -11; 15; -15; 15; -12; 7; -4; 1},2,2,93,4,2,1,1,,No,1,,,,2,97.95922
12n_205,Y,12,2,4,[2;4],3,5,,-4,[-1][-11],12,,2,{-2; 8; 1; -3; 6; -9; 12; -12; 12; -10; 7; -4; 1},2,2,77,4,2,1,1,,No,1,,,,2,100.74638
12n_206,Y,12,2,4,[2;4],3,5,,2,[-8][-4],12,,2,{-6; 4; -2; 6; -11; 16; -18; 19; -17; 13; -8; 4; -1},1,1,115,-2,-1,1,1,,No,-1,,,,2,99.21888
12n_207,Y,12,3,4,[2;4],3,5,,-4,[3][-15],12,,,{1; 12; 1; -1; 1; 1; -3; 6; -7; 7; -7; 5; -3; 1},3,2,37,6,3,1,1,,No,1,,,,2,99.98199
12n_208,N,12,[2;3],3,[2;4],3,4,,2,[-12][0],12,,2,{-10; 0; -1; 3; -7; 11; -15; 17; -16; 15; -10; 6; -2},1,1,103,-2,-1,0,1,,No,-1,,,,1,102.20527
12n_209,N,12,2,3,[2;5],3,4,,-4,[3][-15],12,,2,{2; 12; 3; -7; 14; -19; 22; -23; 20; -15; 9; -4; 1},2,2,137,4,2,0,1,,No,1,,,,2,102.28471
12n_210,N,12,[1;2],3,4,3,5,,0,[-8][-4],12,,2,{-7; 4; -1; 2; -3; 3; -2; 1; 1; -1; 3; -3; 2; -1},1,1,1,0,0,0,1,,No,0,,,,1,100.13094
12n_211,Y,12,2,3,4,3,5,,-2,[-4][-7],11,,,{-4; 5; -1; 3; -4; 7; -8; 8; -8; 6; -4; 2},1,1,51,2,1,1,1,,No,1,,,,2,94.35974
12n_212,N,12,[2;3],3,[2;4],3,4,,2,[-12][0],12,[9;12],2,{-10; 0; -1; 3; -7; 11; -15; 17; -16; 15; -10; 6; -2},1,1,103,-2,-1,0,1,,No,-1,,,,1,101.98367
12n_213,N,12,2,3,[2;5],3,4,,-4,[3][-15],12,,2,{2; 12; 3; -7; 14; -19; 22; -23; 20; -15; 9; -4; 1},2,2,137,4,2,0,1,,No,1,,,,2,101.09957
12n_214,N,12,[1;2],3,4,3,5,,0,[-8][-4],12,,2,{-7; 4; -1; 2; -3; 3; -2; 1; 1; -1; 3; -3; 2; -1},0,0,1,0,0,0,1,,No,0,,,,1,99.81942
12n_215,N,12,2,3,3,3,5,,-4,[1][-13],12,,2,{0; 10; 1; -2; 5; -7; 9; -10; 10; -8; 5; -3; 1},2,2,61,4,2,1,1,,No,1,,,,2,97.10849
12n_216,N,12,[1;3],3,[2;4],3,5,,2,[-10][-2],12,[9;11],2,{-8; 2; -2; 4; -7; 11; -13; 14; -12; 10; -6; 3; -1},1,1,83,-2,-1,1,1,,No,-1,,,,1,98.51596
12n_217,N,12,3,3,3,3,5,,-4,[5][-17],12,[9;12],2,{3; 14; 1; -1; 2; -1; 1; 0; -1; 2; -3; 2; -2; 1},3,2,5,6,3,1,1,,No,1,,,,2,101.18382
12n_218,Y,12,1,3,4,3,5,,0,[-8][-3],11,[9;11],1,{-7; 2; -1; 2; -3; 4; -4; 5; -4; 3; -2; 1},1,1,29,-2,-1,1,1,,No,-1,,,,1,94.7648
12n_219,Y,12,2,4,[2;4],4,5,,-2,[-4][-8],12,[10;12],2,{-4; 6; -1; 3; -6; 11; -14; 16; -16; 14; -10; 6; -2},1,1,99,2,1,1,1,,No,1,,,,2,101.4657
12n_220,Y,12,3,4,4,4,5,,-4,[3][-15],12,,2,{1; 12; 1; -1; 2; -1; -1; 3; -4; 5; -5; 4; -3; 1},3,2,21,6,3,1,1,,No,1,,,,2,97.71253
12n_221,N,12,2,3,4,4,5,,0,[-4][-8],12,,2,{-4; 7; -1; 2; -2; 2; 0; -1; 2; -3; 4; -3; 2; -1},1,1,9,0,0,0,1,,No,0,,,,2,99.32407
12n_222,N,12,2,3,[2;5],4,5,,-4,[3][-15],12,,2,{2; 12; 3; -7; 13; -18; 21; -21; 19; -14; 8; -4; 1},2,2,129,4,2,0,1,,No,1,,,,2,100.68492
12n_223,N,12,2,3,[2;5],4,5,,-2,[-1][-11],12,,2,{-1; 9; 2; -5; 10; -15; 18; -18; 17; -13; 8; -4; 1},1,1,111,2,1,0,1,,No,1,,,,2,99.06589
12n_224,N,12,2,3,[2;4],4,5,,0,[-8][-4],12,,2,{-7; 3; -1; 3; -6; 10; -12; 13; -13; 11; -7; 4; -1},1,1,81,0,0,0,1,,No,0,,,,2,100.46029
12n_225,N,12,2,2,4,4,5,,-2,[-1][-11],12,[10;13],2,{-2; 9; 1; -1; 1; 1; -4; 6; -7; 8; -7; 5; -3; 1},1,1,39,2,1,0,1,,No,1,,,,2,99.669
12n_226,Y,12,2,4,[2;4],3,5,,-4,[-1][-11],12,,2,{-2; 8; 1; -3; 6; -9; 12; -12; 12; -10; 7; -4; 1},2,2,77,4,2,1,1,,No,1,,,,2,98.87445
12n_227,Y,12,2,4,[2;4],3,5,,2,[-8][-4],12,,2,{-6; 4; -2; 6; -11; 16; -18; 19; -17; 13; -8; 4; -1},1,1,115,-2,-1,1,1,,No,-1,,,,2,99.51202
12n_228,Y,12,3,4,[2;4],3,5,,-4,[3][-15],12,,,{1; 12; 1; -1; 1; 1; -3; 6; -7; 7; -7; 5; -3; 1},3,2,37,6,3,1,1,,No,1,,,,2,101.78929
12n_229,Y,12,3,4,4,4,5,,-6,[3][-14],11,,2,{1; 10; 1; -2; 5; -7; 8; -8; 8; -6; 4; -2},3,3,51,6,3,1,1,,No,1,,,,3,103.47473
12n_230,Y,12,[1;2],3,3,3,6,,-2,[-3][-9],12,,,{-3; 8; 1; -2; 4; -5; 5; -4; 3; -1; -1; 2; -2; 1},1,1,19,2,1,1,1,,No,1,,,,1,99.81701
12n_231,N,12,1,3,[2;4],3,5,,2,[-11][-1],12,,2,{-9; 2; 1; -3; 5; -7; 7; -6; 5; -2; 0; 2; -2; 1},1,1,31,-2,-1,0,1,,No,-1,,,,1,100.49842
12n_232,N,12,1,2,[2;4],3,5,,2,[-11][-1],12,,2,{-9; 2; 1; -3; 5; -7; 7; -6; 5; -2; 0; 2; -2; 1},1,1,31,-2,-1,0,1,,No,-1,,,,1,101.9316
12n_233,Y,12,[2;3],4,2,3,3,,4,[-14][2],12,,1,{-11; -1; -1; 1; -2; 3; -4; 5; -4; 4; -2; 2; -1},2,2,29,-4,-2,1,1,,No,-1,,,,2,93.70383
12n_234,Y,12,3,4,3,3,3,,-6,[5][-17],12,[9;12],1,{3; 13; 2; -2; 4; -5; 6; -7; 6; -5; 3; -2; 1},3,3,43,6,3,1,1,,No,1,,,,3,96.65829
12n_235,Y,12,[2;3],4,2,3,3,,4,[-10][-2],12,[9;11],1,{-7; 3; -1; 1; -1; 1; -1; 2; -1; 2; -1; 1; -1},2,2,13,-4,-2,1,1,,No,-1,,,,2,90.54328
12n_236,N,12,[2;3],3,3,3,4,,2,[-12][0],12,[9;12],1,{-10; 0; -1; 1; -3; 5; -6; 8; -7; 7; -5; 3; -1},1,1,47,-2,-1,0,1,,No,-1,,,,1,95.28374
12n_237,N,12,2,3,4,3,4,,-4,[3][-15],12,[9;12],1,{2; 12; 2; -4; 8; -10; 12; -12; 10; -8; 4; -2; 1},2,2,73,4,2,0,1,,No,1,,,,2,98.28582
12n_238,N,12,[1;2],3,3,3,4,,2,[-8][-4],12,[9;11],1,{-6; 4; -1; 1; -2; 4; -4; 5; -4; 4; -3; 2; -1},1,1,31,-2,-1,0,1,,No,-1,,,,1,92.94514
12n_239,N,12,[2;3],3,4,3,4,,2,[-12][0],12,,1,{-10; 0; -1; 2; -4; 5; -6; 7; -6; 6; -3; 2; -1},2,1,43,-2,-1,1,1,,No,-1,,,,1,97.39513
12n_240,N,12,2,3,[2;4],3,4,,-4,[3][-15],12,[9;12],1,{2; 12; 2; -3; 7; -10; 12; -13; 11; -9; 6; -3; 1},2,2,77,4,2,1,1,,No,1,,,,2,99.61449
12n_241,N,12,[1;2],3,4,3,4,,2,[-8][-4],12,[9;12],1,{-6; 4; -1; 3; -6; 8; -9; 10; -8; 7; -4; 2; -1},1,1,59,-2,-1,1,1,,No,-1,,,,1,96.88195
12n_242,Y,12,5,5,2,3,3,,-8,[9][-18],9,[9;10],1,{5; 13; 1; 0; 1; 0; 0; 0; -1; 1; -1},5,4,1,10,5,0,1,,Yes,1,,,,4,83.71441
12n_243,N,12,4,4,3,3,4,,-8,[7][-17],10,[9;11],1,{4; 12; 1; -1; 2; -1; 1; 0; 0; 0; -1},4,4,5,8,4,1,1,,No,1,,,,4,89.93231
12n_244,N,12,4,4,4,3,4,,-8,[7][-18],11,[9;12],1,{4; 13; 1; -1; 3; -3; 4; -4; 3; -3; 2; -1},4,4,25,8,4,0,1,,No,1,,,,4,94.45879
12n_245,N,12,[3;4],3,3,3,5,,-6,[5][-16],11,[9;11],,{3; 12; 1; -2; 4; -5; 7; -6; 6; -5; 2; -1},3,3,39,6,3,0,1,,No,1,,,,3,94.91828
12n_246,N,12,[1;2],2,[2;4],3,5,,0,[-6][-6],12,[9;12],,{-5; 5; -1; 2; -5; 9; -10; 12; -11; 9; -6; 3; -1},1,1,69,0,0,1,1,,No,0,,,,1,96.21221
12n_247,N,12,2,2,3,3,5,,-2,[1][-13],12,[9;11],,{1; 11; 1; -2; 5; -6; 8; -8; 7; -7; 4; -2; 1},1,1,51,2,1,1,1,,No,1,,,,2,96.88187
12n_248,N,12,[2;3],2,3,3,5,,0,[-10][-2],12,,1,{-9; 1; -1; 1; -2; 3; -3; 4; -3; 3; -2; 2; -1},1,1,25,0,0,0,1,,No,0,,,,2,94.6871
12n_249,N,12,1,2,3,3,5,,-2,[1][-13],12,[9;12],1,{1; 11; 2; -3; 5; -6; 7; -7; 6; -5; 3; -2; 1},1,1,47,2,1,0,1,,No,1,,,,1,97.7769
12n_250,N,12,1,2,3,3,5,,0,[-6][-6],12,[9;11],1,{-5; 5; -1; 2; -3; 5; -6; 7; -6; 5; -3; 2; -1},1,1,41,0,0,0,1,,No,0,,,,1,95.53207
12n_251,N,12,3,3,3,3,5,,-6,[5][-16],11,,1,{3; 12; 1; -1; 2; -2; 3; -3; 3; -2; 1; -1},3,3,19,6,3,1,1,,No,1,,,,3,91.82417
12n_252,N,12,1,3,[2;4],3,5,,0,[-8][-4],12,[9;12],2,{-7; 3; -1; 3; -7; 11; -13; 15; -14; 12; -8; 4; -1},1,1,89,0,0,0,1,,No,0,,,,1,100.20612
12n_253,N,12,[2;3],3,[2;4],3,4,,2,[-10][0],10,[9;10],2,{-8; 0; -2; 4; -7; 9; -9; 10; -7; 5; -2},1,1,55,-2,-1,0,2,,No,-1,,,,2,93.31899
12n_254,N,12,2,3,[2;4],3,4,,-4,[3][-13],10,[9;11],2,{2; 10; 3; -5; 9; -11; 11; -11; 8; -5; 2},2,2,65,4,2,0,2,,No,1,,,,2,92.467
12n_255,N,12,1,3,[2;5],3,5,,-2,[-1][-11],12,,2,{-1; 9; 2; -6; 12; -17; 21; -21; 19; -15; 9; -4; 1},1,1,127,2,1,0,1,,No,1,,,,1,98.95283
12n_256,N,12,2,3,[2;4],3,5,,0,[-4][-8],12,,2,{-4; 7; -1; 2; -2; 1; 2; -3; 5; -6; 6; -5; 3; -1},0,0,25,0,0,0,1,,No,0,,,,2,100.41332
12n_257,N,12,2,3,3,3,4,,0,[-7][-4],11,[9;11],2,{-6; 4; 1; -3; 4; -5; 5; -4; 4; -1; 0; 1; -1},0,0,25,0,0,0,1,,No,0,,,,2,95.36028
12n_258,N,12,[1;2],2,3,3,5,,-2,[-5][-6],11,[9;11],,{-5; 5; 1; -2; 3; -4; 3; -2; 2; 0; 0; 1; -1},1,1,15,0,0,0,1,,No,0,,,,1,93.91269
12n_259,N,12,[3;4],3,[2;5],3,4,,-6,[5][-17],12,[9;12],2,{3; 13; 1; -3; 8; -11; 15; -16; 15; -13; 8; -4; 1},3,3,95,6,3,0,1,,No,1,,,,3,99.01783
12n_260,N,12,[2;3],2,3,3,5,,0,[-10][-1],11,,,{-9; -1; -1; 1; -3; 4; -3; 4; -2; 2; -1},1,1,21,-2,-1,1,1,,No,-1,,,,1 or 2,98.25919
12n_261,Y,12,2,4,4,4,5,,-4,[-1][-11],12,,2,{-2; 8; 1; -2; 5; -8; 10; -11; 11; -9; 7; -4; 1},2,2,69,4,2,1,1,,No,1,,,,2,101.50127
12n_262,N,12,1,3,[2;4],3,5,,0,[-8][-4],12,,2,{-7; 3; -1; 3; -7; 11; -13; 15; -14; 12; -8; 4; -1},1,1,89,0,0,0,1,,No,0,,,,1,99.01698
12n_263,N,12,1,3,[2;5],3,5,,-2,[-1][-11],12,,2,{-1; 9; 2; -6; 12; -17; 21; -21; 19; -15; 9; -4; 1},1,1,127,2,1,0,1,,No,1,,,,1,99.50809
12n_264,N,12,2,3,[2;4],3,5,,0,[-4][-8],12,,2,{-4; 7; -1; 2; -2; 1; 2; -3; 5; -6; 6; -5; 3; -1},1,1,25,0,0,0,1,,No,0,,,,2,103.37004
12n_265,N,12,[1;2],3,[2;4],3,5,,-2,[-5][-6],11,[9;11],2,{-5; 4; 1; -3; 6; -9; 10; -10; 10; -7; 5; -2},1,1,63,0,0,0,1,,No,0,,,,1,98.07186
12n_266,N,12,2,3,[2;4],3,5,,0,[-4][-8],12,,2,{-3; 7; -1; 5; -9; 14; -17; 17; -16; 13; -8; 4; -1},1,1,105,0,0,0,1,,No,0,,,,2,102.40489
12n_267,N,12,2,3,[2;5],3,5,,-2,[-1][-11],12,,2,{-2; 9; 1; -1; 0; 3; -7; 10; -11; 12; -10; 7; -4; 1},1,1,63,2,1,0,1,,No,1,,,,2,100.9953
12n_268,N,12,2,2,4,3,6,,0,[-7][-5],12,,2,{-6; 5; 1; -2; 3; -4; 3; -2; 2; 1; -2; 2; -2; 1},0,0,9,0,0,0,1,,No,0,,,,2,100.67221
12n_269,Y,12,2,3,[2;5],3,5,,0,[-6][-6],12,[9;12],2,{-5; 5; -1; 4; -8; 14; -18; 19; -19; 16; -10; 6; -2},2,2,117,0,0,1,1,,No,0,,,,2,98.43833
12n_270,N,12,[2;3],2,[2;4],3,5,,2,[-12][1],11,,2,{-10; -1; -1; 2; -5; 8; -9; 11; -10; 8; -6; 3},1,1,63,-2,-1,0,1,,No,-1,,,,2,98.97229
12n_271,Y,12,1,3,4,3,5,,0,[-8][-3],11,[9;11],2,{-7; 2; -1; 3; -5; 7; -8; 9; -8; 6; -4; 2},1,1,53,0,0,1,1,,No,0,,,,1,95.27884
12n_272,Y,12,1,3,[2;5],3,5,,2,[-11][-1],12,[9;11],2,{-9; 1; 1; -4; 7; -10; 13; -14; 13; -10; 7; -3; 1},1,1,83,-2,-1,1,1,,No,-1,,,,1,97.65764
12n_273,Y,12,2,3,4,3,5,,-4,[-1][-10],11,[9;11],2,{-2; 8; 1; -2; 2; -2; 2; 0; 0; 1; -1; 1; -1},2,2,5,2,1,1,1,,No,1,,,,2,91.99178
12n_274,N,12,2,2,4,3,5,,-2,[-3][-8],11,[9;10],2,{-3; 6; 1; -3; 5; -7; 9; -9; 9; -6; 4; -2},1,1,55,2,1,0,1,,No,1,,,,2,94.54746
12n_275,N,12,1,2,[2;4],3,5,,0,[-8][-3],11,[9;10],2,{-7; 2; -1; 3; -4; 5; -6; 6; -5; 4; -2; 1},1,1,37,0,0,1,1,,No,0,,,,1,93.29922
12n_276,Y,12,3,3,4,3,4,,4,[-16][5],11,,2,{-13; -3; -1; 3; -4; 4; -5; 4; -3; 2; 0; 0; 1},3,2,25,-6,-3,0,1,,No,-1,,,,3,93.7528
12n_277,N,12,1,3,[2;4],3,4,,-2,[-4][-8],12,[9;12],2,{-4; 6; -1; 3; -5; 8; -10; 11; -10; 9; -6; 3; -1},1,1,67,2,1,1,1,,No,1,,,,1,97.95565
12n_278,N,12,2,2,4,3,5,,0,[-6][-6],12,[9;11],2,{-5; 5; -1; 3; -5; 8; -10; 11; -10; 8; -5; 3; -1},1,1,65,0,0,0,1,,No,0,,,,2,96.81935
12n_279,N,12,1,2,4,3,5,,0,[-3][-8],11,[9;11],,{-3; 7; 1; -1; 0; 2; -3; 4; -5; 5; -4; 3; -1},0,0,25,0,0,0,1,,No,0,,,,1,93.39101
12n_280,Y,12,[1;2],3,4,3,5,,-2,[-1][-9],10,[9;11],,{-1; 7; 2; -4; 7; -8; 9; -9; 6; -4; 2},1,1,51,2,1,1,2,,No,1,,,,1,92.16691
12n_281,Y,12,[1;2],3,[2;4],3,5,,0,[-5][-7],12,[9;12],2,{-4; 6; 1; -3; 7; -10; 12; -13; 12; -9; 6; -3; 1},1,1,77,0,0,1,1,,No,0,,,,1,96.53872
12n_282,Y,12,[1;2],2,4,3,5,,0,[-9][-2],11,[9;11],,{-8; 0; 1; -2; 3; -4; 3; -3; 3; -1; 1},1,1,21,-2,-1,1,1,,No,-1,,,,1,91.23601
12n_283,Y,12,2,4,[2;5],3,5,,-2,[-4][-8],12,[9;12],,{-4; 6; -1; 4; -7; 11; -13; 14; -14; 11; -7; 4; -1},1,1,87,2,1,0,1,,No,1,,,,2,98.82858
12n_284,Y,12,[1;2],3,[2;4],3,4,,0,[-4][-7],11,[9;11],,{-3; 6; -1; 4; -6; 9; -10; 9; -8; 6; -3; 1},1,1,57,0,0,0,1,,No,0,,,,1,94.89674
12n_285,Y,12,[1;2],3,4,3,5,,-2,[-1][-9],10,[9;11],,{-1; 7; 1; -2; 5; -6; 7; -7; 5; -4; 2},1,1,39,2,1,0,[1;2],,No,1,,,,1,91.71471
12n_286,N,12,[1;2],2,4,3,5,,0,[-3][-8],11,[9;11],2,{-2; 7; 2; -3; 5; -7; 7; -7; 6; -4; 3; -1},1,1,45,0,0,1,1,,No,0,,,,1,93.84399
12n_287,Y,12,[1;2],4,[2;5],3,5,,2,[-9][-3],12,[9;11],,{-7; 3; 2; -6; 10; -15; 18; -18; 17; -12; 8; -4; 1},1,1,111,-2,-1,0,1,,No,-1,,,,1,103.71463
12n_288,N,12,[1;2],2,[2;4],3,5,,0,[-4][-8],12,[9;12],1,{-3; 7; -1; 2; -4; 7; -7; 8; -7; 6; -4; 2; -1},0,0,49,0,0,0,1,,No,0,,,,1,95.40533
