knot_id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
12n_12,2,-10,18,-19,18,-10,2,0,0,0,0
12n_13,1,-7,13,-7,1,0,0,0,0,0,0
12n_14,1,-7,21,-31,21,-7,1,0,0,0,0
12n_15,1,-9,27,-37,27,-9,1,0,0,0,0
12n_16,1,-5,7,0,-5,0,7,-5,1,0,0
12n_17,1,-8,22,-29,22,-8,1,0,0,0,0
12n_18,1,-8,26,-39,26,-8,1,0,0,0,0
12n_19,1,-3,-1,7,-1,-3,1,0,0,0,0
12n_20,1,-5,11,-13,11,-5,1,0,0,0,0
12n_21,2,-12,28,-35,28,-12,2,0,0,0,0
12n_22,1,-6,16,-29,37,-29,16,-6,1,0,0
12n_23,2,-5,2,0,0,0,0,0,0,0,0
12n_24,1,-5,11,-15,11,-5,1,0,0,0,0
12n_25,1,-3,3,-3,1,0,0,0,0,0,0
12n_26,2,-10,22,-29,22,-10,2,0,0,0,0
12n_27,1,-6,16,-25,27,-25,16,-6,1,0,0
12n_28,2,-8,13,-8,2,0,0,0,0,0,0
12n_29,2,-12,28,-35,28,-12,2,0,0,0,0
12n_30,1,-6,16,-29,37,-29,16,-6,1,0,0
12n_31,2,-5,2,0,0,0,0,0,0,0,0
12n_32,2,-10,22,-29,22,-10,2,0,0,0,0
12n_33,1,-6,16,-25,27,-25,16,-6,1,0,0
12n_34,2,-8,13,-8,2,0,0,0,0,0,0
12n_35,1,-6,16,-23,16,-6,1,0,0,0,0
12n_36,1,-8,22,-29,22,-8,1,0,0,0,0
12n_37,1,-5,8,-5,3,-5,8,-5,1,0,0
12n_38,1,-6,16,-21,16,-6,1,0,0,0,0
12n_39,1,-8,22,-31,22,-8,1,0,0,0,0
12n_40,1,-5,10,-11,9,-11,10,-5,1,0,0
12n_41,1,-4,4,-1,4,-4,1,0,0,0,0
12n_42,1,-6,14,-17,14,-6,1,0,0,0,0
12n_43,1,-5,10,-15,19,-15,10,-5,1,0,0
12n_44,1,-6,12,-13,12,-6,1,0,0,0,0
12n_45,1,-4,8,-11,8,-4,1,0,0,0,0
12n_46,2,-10,17,-10,2,0,0,0,0,0,0
12n_47,2,-9,13,-11,13,-9,2,0,0,0,0
12n_48,2,-12,21,-12,2,0,0,0,0,0,0
12n_49,4,-20,33,-20,4,0,0,0,0,0,0
12n_50,2,-11,23,-27,23,-11,2,0,0,0,0
12n_51,2,-5,2,0,0,0,0,0,0,0,0
12n_52,1,-9,30,-43,30,-9,1,0,0,0,0
12n_53,3,-14,23,-14,3,0,0,0,0,0,0
12n_54,1,-4,6,-7,6,-4,1,0,0,0,0
12n_55,2,-11,26,-33,26,-11,2,0,0,0,0
12n_56,1,-2,3,-2,1,0,0,0,0,0,0
12n_57,1,-2,3,-2,1,0,0,0,0,0,0
12n_58,2,-13,30,-39,30,-13,2,0,0,0,0
12n_59,1,-3,0,8,-13,8,0,-3,1,0,0
12n_60,1,-5,12,-20,23,-20,12,-5,1,0,0
12n_61,1,-5,12,-20,23,-20,12,-5,1,0,0
12n_62,2,-9,18,-23,18,-9,2,0,0,0,0
12n_63,3,-10,13,-10,3,0,0,0,0,0,0
12n_64,1,-5,10,-12,13,-12,10,-5,1,0,0
12n_65,2,-8,11,-8,2,0,0,0,0,0,0
12n_66,2,-9,18,-23,18,-9,2,0,0,0,0
12n_67,1,-5,8,-8,7,-8,8,-5,1,0,0
12n_68,1,-5,7,-4,1,-4,7,-5,1,0,0
12n_69,1,-7,17,-23,17,-7,1,0,0,0,0
12n_70,1,-7,19,-25,19,-7,1,0,0,0,0
12n_71,1,-5,9,-10,9,-10,9,-5,1,0,0
12n_72,1,-9,23,-31,23,-9,1,0,0,0,0
12n_73,1,-5,13,-17,13,-5,1,0,0,0,0
12n_74,2,-5,7,-7,7,-7,7,-5,2,0,0
12n_75,3,-10,18,-21,18,-10,3,0,0,0,0
12n_76,1,-6,12,-15,12,-6,1,0,0,0,0
12n_77,3,-7,8,-7,8,-7,3,0,0,0,0
12n_78,5,-16,23,-16,5,0,0,0,0,0,0
12n_79,1,-6,9,-6,1,0,0,0,0,0,0
12n_80,2,-7,15,-19,15,-7,2,0,0,0,0
12n_81,2,-11,23,-29,23,-11,2,0,0,0,0
12n_82,2,-5,7,-7,7,-5,2,0,0,0,0
12n_83,2,-11,24,-31,24,-11,2,0,0,0,0
12n_84,2,-7,14,-17,14,-7,2,0,0,0,0
12n_85,2,-8,14,-17,14,-8,2,0,0,0,0
12n_86,2,-10,24,-31,24,-10,2,0,0,0,0
12n_87,4,-12,17,-12,4,0,0,0,0,0,0
12n_88,4,-14,26,-31,26,-14,4,0,0,0,0
12n_89,1,-4,6,-7,7,-7,6,-4,1,0,0
12n_90,1,-4,10,-15,17,-15,10,-4,1,0,0
12n_91,1,0,-6,15,-19,15,-6,0,1,0,0
12n_92,1,-4,12,-23,29,-23,12,-4,1,0,0
12n_93,1,-4,4,1,-5,1,4,-4,1,0,0
12n_94,2,-9,16,-19,16,-9,2,0,0,0,0
12n_95,2,-9,22,-29,22,-9,2,0,0,0,0
12n_96,2,-3,0,3,0,-3,2,0,0,0,0
12n_97,1,-5,9,-11,9,-5,1,0,0,0,0
12n_98,1,-6,14,-17,17,-17,14,-6,1,0,0
12n_99,2,-12,32,-43,32,-12,2,0,0,0,0
12n_100,5,-15,23,-25,23,-15,5,0,0,0,0
12n_101,1,-12,34,-47,34,-12,1,0,0,0,0
12n_102,1,-4,4,-3,4,-4,1,0,0,0,0
12n_103,1,-4,6,-8,9,-8,6,-4,1,0,0
12n_104,1,-4,10,-14,15,-14,10,-4,1,0,0
12n_105,1,0,-4,8,-9,8,-4,0,1,0,0
12n_106,1,-4,10,-16,19,-16,10,-4,1,0,0
12n_107,1,-4,6,-6,5,-6,6,-4,1,0,0
12n_108,2,-9,15,-17,15,-9,2,0,0,0,0
12n_109,2,-9,23,-31,23,-9,2,0,0,0,0
12n_110,2,-1,-7,13,-7,-1,2,0,0,0,0
12n_111,2,-9,21,-27,21,-9,2,0,0,0,0
12n_112,2,-9,17,-21,17,-9,2,0,0,0,0
12n_113,1,-3,7,-10,11,-10,7,-3,1,0,0
12n_114,1,-5,9,-12,13,-12,9,-5,1,0,0
12n_115,1,-1,-1,4,-5,4,-1,-1,1,0,0
12n_116,2,-7,16,-21,16,-7,2,0,0,0,0
12n_117,2,-11,22,-27,22,-11,2,0,0,0,0
12n_118,2,-3,0,3,0,-3,2,0,0,0,0
12n_119,1,-3,3,-3,3,-3,1,0,0,0,0
12n_120,1,-2,4,-5,4,-2,1,0,0,0,0
12n_121,1,0,-1,0,1,0,0,0,0,0,0
12n_122,1,-6,14,-21,23,-21,14,-6,1,0,0
12n_123,2,-14,34,-45,34,-14,2,0,0,0,0
12n_124,2,-3,2,0,0,0,0,0,0,0,0
12n_125,1,-6,14,-17,17,-17,14,-6,1,0,0
12n_126,2,-12,32,-43,32,-12,2,0,0,0,0
12n_127,1,-6,14,-21,23,-21,14,-6,1,0,0
12n_128,2,-14,34,-45,34,-14,2,0,0,0,0
12n_129,2,-3,2,0,0,0,0,0,0,0,0
12n_130,2,-8,14,-17,14,-8,2,0,0,0,0
12n_131,2,-10,24,-31,24,-10,2,0,0,0,0
12n_132,4,-12,17,-12,4,0,0,0,0,0,0
12n_133,4,-14,26,-31,26,-14,4,0,0,0,0
12n_134,1,-4,6,-7,7,-7,6,-4,1,0,0
12n_135,1,-4,10,-15,17,-15,10,-4,1,0,0
12n_136,1,0,-6,15,-19,15,-6,0,1,0,0
12n_137,1,-4,12,-23,29,-23,12,-4,1,0,0
12n_138,1,-4,4,1,-5,1,4,-4,1,0,0
12n_139,1,-5,11,-12,11,-12,11,-5,1,0,0
12n_140,1,-9,27,-37,27,-9,1,0,0,0,0
12n_141,1,-5,13,-19,13,-5,1,0,0,0,0
12n_142,1,-5,10,-11,10,-5,1,0,0,0,0
12n_143,1,-3,2,-1,2,-3,1,0,0,0,0
12n_144,1,-7,18,-23,18,-7,1,0,0,0,0
12n_145,1,-6,11,-6,1,0,0,0,0,0,0
12n_146,2,-12,19,-12,2,0,0,0,0,0,0
12n_147,2,-8,17,-21,17,-8,2,0,0,0,0
12n_148,1,1,-5,7,-5,1,1,0,0,0,0
12n_149,2,-1,-1,-1,2,0,0,0,0,0,0
12n_150,1,-5,10,-9,7,-9,10,-5,1,0,0
12n_151,1,-8,24,-33,24,-8,1,0,0,0,0
12n_152,1,-6,16,-23,16,-6,1,0,0,0,0
12n_153,2,-4,3,1,-3,1,3,-4,2,0,0
12n_154,2,-6,10,-11,10,-6,2,0,0,0,0
12n_155,2,-10,20,-25,20,-10,2,0,0,0,0
12n_156,1,-5,8,-3,-1,-3,8,-5,1,0,0
12n_157,1,-6,18,-25,18,-6,1,0,0,0,0
12n_158,1,-8,22,-31,22,-8,1,0,0,0,0
12n_159,2,-6,12,-15,12,-6,2,0,0,0,0
12n_160,1,-6,12,-15,12,-6,1,0,0,0,0
12n_161,1,-8,22,-29,22,-8,1,0,0,0,0
12n_162,1,-6,14,-19,14,-6,1,0,0,0,0
12n_163,1,-5,8,-7,5,-7,8,-5,1,0,0
12n_164,1,-8,20,-27,20,-8,1,0,0,0,0
12n_165,1,-6,16,-21,16,-6,1,0,0,0,0
12n_166,2,-4,5,-6,7,-6,5,-4,2,0,0
12n_167,3,-9,14,-15,14,-9,3,0,0,0,0
12n_168,1,-5,8,-9,8,-5,1,0,0,0,0
12n_169,4,-9,9,-7,9,-9,4,0,0,0,0
12n_170,6,-20,29,-20,6,0,0,0,0,0,0
12n_171,2,-10,15,-10,2,0,0,0,0,0,0
12n_172,1,-5,6,-1,-3,-1,6,-5,1,0,0
12n_173,1,-6,16,-25,27,-25,16,-6,1,0,0
12n_174,1,-6,18,-35,45,-35,18,-6,1,0,0
12n_175,1,-4,4,5,-11,5,4,-4,1,0,0
12n_176,4,-16,23,-16,4,0,0,0,0,0,0
12n_177,4,-11,16,-17,16,-11,4,0,0,0,0
12n_178,1,-9,24,-33,24,-9,1,0,0,0,0
12n_179,1,-3,2,-1,2,-3,1,0,0,0,0
12n_180,2,-10,22,-29,22,-10,2,0,0,0,0
12n_181,2,-9,19,-23,19,-9,2,0,0,0,0
12n_182,1,-5,10,-13,13,-13,10,-5,1,0,0
12n_183,1,-10,26,-35,26,-10,1,0,0,0,0
12n_184,1,-4,10,-13,10,-4,1,0,0,0,0
12n_185,1,-4,7,-10,11,-10,7,-4,1,0,0
12n_186,1,-4,11,-18,21,-18,11,-4,1,0,0
12n_187,1,0,-5,12,-15,12,-5,0,1,0,0
12n_188,1,-4,9,-12,13,-12,9,-4,1,0,0
12n_189,1,-4,9,-16,19,-16,9,-4,1,0,0
12n_190,1,-3,8,-13,15,-13,8,-3,1,0,0
12n_191,1,-5,10,-15,17,-15,10,-5,1,0,0
12n_192,1,-1,-2,7,-9,7,-2,-1,1,0,0
12n_193,2,-6,13,-17,13,-6,2,0,0,0,0
12n_194,2,-10,19,-23,19,-10,2,0,0,0,0
12n_195,2,-4,3,-1,3,-4,2,0,0,0,0
12n_196,2,-6,7,-7,7,-6,2,0,0,0,0
12n_197,2,-10,25,-33,25,-10,2,0,0,0,0
12n_198,1,-4,6,-5,6,-4,1,0,0,0,0
12n_199,1,-1,2,-3,2,-1,1,0,0,0,0
12n_200,2,-2,1,-2,2,0,0,0,0,0,0
12n_201,3,-13,23,-27,23,-13,3,0,0,0,0
12n_202,3,-13,31,-41,31,-13,3,0,0,0,0
12n_203,3,-5,1,3,1,-5,3,0,0,0,0
12n_204,1,-9,22,-29,22,-9,1,0,0,0,0
12n_205,1,-5,11,-14,15,-14,11,-5,1,0,0
12n_206,1,-5,13,-24,29,-24,13,-5,1,0,0
12n_207,1,-3,-1,12,-19,12,-1,-3,1,0,0
12n_208,3,-11,23,-29,23,-11,3,0,0,0,0
12n_209,3,-15,31,-39,31,-15,3,0,0,0,0
12n_210,1,-1,-1,3,-1,-1,1,0,0,0,0
12n_211,1,-6,12,-13,12,-6,1,0,0,0,0
12n_212,3,-11,23,-29,23,-11,3,0,0,0,0
12n_213,3,-15,31,-39,31,-15,3,0,0,0,0
12n_214,1,-1,-1,3,-1,-1,1,0,0,0,0
12n_215,2,-8,13,-15,13,-8,2,0,0,0,0
12n_216,2,-8,19,-25,19,-8,2,0,0,0,0
12n_217,2,-2,-3,7,-3,-2,2,0,0,0,0
12n_218,1,-4,6,-7,6,-4,1,0,0,0,0
12n_219,1,-5,12,-20,23,-20,12,-5,1,0,0
12n_220,1,-3,0,8,-13,8,0,-3,1,0,0
12n_221,1,-2,3,-2,1,0,0,0,0,0,0
12n_222,2,-13,30,-39,30,-13,2,0,0,0,0
12n_223,2,-11,26,-33,26,-11,2,0,0,0,0
12n_224,2,-9,18,-23,18,-9,2,0,0,0,0
12n_225,3,-10,13,-10,3,0,0,0,0,0,0
12n_226,1,-5,11,-14,15,-14,11,-5,1,0,0
12n_227,1,-5,13,-24,29,-24,13,-5,1,0,0
12n_228,1,-3,-1,12,-19,12,-1,-3,1,0,0
12n_229,1,-5,8,-8,7,-8,8,-5,1,0,0
12n_230,1,-4,4,-1,4,-4,1,0,0,0,0
12n_231,2,-8,11,-8,2,0,0,0,0,0,0
12n_232,2,-8,11,-8,2,0,0,0,0,0,0
12n_233,1,-2,4,-5,5,-5,4,-2,1,0,0
12n_234,1,-4,6,-7,7,-7,6,-4,1,0,0
12n_235,1,-2,2,-1,1,-1,2,-2,1,0,0
12n_236,2,-5,10,-13,10,-5,2,0,0,0,0
12n_237,2,-9,16,-19,16,-9,2,0,0,0,0
12n_238,2,-5,6,-5,6,-5,2,0,0,0,0
12n_239,2,-5,9,-11,9,-5,2,0,0,0,0
12n_240,2,-9,17,-21,17,-9,2,0,0,0,0
12n_241,2,-7,13,-15,13,-7,2,0,0,0,0
12n_242,1,-1,0,1,-1,1,-1,1,0,-1,1
12n_243,2,-3,1,2,-3,2,1,-3,2,0,0
12n_244,2,-4,4,-2,1,-2,4,-4,2,0,0
12n_245,4,-8,6,-3,6,-8,4,0,0,0,0
12n_246,5,-17,25,-17,5,0,0,0,0,0,0
12n_247,3,-13,19,-13,3,0,0,0,0,0,0
12n_248,3,-6,7,-6,3,0,0,0,0,0,0
12n_249,3,-12,17,-12,3,0,0,0,0,0,0
12n_250,3,-10,15,-10,3,0,0,0,0,0,0
12n_251,3,-5,2,1,2,-5,3,0,0,0,0
12n_252,2,-10,20,-25,20,-10,2,0,0,0,0
12n_253,2,-6,12,-15,12,-6,2,0,0,0,0
12n_254,2,-8,14,-17,14,-8,2,0,0,0,0
12n_255,2,-12,30,-39,30,-12,2,0,0,0,0
12n_256,2,-6,9,-6,2,0,0,0,0,0,0
12n_257,2,-6,9,-6,2,0,0,0,0,0,0
12n_258,1,-4,5,-4,1,0,0,0,0,0,0
12n_259,4,-12,20,-23,20,-12,4,0,0,0,0
12n_260,3,-5,5,-5,3,0,0,0,0,0,0
12n_261,1,-5,10,-12,13,-12,10,-5,1,0,0
12n_262,2,-10,20,-25,20,-10,2,0,0,0,0
12n_263,2,-12,30,-39,30,-12,2,0,0,0,0
12n_264,2,-6,9,-6,2,0,0,0,0,0,0
12n_265,2,-8,14,-15,14,-8,2,0,0,0,0
12n_266,2,-10,24,-33,24,-10,2,0,0,0,0
12n_267,4,-16,23,-16,4,0,0,0,0,0,0
12n_268,2,-5,2,0,0,0,0,0,0,0,0
12n_269,1,-9,28,-41,28,-9,1,0,0,0,0
12n_270,3,-16,25,-16,3,0,0,0,0,0,0
12n_271,1,-5,12,-17,12,-5,1,0,0,0,0
12n_272,1,-7,20,-27,20,-7,1,0,0,0,0
12n_273,1,-3,0,3,0,-3,1,0,0,0,0
12n_274,3,-14,21,-14,3,0,0,0,0,0,0
12n_275,2,-9,15,-9,2,0,0,0,0,0,0
12n_276,1,1,-7,11,-7,1,1,0,0,0,0
12n_277,2,-8,15,-17,15,-8,2,0,0,0,0
12n_278,4,-16,25,-16,4,0,0,0,0,0,0
12n_279,1,-6,11,-6,1,0,0,0,0,0,0
12n_280,1,-6,12,-13,12,-6,1,0,0,0,0
12n_281,1,-6,18,-27,18,-6,1,0,0,0,0
12n_282,1,-5,9,-5,1,0,0,0,0,0,0
12n_283,1,-6,14,-16,13,-16,14,-6,1,0,0
12n_284,1,-5,13,-19,13,-5,1,0,0,0,0
12n_285,1,-5,9,-9,9,-5,1,0,0,0,0
12n_286,2,-11,19,-11,2,0,0,0,0,0,0
12n_287,1,-6,15,-22,23,-22,15,-6,1,0,0
12n_288,4,-12,17,-12,4,0,0,0,0,0,0
12n_289,4,-12,19,-21,19,-12,4,0,0,0,0
12n_290,1,-7,16,-21,16,-7,1,0,0,0,0
12n_291,3,-11,22,-27,22,-11,3,0,0,0,0
12n_292,2,-4,2,4,-7,4,2,-4,2,0,0
12n_293,2,-3,2,0,0,0,0,0,0,0,0
12n_294,1,-5,8,-6,5,-6,8,-5,1,0,0
12n_295,1,-9,26,-35,26,-9,1,0,0,0,0
12n_296,1,-5,8,-4,1,-4,8,-5,1,0,0
12n_297,2,-11,22,-25,22,-11,2,0,0,0,0
12n_298,1,-7,21,-31,21,-7,1,0,0,0,0
12n_299,3,-12,18,-19,18,-12,3,0,0,0,0
12n_300,1,-7,18,-25,18,-7,1,0,0,0,0
12n_301,1,-5,10,-12,11,-12,10,-5,1,0,0
12n_302,1,-9,27,-37,27,-9,1,0,0,0,0
12n_303,1,-5,9,-11,9,-5,1,0,0,0,0
12n_304,3,-9,15,-17,15,-9,3,0,0,0,0
12n_305,2,-4,4,-3,3,-3,4,-4,2,0,0
12n_306,2,-9,13,-9,2,0,0,0,0,0,0
12n_307,6,-19,27,-19,6,0,0,0,0,0,0
12n_308,4,-10,12,-11,12,-10,4,0,0,0,0
12n_309,1,-1,-1,3,-1,-1,1,0,0,0,0
12n_310,2,-5,7,-5,2,0,0,0,0,0,0
12n_311,3,-13,19,-13,3,0,0,0,0,0,0
12n_312,1,-5,11,-15,11,-5,1,0,0,0,0
12n_313,1,0,0,0,0,0,0,0,0,0,0
12n_314,1,-6,13,-15,13,-6,1,0,0,0,0
12n_315,1,-6,14,-19,14,-6,1,0,0,0,0
12n_316,1,-7,15,-19,15,-7,1,0,0,0,0
12n_317,2,-9,19,-25,19,-9,2,0,0,0,0
12n_318,1,-1,-1,3,-1,-1,1,0,0,0,0
12n_319,2,-6,8,-9,8,-6,2,0,0,0,0
12n_320,2,-11,25,-33,25,-11,2,0,0,0,0
12n_321,3,-5,3,0,0,0,0,0,0,0,0
12n_322,2,-6,7,-6,2,0,0,0,0,0,0
12n_323,4,-13,19,-13,4,0,0,0,0,0,0
12n_324,5,-17,23,-17,5,0,0,0,0,0,0
12n_325,2,-11,26,-35,26,-11,2,0,0,0,0
12n_326,1,-4,8,-9,9,-9,8,-4,1,0,0
12n_327,1,-4,9,-11,11,-11,9,-4,1,0,0
12n_328,1,0,-3,5,-5,5,-3,0,1,0,0
12n_329,1,1,-6,9,-6,1,1,0,0,0,0
12n_330,2,-9,20,-25,20,-9,2,0,0,0,0
12n_331,2,-7,9,-9,9,-7,2,0,0,0,0
12n_332,2,-2,1,-2,2,0,0,0,0,0,0
12n_333,3,-11,17,-11,3,0,0,0,0,0,0
12n_334,4,-16,23,-16,4,0,0,0,0,0,0
12n_335,2,-10,22,-27,22,-10,2,0,0,0,0
12n_336,1,-2,0,1,0,-2,1,0,0,0,0
12n_337,1,-9,25,-33,25,-9,1,0,0,0,0
12n_338,2,-4,4,-2,1,-2,4,-4,2,0,0
12n_339,3,-11,21,-25,21,-11,3,0,0,0,0
12n_340,1,-3,3,-3,3,-3,1,0,0,0,0
12n_341,4,-10,13,-13,13,-10,4,0,0,0,0
12n_342,4,-13,19,-13,4,0,0,0,0,0,0
12n_343,4,-15,21,-15,4,0,0,0,0,0,0
12n_344,1,-4,10,-15,17,-15,10,-4,1,0,0
12n_345,1,-4,8,-13,15,-13,8,-4,1,0,0
12n_346,1,-2,2,-1,1,-1,2,-2,1,0,0
12n_347,1,-3,7,-9,7,-3,1,0,0,0,0
12n_348,1,-7,19,-25,19,-7,1,0,0,0,0
12n_349,1,-4,2,1,2,-4,1,0,0,0,0
12n_350,1,-8,25,-35,25,-8,1,0,0,0,0
12n_351,1,-5,7,-5,7,-5,1,0,0,0,0
12n_352,1,-3,1,3,1,-3,1,0,0,0,0
12n_353,1,-9,25,-33,25,-9,1,0,0,0,0
12n_354,1,-4,5,-3,5,-4,1,0,0,0,0
12n_355,1,-3,2,1,2,-3,1,0,0,0,0
12n_356,1,-5,14,-21,14,-5,1,0,0,0,0
12n_357,1,-9,24,-31,24,-9,1,0,0,0,0
12n_358,3,-11,15,-11,3,0,0,0,0,0,0
12n_359,3,-17,29,-17,3,0,0,0,0,0,0
12n_360,3,-12,19,-12,3,0,0,0,0,0,0
12n_361,3,-11,15,-15,15,-11,3,0,0,0,0
12n_362,1,-4,7,-7,7,-4,1,0,0,0,0
12n_363,1,-8,21,-27,21,-8,1,0,0,0,0
12n_364,2,-11,23,-27,23,-11,2,0,0,0,0
12n_365,2,-11,23,-27,23,-11,2,0,0,0,0
12n_366,1,2,-8,11,-8,2,1,0,0,0,0
12n_367,1,-10,30,-43,30,-10,1,0,0,0,0
12n_368,1,-4,5,-3,1,-3,5,-4,1,0,0
12n_369,1,-4,9,-15,17,-15,9,-4,1,0,0
12n_370,1,-2,0,1,0,-2,1,0,0,0,0
12n_371,1,-2,2,-1,2,-2,1,0,0,0,0
12n_372,1,-4,10,-13,10,-4,1,0,0,0,0
12n_373,1,-8,18,-23,18,-8,1,0,0,0,0
12n_374,2,-3,0,6,-9,6,0,-3,2,0,0
12n_375,1,-6,13,-17,13,-6,1,0,0,0,0
12n_376,1,-4,10,-19,23,-19,10,-4,1,0,0
12n_377,1,-4,9,-11,9,-4,1,0,0,0,0
12n_378,3,-12,24,-29,24,-12,3,0,0,0,0
12n_379,2,-7,14,-17,14,-7,2,0,0,0,0
12n_380,2,-9,18,-23,18,-9,2,0,0,0,0
12n_381,3,-15,23,-15,3,0,0,0,0,0,0
12n_382,1,-5,7,-5,1,0,0,0,0,0,0
12n_383,3,-13,19,-13,3,0,0,0,0,0,0
12n_384,3,-13,25,-31,25,-13,3,0,0,0,0
12n_385,1,-7,17,-23,17,-7,1,0,0,0,0
12n_386,2,-4,3,2,-5,2,3,-4,2,0,0
12n_387,1,-5,6,-2,-1,-2,6,-5,1,0,0
12n_388,1,-5,10,-13,10,-5,1,0,0,0,0
12n_389,1,-9,24,-31,24,-9,1,0,0,0,0
12n_390,1,-6,14,-17,14,-6,1,0,0,0,0
12n_391,3,-12,26,-33,26,-12,3,0,0,0,0
12n_392,1,-8,24,-33,24,-8,1,0,0,0,0
12n_393,3,-12,19,-12,3,0,0,0,0,0,0
12n_394,1,-6,11,-6,1,0,0,0,0,0,0
12n_395,1,-8,18,-23,18,-8,1,0,0,0,0
12n_396,1,-7,16,-19,16,-7,1,0,0,0,0
12n_397,1,-5,11,-15,11,-5,1,0,0,0,0
12n_398,1,-4,4,-3,4,-4,1,0,0,0,0
12n_399,1,-7,19,-27,19,-7,1,0,0,0,0
12n_400,1,-8,23,-31,23,-8,1,0,0,0,0
12n_401,1,-7,21,-29,21,-7,1,0,0,0,0
12n_402,1,1,-3,3,-3,1,1,0,0,0,0
12n_403,1,-3,1,1,1,-3,1,0,0,0,0
12n_404,2,1,-5,1,2,0,0,0,0,0,0
12n_405,1,-6,13,-12,9,-12,13,-6,1,0,0
12n_406,5,-13,16,-15,16,-13,5,0,0,0,0
12n_407,1,-5,8,-9,8,-5,1,0,0,0,0
12n_408,1,-9,24,-33,24,-9,1,0,0,0,0
12n_409,1,-3,9,-13,9,-3,1,0,0,0,0
12n_410,2,-10,26,-35,26,-10,2,0,0,0,0
12n_411,5,-9,5,0,0,0,0,0,0,0,0
12n_412,2,-8,17,-21,17,-8,2,0,0,0,0
12n_413,2,-8,17,-21,17,-8,2,0,0,0,0
12n_414,2,-6,9,-6,2,0,0,0,0,0,0
12n_415,2,-10,24,-31,24,-10,2,0,0,0,0
12n_416,1,-4,10,-15,17,-15,10,-4,1,0,0
12n_417,1,0,-4,9,-11,9,-4,0,1,0,0
12n_418,1,-4,4,-1,-1,-1,4,-4,1,0,0
12n_419,1,-4,3,3,-7,3,3,-4,1,0,0
12n_420,1,-7,19,-27,19,-7,1,0,0,0,0
12n_421,2,-11,27,-37,27,-11,2,0,0,0,0
12n_422,2,-11,27,-37,27,-11,2,0,0,0,0
12n_423,1,-3,3,-1,3,-3,1,0,0,0,0
12n_424,1,-5,12,-19,21,-19,12,-5,1,0,0
12n_425,1,-4,7,-4,1,-4,7,-4,1,0,0
12n_426,1,0,-3,4,-3,4,-3,0,1,0,0
12n_427,1,-5,14,-23,27,-23,14,-5,1,0,0
12n_428,1,-4,5,-4,3,-4,5,-4,1,0,0
12n_429,4,-18,27,-18,4,0,0,0,0,0,0
12n_430,1,0,0,0,0,0,0,0,0,0,0
12n_431,1,-8,24,-35,24,-8,1,0,0,0,0
12n_432,3,-4,3,-4,3,0,0,0,0,0,0
12n_433,1,-2,-4,9,-4,-2,1,0,0,0,0
12n_434,1,-6,15,-21,15,-6,1,0,0,0,0
12n_435,1,-6,13,-17,13,-6,1,0,0,0,0
12n_436,1,-5,6,-5,6,-5,1,0,0,0,0
12n_437,1,1,-8,13,-8,1,1,0,0,0,0
12n_438,1,-3,4,-5,4,-3,1,0,0,0,0
12n_439,1,-1,0,1,0,-1,1,0,0,0,0
12n_440,2,-9,18,-23,18,-9,2,0,0,0,0
12n_441,1,-9,22,-29,22,-9,1,0,0,0,0
12n_442,3,-10,13,-10,3,0,0,0,0,0,0
12n_443,3,-8,11,-8,3,0,0,0,0,0,0
12n_444,2,-7,9,-7,2,0,0,0,0,0,0
12n_445,2,-13,30,-39,30,-13,2,0,0,0,0
12n_446,1,-2,-3,7,-3,-2,1,0,0,0,0
12n_447,2,-8,16,-21,16,-8,2,0,0,0,0
12n_448,1,-6,14,-21,25,-21,14,-6,1,0,0
12n_449,1,-4,8,-9,8,-4,1,0,0,0,0
12n_450,1,-8,23,-31,23,-8,1,0,0,0,0
12n_451,1,-3,8,-11,8,-3,1,0,0,0,0
12n_452,4,-14,19,-14,4,0,0,0,0,0,0
12n_453,5,-15,24,-27,24,-15,5,0,0,0,0
12n_454,1,-4,11,-15,11,-4,1,0,0,0,0
12n_455,3,-12,21,-25,21,-12,3,0,0,0,0
12n_456,1,0,-5,9,-5,0,1,0,0,0,0
12n_457,3,-5,3,0,0,0,0,0,0,0,0
12n_458,1,-6,16,-26,31,-26,16,-6,1,0,0
12n_459,1,-6,15,-20,21,-20,15,-6,1,0,0
12n_460,1,-6,15,-19,15,-6,1,0,0,0,0
12n_461,1,-7,20,-29,20,-7,1,0,0,0,0
12n_462,1,-6,11,-6,1,0,0,0,0,0,0
12n_463,1,-7,18,-25,18,-7,1,0,0,0,0
12n_464,1,-4,5,-4,1,0,0,0,0,0,0
12n_465,1,-6,13,-15,13,-15,13,-6,1,0,0
12n_466,1,-3,7,-10,11,-10,7,-3,1,0,0
12n_467,1,-3,5,-8,9,-8,5,-3,1,0,0
12n_468,1,-3,5,-6,7,-6,5,-3,1,0,0
12n_469,2,-6,12,-15,12,-6,2,0,0,0,0
12n_470,2,-6,8,-9,8,-6,2,0,0,0,0
12n_471,2,-8,16,-19,16,-8,2,0,0,0,0
12n_472,1,-1,0,2,-4,5,-4,2,0,-1,1
12n_473,2,-3,1,3,-5,3,1,-3,2,0,0
12n_474,2,-3,2,-1,1,-1,2,-3,2,0,0
12n_475,1,-2,1,1,1,-2,1,0,0,0,0
12n_476,3,-10,15,-17,15,-10,3,0,0,0,0
