knot_id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
12n_477,4,-8,7,-5,7,-8,4,0,0,0,0
12n_478,2,-7,11,-7,2,0,0,0,0,0,0
12n_479,6,-21,29,-21,6,0,0,0,0,0,0
12n_480,1,-6,19,-29,19,-6,1,0,0,0,0
12n_481,1,-5,15,-23,15,-5,1,0,0,0,0
12n_482,1,-6,15,-21,15,-6,1,0,0,0,0
12n_483,1,-4,5,-4,1,0,0,0,0,0,0
12n_484,1,-5,12,-15,12,-5,1,0,0,0,0
12n_485,2,-8,16,-19,16,-8,2,0,0,0,0
12n_486,2,-7,12,-13,12,-7,2,0,0,0,0
12n_487,1,-1,-4,7,-4,-1,1,0,0,0,0
12n_488,1,-1,-2,5,-2,-1,1,0,0,0,0
12n_489,2,-11,28,-37,28,-11,2,0,0,0,0
12n_490,5,-19,29,-19,5,0,0,0,0,0,0
12n_491,1,-7,16,-21,16,-7,1,0,0,0,0
12n_492,2,-9,20,-27,20,-9,2,0,0,0,0
12n_493,2,-9,21,-29,21,-9,2,0,0,0,0
12n_494,1,-5,8,-6,5,-6,8,-5,1,0,0
12n_495,1,-3,6,-7,6,-3,1,0,0,0,0
12n_496,1,-11,28,-37,28,-11,1,0,0,0,0
12n_497,1,-9,25,-35,25,-9,1,0,0,0,0
12n_498,5,-20,29,-20,5,0,0,0,0,0,0
12n_499,1,-5,10,-13,10,-5,1,0,0,0,0
12n_500,2,-6,11,-13,11,-6,2,0,0,0,0
12n_501,4,-12,17,-12,4,0,0,0,0,0,0
12n_502,2,-3,1,1,-1,1,1,-3,2,0,0
12n_503,4,-8,5,-1,5,-8,4,0,0,0,0
12n_504,1,-6,15,-24,29,-24,15,-6,1,0,0
12n_505,1,-8,24,-33,24,-8,1,0,0,0,0
12n_506,1,-6,14,-17,14,-6,1,0,0,0,0
12n_507,1,-7,18,-23,18,-7,1,0,0,0,0
12n_508,1,-4,10,-16,19,-16,10,-4,1,0,0
12n_509,1,-5,8,-7,7,-7,8,-5,1,0,0
12n_510,1,-11,29,-39,29,-11,1,0,0,0,0
12n_511,2,-9,19,-25,19,-9,2,0,0,0,0
12n_512,2,-7,15,-19,15,-7,2,0,0,0,0
12n_513,2,-13,29,-37,29,-13,2,0,0,0,0
12n_514,1,-3,8,-11,8,-3,1,0,0,0,0
12n_515,2,-10,20,-25,20,-10,2,0,0,0,0
12n_516,2,-11,22,-27,22,-11,2,0,0,0,0
12n_517,1,-4,11,-21,27,-21,11,-4,1,0,0
12n_518,1,0,-6,16,-21,16,-6,0,1,0,0
12n_519,2,-3,2,0,0,0,0,0,0,0,0
12n_520,4,-18,27,-18,4,0,0,0,0,0,0
12n_521,1,-6,14,-18,17,-18,14,-6,1,0,0
12n_522,1,-2,5,-7,5,-2,1,0,0,0,0
12n_523,2,-3,3,-3,2,0,0,0,0,0,0
12n_524,2,-11,21,-23,21,-11,2,0,0,0,0
12n_525,1,-8,28,-43,28,-8,1,0,0,0,0
12n_526,1,-4,6,-3,1,-3,6,-4,1,0,0
12n_527,3,-12,20,-23,20,-12,3,0,0,0,0
12n_528,1,2,-10,15,-10,2,1,0,0,0,0
12n_529,1,-10,28,-37,28,-10,1,0,0,0,0
12n_530,2,-10,19,-21,19,-10,2,0,0,0,0
12n_531,1,-4,11,-20,25,-20,11,-4,1,0,0
12n_532,2,-11,29,-41,29,-11,2,0,0,0,0
12n_533,1,-4,8,-12,13,-12,8,-4,1,0,0
12n_534,2,-11,25,-33,25,-11,2,0,0,0,0
12n_535,1,-7,11,-7,1,0,0,0,0,0,0
12n_536,1,-7,19,-27,19,-7,1,0,0,0,0
12n_537,2,-12,27,-33,27,-12,2,0,0,0,0
12n_538,1,-5,10,-11,11,-11,10,-5,1,0,0
12n_539,1,-5,14,-27,33,-27,14,-5,1,0,0
12n_540,2,-10,21,-25,21,-10,2,0,0,0,0
12n_541,2,-9,19,-23,19,-9,2,0,0,0,0
12n_542,1,-9,28,-39,28,-9,1,0,0,0,0
12n_543,1,-5,15,-21,15,-5,1,0,0,0,0
12n_544,2,-12,28,-35,28,-12,2,0,0,0,0
12n_545,2,-10,19,-23,19,-10,2,0,0,0,0
12n_546,2,-8,14,-15,14,-8,2,0,0,0,0
12n_547,4,-17,27,-17,4,0,0,0,0,0,0
12n_548,1,-8,20,-27,20,-8,1,0,0,0,0
12n_549,1,-3,6,-7,6,-3,1,0,0,0,0
12n_550,2,-8,13,-8,2,0,0,0,0,0,0
12n_551,3,-13,23,-27,23,-13,3,0,0,0,0
12n_552,1,-3,1,1,1,-3,1,0,0,0,0
12n_553,4,-20,33,-20,4,0,0,0,0,0,0
12n_554,2,-7,9,-7,2,0,0,0,0,0,0
12n_555,1,-9,33,-49,33,-9,1,0,0,0,0
12n_556,4,-20,33,-20,4,0,0,0,0,0,0
12n_557,3,-12,21,-25,21,-12,3,0,0,0,0
12n_558,1,-3,8,-11,8,-3,1,0,0,0,0
12n_559,2,-7,11,-13,11,-7,2,0,0,0,0
12n_560,3,-14,30,-39,30,-14,3,0,0,0,0
12n_561,4,-14,19,-14,4,0,0,0,0,0,0
12n_562,3,-9,11,-9,3,0,0,0,0,0,0
12n_563,5,-18,25,-18,5,0,0,0,0,0,0
12n_564,2,-10,15,-10,2,0,0,0,0,0,0
12n_565,2,-7,9,-9,9,-7,2,0,0,0,0
12n_566,4,-16,23,-16,4,0,0,0,0,0,0
12n_567,3,-13,26,-33,26,-13,3,0,0,0,0
12n_568,3,-12,24,-29,24,-12,3,0,0,0,0
12n_569,3,-10,18,-21,18,-10,3,0,0,0,0
12n_570,1,-3,6,-8,9,-8,6,-3,1,0,0
12n_571,1,-3,4,-4,3,-4,4,-3,1,0,0
12n_572,2,-7,14,-17,14,-7,2,0,0,0,0
12n_573,2,-7,12,-15,12,-7,2,0,0,0,0
12n_574,1,-1,0,2,-3,3,-3,2,0,-1,1
12n_575,2,-3,1,4,-7,4,1,-3,2,0,0
12n_576,2,-4,5,-4,3,-4,5,-4,2,0,0
12n_577,1,-3,6,-7,6,-3,1,0,0,0,0
12n_578,3,-11,20,-25,20,-11,3,0,0,0,0
12n_579,1,-2,-3,9,-3,-2,1,0,0,0,0
12n_580,5,-16,23,-16,5,0,0,0,0,0,0
12n_581,3,-5,4,-3,4,-5,3,0,0,0,0
12n_582,1,-2,3,-2,1,0,0,0,0,0,0
12n_583,5,-16,21,-16,5,0,0,0,0,0,0
12n_584,1,-8,22,-29,22,-8,1,0,0,0,0
12n_585,4,-9,10,-9,10,-9,4,0,0,0,0
12n_586,1,-8,24,-35,24,-8,1,0,0,0,0
12n_587,1,-10,28,-39,28,-10,1,0,0,0,0
12n_588,2,-9,19,-25,19,-9,2,0,0,0,0
12n_589,2,-12,26,-33,26,-12,2,0,0,0,0
12n_590,1,-4,4,-2,1,-2,4,-4,1,0,0
12n_591,1,0,-2,2,-1,2,-2,0,1,0,0
12n_592,1,-4,8,-8,7,-8,8,-4,1,0,0
12n_593,2,-9,13,-13,13,-9,2,0,0,0,0
12n_594,2,-1,-5,9,-5,-1,2,0,0,0,0
12n_595,2,-9,21,-27,21,-9,2,0,0,0,0
12n_596,3,-11,21,-25,21,-11,3,0,0,0,0
12n_597,2,-8,17,-21,17,-8,2,0,0,0,0
12n_598,1,-8,24,-33,24,-8,1,0,0,0,0
12n_599,1,-4,7,-10,11,-10,7,-4,1,0,0
12n_600,4,-9,12,-13,12,-9,4,0,0,0,0
12n_601,1,-3,6,-7,6,-3,1,0,0,0,0
12n_602,1,-9,24,-31,24,-9,1,0,0,0,0
12n_603,1,-4,4,0,-3,0,4,-4,1,0,0
12n_604,1,-4,10,-16,19,-16,10,-4,1,0,0
12n_605,1,-2,0,4,-7,4,0,-2,1,0,0
12n_606,2,-8,18,-23,18,-8,2,0,0,0,0
12n_607,2,-7,13,-15,13,-7,2,0,0,0,0
12n_608,3,-10,15,-10,3,0,0,0,0,0,0
12n_609,1,-4,7,-6,5,-6,7,-4,1,0,0
12n_610,1,-4,8,-12,15,-12,8,-4,1,0,0
12n_611,2,-9,17,-19,17,-9,2,0,0,0,0
12n_612,1,-9,23,-29,23,-9,1,0,0,0,0
12n_613,1,-6,15,-23,27,-23,15,-6,1,0,0
12n_614,1,-6,17,-25,17,-6,1,0,0,0,0
12n_615,1,-6,15,-19,17,-19,15,-6,1,0,0
12n_616,1,-6,15,-21,15,-6,1,0,0,0,0
12n_617,1,-3,0,3,0,-3,1,0,0,0,0
12n_618,1,-6,15,-21,21,-21,15,-6,1,0,0
12n_619,1,-6,14,-15,13,-15,14,-6,1,0,0
12n_620,2,-13,34,-45,34,-13,2,0,0,0,0
12n_621,1,-7,23,-33,23,-7,1,0,0,0,0
12n_622,1,-6,14,-19,19,-19,14,-6,1,0,0
12n_623,1,-5,10,-8,5,-8,10,-5,1,0,0
12n_624,1,-3,0,6,-9,6,0,-3,1,0,0
12n_625,1,-5,12,-18,19,-18,12,-5,1,0,0
12n_626,2,-15,36,-47,36,-15,2,0,0,0,0
12n_627,1,-4,12,-25,33,-25,12,-4,1,0,0
12n_628,1,-8,25,-37,25,-8,1,0,0,0,0
12n_629,1,-4,6,-5,6,-4,1,0,0,0,0
12n_630,1,-4,3,1,3,-4,1,0,0,0,0
12n_631,1,-6,19,-29,19,-6,1,0,0,0,0
12n_632,1,-7,19,-30,33,-30,19,-7,1,0,0
12n_633,2,-10,22,-29,22,-10,2,0,0,0,0
12n_634,1,-5,11,-13,11,-5,1,0,0,0,0
12n_635,1,-7,19,-32,39,-32,19,-7,1,0,0
12n_636,1,-7,19,-27,19,-7,1,0,0,0,0
12n_637,2,-13,32,-41,32,-13,2,0,0,0,0
12n_638,2,-3,2,-1,2,-3,2,0,0,0,0
12n_639,1,-4,5,-5,5,-5,5,-4,1,0,0
12n_640,1,0,-3,7,-9,7,-3,0,1,0,0
12n_641,1,-4,9,-13,15,-13,9,-4,1,0,0
12n_642,1,7,-15,7,1,0,0,0,0,0,0
12n_643,2,-8,10,-9,10,-8,2,0,0,0,0
12n_644,2,-2,0,1,0,-2,2,0,0,0,0
12n_645,2,-8,16,-19,16,-8,2,0,0,0,0
12n_646,1,-5,12,-21,25,-21,12,-5,1,0,0
12n_647,1,0,-3,6,-7,6,-3,0,1,0,0
12n_648,1,-4,3,1,-3,1,3,-4,1,0,0
12n_649,1,-5,11,-14,15,-14,11,-5,1,0,0
12n_650,1,-4,7,-4,1,0,0,0,0,0,0
12n_651,2,-11,28,-37,28,-11,2,0,0,0,0
12n_652,1,-5,15,-30,37,-30,15,-5,1,0,0
12n_653,1,-4,5,-6,7,-6,5,-4,1,0,0
12n_654,2,-8,9,-7,9,-8,2,0,0,0,0
12n_655,2,-2,-1,3,-1,-2,2,0,0,0,0
12n_656,2,-10,23,-29,23,-10,2,0,0,0,0
12n_657,1,-4,9,-16,21,-16,9,-4,1,0,0
12n_658,1,-5,12,-17,19,-17,12,-5,1,0,0
12n_659,2,-10,16,-17,16,-10,2,0,0,0,0
12n_660,1,3,-12,17,-12,3,1,0,0,0,0
12n_661,2,-6,5,-3,5,-6,2,0,0,0,0
12n_662,2,-8,13,-13,13,-8,2,0,0,0,0
12n_663,1,-6,15,-23,25,-23,15,-6,1,0,0
12n_664,1,-7,20,-34,41,-34,20,-7,1,0,0
12n_665,2,-10,15,-10,2,0,0,0,0,0,0
12n_666,1,-4,10,-16,19,-16,10,-4,1,0,0
12n_667,2,-8,17,-21,17,-8,2,0,0,0,0
12n_668,1,-5,13,-21,25,-21,13,-5,1,0,0
12n_669,2,-10,23,-29,23,-10,2,0,0,0,0
12n_670,1,-2,3,-4,5,-4,3,-2,1,0,0
12n_671,1,-6,13,-18,19,-18,13,-6,1,0,0
12n_672,1,-4,12,-17,12,-4,1,0,0,0,0
12n_673,1,-1,0,0,1,0,0,-1,1,0,0
12n_674,1,-5,10,-14,15,-14,10,-5,1,0,0
12n_675,1,-3,6,-8,9,-8,6,-3,1,0,0
12n_676,2,-2,-4,9,-4,-2,2,0,0,0,0
12n_677,2,-10,20,-25,20,-10,2,0,0,0,0
12n_678,2,-8,18,-23,18,-8,2,0,0,0,0
12n_679,1,-1,-1,4,-6,7,-6,4,-1,-1,1
12n_680,2,-3,-1,8,-11,8,-1,-3,2,0,0
12n_681,1,-2,3,-4,5,-4,3,-2,1,0,0
12n_682,1,-6,13,-18,19,-18,13,-6,1,0,0
12n_683,1,-4,11,-18,21,-18,11,-4,1,0,0
12n_684,1,-4,10,-15,17,-15,10,-4,1,0,0
12n_685,2,-8,18,-23,18,-8,2,0,0,0,0
12n_686,1,-5,13,-19,21,-19,13,-5,1,0,0
12n_687,2,-10,25,-33,25,-10,2,0,0,0,0
12n_688,1,-1,-1,5,-9,11,-9,5,-1,-1,1
12n_689,2,-3,0,5,-7,5,0,-3,2,0,0
12n_690,1,2,-12,19,-12,2,1,0,0,0,0
12n_691,2,-3,-2,12,-17,12,-2,-3,2,0,0
12n_692,2,-3,-2,12,-17,12,-2,-3,2,0,0
12n_693,1,-4,2,7,-13,7,2,-4,1,0,0
12n_694,1,0,-4,9,-11,9,-4,0,1,0,0
12n_695,1,-4,10,-17,21,-17,10,-4,1,0,0
12n_696,1,-4,2,7,-13,7,2,-4,1,0,0
12n_697,1,-4,6,-1,-3,-1,6,-4,1,0,0
12n_698,2,-12,25,-31,25,-12,2,0,0,0,0
12n_699,2,-12,19,-12,2,0,0,0,0,0,0
12n_700,2,-11,21,-25,21,-11,2,0,0,0,0
12n_701,3,-16,25,-16,3,0,0,0,0,0,0
12n_702,2,-12,28,-37,28,-12,2,0,0,0,0
12n_703,1,-5,11,-13,13,-13,11,-5,1,0,0
12n_704,4,-15,23,-15,4,0,0,0,0,0,0
12n_705,1,-9,26,-37,26,-9,1,0,0,0,0
12n_706,1,-4,6,-8,11,-8,6,-4,1,0,0
12n_707,1,-4,11,-17,19,-17,11,-4,1,0,0
12n_708,1,-3,6,-9,11,-9,6,-3,1,0,0
12n_709,1,-4,8,-11,13,-11,8,-4,1,0,0
12n_710,2,-10,22,-27,22,-10,2,0,0,0,0
12n_711,1,-5,13,-23,29,-23,13,-5,1,0,0
12n_712,3,-13,27,-33,27,-13,3,0,0,0,0
12n_713,3,-11,20,-23,20,-11,3,0,0,0,0
12n_714,3,-14,30,-37,30,-14,3,0,0,0,0
12n_715,6,-22,33,-22,6,0,0,0,0,0,0
12n_716,2,-9,18,-21,18,-9,2,0,0,0,0
12n_717,1,-4,12,-17,12,-4,1,0,0,0,0
12n_718,2,-7,12,-13,12,-7,2,0,0,0,0
12n_719,1,-5,13,-17,13,-5,1,0,0,0,0
12n_720,2,-11,23,-29,23,-11,2,0,0,0,0
12n_721,1,-2,3,-4,5,-4,3,-2,1,0,0
12n_722,1,-4,7,-10,11,-10,7,-4,1,0,0
12n_723,2,-4,3,-1,3,-4,2,0,0,0,0
12n_724,2,-8,13,-15,13,-8,2,0,0,0,0
12n_725,1,-1,0,1,-2,3,-2,1,0,-1,1
12n_726,4,-16,23,-16,4,0,0,0,0,0,0
12n_727,2,-10,21,-25,21,-10,2,0,0,0,0
12n_728,1,-5,13,-22,25,-22,13,-5,1,0,0
12n_729,2,-9,16,-19,16,-9,2,0,0,0,0
12n_730,1,-4,11,-15,11,-4,1,0,0,0,0
12n_731,2,-11,28,-39,28,-11,2,0,0,0,0
12n_732,1,-9,28,-39,28,-9,1,0,0,0,0
12n_733,2,-12,31,-41,31,-12,2,0,0,0,0
12n_734,2,-10,19,-23,19,-10,2,0,0,0,0
12n_735,4,-18,27,-18,4,0,0,0,0,0,0
12n_736,2,-13,36,-49,36,-13,2,0,0,0,0
12n_737,2,-7,9,-9,9,-7,2,0,0,0,0
12n_738,2,-13,30,-39,30,-13,2,0,0,0,0
12n_739,1,-4,5,1,-5,1,5,-4,1,0,0
12n_740,2,-10,24,-33,24,-10,2,0,0,0,0
12n_741,3,-11,21,-25,21,-11,3,0,0,0,0
12n_742,2,-9,21,-27,21,-9,2,0,0,0,0
12n_743,6,-21,31,-21,6,0,0,0,0,0,0
12n_744,2,-9,15,-17,15,-9,2,0,0,0,0
12n_745,1,-10,30,-43,30,-10,1,0,0,0,0
12n_746,2,-11,28,-37,28,-11,2,0,0,0,0
12n_747,1,-5,13,-20,23,-20,13,-5,1,0,0
12n_748,1,-4,9,-16,19,-16,9,-4,1,0,0
12n_749,1,-1,1,-1,1,-1,1,0,0,0,0
12n_750,2,-5,7,-5,2,0,0,0,0,0,0
12n_751,1,-4,9,-13,15,-13,9,-4,1,0,0
12n_752,2,-9,20,-25,20,-9,2,0,0,0,0
12n_753,2,-11,24,-31,24,-11,2,0,0,0,0
12n_754,1,-5,13,-21,25,-21,13,-5,1,0,0
12n_755,1,-10,29,-39,29,-10,1,0,0,0,0
12n_756,2,-10,23,-29,23,-10,2,0,0,0,0
12n_757,1,-9,28,-39,28,-9,1,0,0,0,0
12n_758,5,-14,21,-23,21,-14,5,0,0,0,0
12n_759,7,-28,41,-28,7,0,0,0,0,0,0
12n_760,2,-11,29,-41,29,-11,2,0,0,0,0
12n_761,1,-5,10,-10,9,-10,10,-5,1,0,0
12n_762,1,-5,10,-12,13,-12,10,-5,1,0,0
12n_763,1,-12,36,-51,36,-12,1,0,0,0,0
12n_764,3,-5,3,-1,3,-5,3,0,0,0,0
12n_765,3,-15,31,-39,31,-15,3,0,0,0,0
12n_766,3,-13,21,-23,21,-13,3,0,0,0,0
12n_767,1,-4,9,-15,17,-15,9,-4,1,0,0
12n_768,1,-3,5,-7,5,-3,1,0,0,0,0
12n_769,2,-8,20,-27,20,-8,2,0,0,0,0
12n_770,3,-16,35,-45,35,-16,3,0,0,0,0
12n_771,2,-10,24,-31,24,-10,2,0,0,0,0
12n_772,3,-13,29,-37,29,-13,3,0,0,0,0
12n_773,3,-11,19,-23,19,-11,3,0,0,0,0
12n_774,4,-13,17,-13,4,0,0,0,0,0,0
12n_775,1,-6,17,-27,29,-27,17,-6,1,0,0
12n_776,1,-6,15,-21,21,-21,15,-6,1,0,0
12n_777,2,-8,14,-17,14,-8,2,0,0,0,0
12n_778,3,-11,18,-21,18,-11,3,0,0,0,0
12n_779,2,-11,26,-33,26,-11,2,0,0,0,0
12n_780,1,-8,19,-25,19,-8,1,0,0,0,0
12n_781,1,-4,10,-19,25,-19,10,-4,1,0,0
12n_782,2,-8,18,-25,18,-8,2,0,0,0,0
12n_783,2,-11,30,-41,30,-11,2,0,0,0,0
12n_784,1,-6,15,-25,29,-25,15,-6,1,0,0
12n_785,6,-23,33,-23,6,0,0,0,0,0,0
12n_786,2,-12,33,-45,33,-12,2,0,0,0,0
12n_787,1,-4,9,-14,15,-14,9,-4,1,0,0
12n_788,2,-10,25,-35,25,-10,2,0,0,0,0
12n_789,2,-9,20,-27,20,-9,2,0,0,0,0
12n_790,1,-5,15,-28,35,-28,15,-5,1,0,0
12n_791,1,-5,13,-18,19,-18,13,-5,1,0,0
12n_792,1,-4,10,-16,17,-16,10,-4,1,0,0
12n_793,3,-9,12,-13,12,-9,3,0,0,0,0
12n_794,2,-9,23,-33,23,-9,2,0,0,0,0
12n_795,6,-20,27,-20,6,0,0,0,0,0,0
12n_796,2,-11,22,-27,22,-11,2,0,0,0,0
12n_797,3,-15,23,-15,3,0,0,0,0,0,0
12n_798,1,-7,22,-31,22,-7,1,0,0,0,0
12n_799,2,-13,32,-41,32,-13,2,0,0,0,0
12n_800,1,-5,13,-24,29,-24,13,-5,1,0,0
12n_801,1,-5,7,-5,1,0,0,0,0,0,0
12n_802,1,-5,14,-25,31,-25,14,-5,1,0,0
12n_803,1,-5,14,-21,23,-21,14,-5,1,0,0
12n_804,1,-4,11,-20,23,-20,11,-4,1,0,0
12n_805,2,-8,19,-27,19,-8,2,0,0,0,0
12n_806,4,-10,12,-11,12,-10,4,0,0,0,0
12n_807,2,-8,12,-13,12,-8,2,0,0,0,0
12n_808,2,-8,11,-8,2,0,0,0,0,0,0
12n_809,2,-4,3,-4,2,0,0,0,0,0,0
12n_810,2,-8,12,-11,12,-8,2,0,0,0,0
12n_811,2,-7,14,-17,14,-7,2,0,0,0,0
12n_812,1,-2,3,-2,1,0,0,0,0,0,0
12n_813,2,-9,18,-23,18,-9,2,0,0,0,0
12n_814,6,-24,35,-24,6,0,0,0,0,0,0
12n_815,1,-2,1,-2,1,0,0,0,0,0,0
12n_816,2,-11,26,-35,26,-11,2,0,0,0,0
12n_817,2,-6,10,-13,10,-6,2,0,0,0,0
12n_818,1,-9,22,-27,22,-9,1,0,0,0,0
12n_819,3,-12,24,-29,24,-12,3,0,0,0,0
12n_820,1,-6,12,-17,19,-17,12,-6,1,0,0
12n_821,1,-3,5,-6,5,-6,5,-3,1,0,0
12n_822,1,-3,6,-11,13,-11,6,-3,1,0,0
12n_823,2,-12,24,-29,24,-12,2,0,0,0,0
12n_824,2,-7,14,-19,14,-7,2,0,0,0,0
12n_825,2,-6,9,-11,9,-6,2,0,0,0,0
12n_826,1,-9,24,-31,24,-9,1,0,0,0,0
12n_827,1,-5,14,-25,29,-25,14,-5,1,0,0
12n_828,3,-12,24,-31,24,-12,3,0,0,0,0
12n_829,1,-5,11,-18,21,-18,11,-5,1,0,0
12n_830,2,-4,5,-4,2,0,0,0,0,0,0
12n_831,1,-5,12,-20,23,-20,12,-5,1,0,0
12n_832,3,-13,23,-27,23,-13,3,0,0,0,0
12n_833,3,-11,22,-27,22,-11,3,0,0,0,0
12n_834,2,-12,26,-33,26,-12,2,0,0,0,0
12n_835,1,0,-4,7,-4,0,1,0,0,0,0
12n_836,2,-12,27,-35,27,-12,2,0,0,0,0
12n_837,1,-7,21,-35,41,-35,21,-7,1,0,0
12n_838,1,-6,11,-6,1,0,0,0,0,0,0
12n_839,1,-7,18,-23,23,-23,18,-7,1,0,0
12n_840,1,-6,16,-24,25,-24,16,-6,1,0,0
12n_841,2,-9,18,-23,18,-9,2,0,0,0,0
12n_842,1,-7,21,-38,47,-38,21,-7,1,0,0
12n_843,3,-15,34,-43,34,-15,3,0,0,0,0
12n_844,3,-12,16,-13,16,-12,3,0,0,0,0
12n_845,3,-12,22,-25,22,-12,3,0,0,0,0
12n_846,5,-20,31,-20,5,0,0,0,0,0,0
12n_847,1,-7,18,-23,18,-7,1,0,0,0,0
12n_848,1,-5,12,-16,17,-16,12,-5,1,0,0
12n_849,3,-17,37,-47,37,-17,3,0,0,0,0
12n_850,1,0,-2,4,-5,4,-2,0,1,0,0
12n_851,2,-1,-3,5,-3,-1,2,0,0,0,0
12n_852,1,-5,14,-26,33,-26,14,-5,1,0,0
12n_853,3,-13,28,-37,28,-13,3,0,0,0,0
12n_854,3,-14,33,-43,33,-14,3,0,0,0,0
12n_855,3,-10,18,-23,18,-10,3,0,0,0,0
12n_856,5,-14,17,-14,5,0,0,0,0,0,0
12n_857,1,-6,17,-29,33,-29,17,-6,1,0,0
12n_858,2,-11,26,-33,26,-11,2,0,0,0,0
12n_859,1,-6,16,-31,41,-31,16,-6,1,0,0
12n_860,3,-15,33,-41,33,-15,3,0,0,0,0
12n_861,2,-9,22,-29,22,-9,2,0,0,0,0
12n_862,3,-13,29,-37,29,-13,3,0,0,0,0
12n_863,3,-16,33,-41,33,-16,3,0,0,0,0
12n_864,1,-5,15,-28,33,-28,15,-5,1,0,0
12n_865,1,-4,11,-21,25,-21,11,-4,1,0,0
12n_866,1,-5,15,-30,39,-30,15,-5,1,0,0
12n_867,2,-14,31,-39,31,-14,2,0,0,0,0
12n_868,2,-8,13,-8,2,0,0,0,0,0,0
12n_869,2,-12,32,-43,32,-12,2,0,0,0,0
12n_870,1,-3,5,-7,5,-3,1,0,0,0,0
12n_871,1,-9,29,-41,29,-9,1,0,0,0,0
12n_872,1,-6,16,-27,31,-27,16,-6,1,0,0
12n_873,1,-5,10,-16,21,-16,10,-5,1,0,0
12n_874,1,-5,14,-26,31,-26,14,-5,1,0,0
12n_875,1,-4,11,-21,25,-21,11,-4,1,0,0
12n_876,2,-8,18,-25,18,-8,2,0,0,0,0
12n_877,1,-7,20,-32,35,-32,20,-7,1,0,0
12n_878,1,-11,34,-47,34,-11,1,0,0,0,0
12n_879,1,-6,17,-30,35,-30,17,-6,1,0,0
12n_880,3,-14,30,-39,30,-14,3,0,0,0,0
12n_881,9,-30,43,-30,9,0,0,0,0,0,0
12n_882,1,-6,13,-19,21,-19,13,-6,1,0,0
12n_883,3,-12,22,-25,22,-12,3,0,0,0,0
12n_884,5,-20,31,-20,5,0,0,0,0,0,0
12n_885,2,-13,35,-49,35,-13,2,0,0,0,0
12n_886,2,-13,38,-53,38,-13,2,0,0,0,0
12n_887,1,-6,16,-25,29,-25,16,-6,1,0,0
12n_888,1,-1,-1,6,-11,13,-11,6,-1,-1,1
